11,apple,apple,A1784,아이폰7 Plus,iphone7 Plus,32|128|256,실버|골드|로즈골드|블랙|제트블랙|RED,0,0|0|0,0|0|0|0|0|0,0|0|0,#e4e4e2|#f7e8dd|#ecc6c1|#2e3034|#2e3034|#b41325,2016.10,77.9 x 158.2 x 7.3,5.5,13.9,188,2900,700만,"1,200만+1,200만 화소 (듀얼)",미지원,이어폰단자가 사라진 아이폰 최초 모델.아이폰8플러스와 성능면에서 차이가 없다. 무선충전이 필요없다면 8 플러스보다는 7 플러스,iphone,7,\N,\N,\N,\N
12,apple,apple,A1723,아이폰SE,iphoneSE,16|32|64|128,실버|골드|로즈골드|스페이스 그레이,0,0|0|0|0,0|0|0|0,0|0|0,#e4e4e2|#f7e8dd|#ecc6c1|#262529,2016.05,58.6 x 123.8 x 7.6,4.0,10.1,113,1642,120만,"1,200만",미지원,"성능은 6s, 디자인은 5s, 4인치의 매력은 현재 진행형. 아직도 64기가 스페이스그레이,실버 컬러는 중고거래가 아직도 뜨겁다.",iphone,SE,\N,\N,\N,\N
13,apple,apple,A1688,아이폰6s,iphone6s,16|32|64|128,실버|골드|로즈골드|스페이스 그레이,0,0|0|0|0,0|0|0|0,0|0|0,#e4e4e2|#f7e8dd|#ecc6c1|#b1b2b7,2015.10,67.1 x 138.3 x 7.1,4.7,11.93,143,1715,500만,"1,200만",미지원,아직까지 iOS 업데이트 지원범위에 있다는 것이 호재!!!! 여전히 사랑받고 있는 모델,iphone,6S,\N,\N,\N,\N
14,apple,apple,A1687,아이폰6s Plus,iphone6s Plus,16|32|64|128,실버|골드|로즈골드|스페이스 그레이,0,0|0|0|0,0|0|0|0,0|0|0,#e4e4e2|#f7e8dd|#ecc6c1|#b1b2b7,2015.10,77.9 x 158.2 x 7.3,5.5,13.9,192,2750,500만,"1,200만",미지원,아이폰을 네비게이션 전용으로 사용하는 소비자로 인해 수요가 큼. 내구성은…바지 뒷포켓엔 넣치 마세요 ㅜ ,iphone,6S,\N,\N,\N,\N
15,apple,apple,A1586,아이폰6,iphone6,16|64|128,실버|골드|스페이스 그레이,0,0|0|0,0|0|0,0|0|0,#e4e4e2|#f7e8dd|#b1b2b7,2014.10,67 x 138.1 x 6.9,4.7,11.93,129,1810,120만,800만,미지원,아이폰 커튼현상 게이트가 존재하는 한 6는 불안하다.  ,iphone,6,\N,\N,\N,\N
16,apple,apple,A1524,아이폰6 Plus,iphone6 Plus,16|64|128,실버|골드|스페이스 그레이,0,0|0|0,0|0|0,0|0|0,#e4e4e2|#f7e8dd|#b1b2b7,2014.10,77.9 x 158.2 x 7.3,5.5,13.9,172,2750,120만,800만,미지원,아이폰 커튼현상 게이트가 존재하는 한 6 플러스는 불안하다.  ,iphone,6,\N,\N,\N,\N
17,apple,apple,A1530,아이폰5s,iphone5s,16|32|64,실버|골드|스페이스 그레이,0,0|0|0,0|0|0,0|0|0,#e4e4e2|#f7e8dd|#b1b2b7,2013.10,58.6 x 123.8 x 7.6,4.0,10.1,112,1560,120만,800만,미지원,LG U+ 통신사는 안돼요~ 16기가 5s 아직도 거래가 된다는게 실화? ,iphone,5S,\N,\N,\N,\N
18,apple,apple,A1532,아이폰5c,iphone5c,8|16|32,그린|화이트|블루|핑크|옐로우,0,0|0|0,0|0|0|0|0,0|0|0,#9dc761|#f3f3f5|#58bbe4|#ee756c|#f1dd60,2013.10,59.2 x 124.4 x 8.97,4.0,10.1,132,1510,120만,800만,미지원,LG U+ 통신사는 안돼요~애플의 첫 보급형 모델,iphone,5C,\N,\N,\N,\N
19,apple,apple,A1428,아이폰5,iphone5,16|32|64,블랙|화이트,0,0|0|0,0|0,0|0|0,#2e3034|#f3f3f3,2012.12,58.6 x 123.8 x 7.6,4.0,10.1,112,1440,120만,800만,미지원,LG U+ 통신사는 안돼요~ 32기가는 중고거래 매물로 종종 나오는 모델~,iphone,5,\N,\N,\N,\N
20,apple,apple,A1387,아이폰4s,iphone4s,8|16|32|64,블랙|화이트,0,0|0|0|0,0|0,0|0|0,#2e3034|#f3f3f3,2011.11,58.6 x 115.2 x 9.3,3.54,9,140,1432,300만,800만,미지원,LG U+ 통신사는 안돼요~Apple 30핀 충전단자입니다. 장난으로 구매하진 마세요~ 아직도 신기하게 중고 매물이 있어요,iphone,4S,\N,\N,\N,\N
21,apple,apple,A1332,아이폰4,iphone4,8|16|32,블랙|화이트,0,0|0|0,0|0,0|0|0,#2e3034|#f3f3f3,2011.03,58.6 x 115.2 x 9.3,3.54,9,137,1420,30만,500만,미지원,출시된지 6년 후인 2016년에 갑자기 20만원에 판매가 되어 언박싱 모델도 거래중. LG U+ 통신사는 안돼요~Apple 30핀 충전단자입니다. 장난으로 구매하진 마세요~ 아직도 중고 매물이 있어요~신기,iphone,4,\N,\N,\N,\N
22,samsung,a_series,SM-A908,갤럭시 A90 5G,Galaxy A90 5G,128,블랙|화이트,0,0,0|0,0|0|0,#000000|#FFFFFF,2019.09,76.4 x 164.8 x 8.4,6.7,17.02,206,4500,"3,200만","4,800만+800만+500만 (트리플)","2 TB, 512 GB",방수/방진과 무선충전이 안되는 것 치곤 A시리즈 치곤 비싼 출고가.   ,Galaxy,A,\N,\N,\N,\N
23,samsung,a_series,SM-A505,갤럭시 A50,Galaxy A50,64,블랙|화이트|코랄,0,0,0|0|0,0|0|0,#000000|#FFFFFF|#F2756D,2019.06,74.7 x 158.5 x 7.7,6.4,16.3,166,4000,"2,500만","2,500만+800만+500만 (트리플)","2 TB, 512 GB","넓은 화면, 디스프레이 지문인식, 삼성페이,USB-C타입지원은 Good, 무선충전이 안되는 것은 아쉬움, 학생이나 어르신에게 적합 모델",Galaxy,A,\N,\N,\N,\N
24,samsung,a_series,SM-A405,갤럭시 A40,Galaxy A40,64,블랙|화이트|코랄|블루,0,0,0|0|0|0,0|0|0,#000000|#FFFFFF|#F2756D|#0000ff,2019.07,69.2 x 144.4 x 7.9,5.9,14.99,140,3100,"2,500만","1,600만+500만 (듀얼)","2 TB, 512 GB",갤럭시 A30보다 상위 기기임에 불구하고 Always On Display를 지원하지 않는게 흠. 딱히 나쁘지도 좋은지도 않은 보급형,Galaxy,A,\N,\N,\N,\N
25,samsung,a_series,SM-A305,갤럭시 A30,Galaxy A30,32,블랙|화이트|레드,0,0,0|0|0,0|0|0,#000000|#FFFFFF|#fb0b0c,2019.05,74.7 x 158.5 x 7.7,6.4,16.3,165,4000,"1,600만","1,600만+500만 (듀얼)","2 TB, 256 GB",배터리용량은 큰데 연비가 좋치 않음. 통신비 지원 모델이라 그런지 중고 매물도 많음,Galaxy,A,\N,\N,\N,\N
26,samsung,samsung,SM-A205,갤럭시 와이드4,Galaxy Wide4,32,블랙|골드,0,0,0|0,0|0|0,#000000|#f1d977|,2019.05,74.7 x 158.4 x 7.8,6.4,16.3,169,4000,800만,"1,300만+500만 (듀얼)","2 TB, 512 GB","갤럭시 와이드4로 국내 출시된 모델, 삼성페이가 안되는 모델, 어르신에게 적합한 모델",Galaxy,A,\N,\N,\N,\N
27,samsung,a_series,SM-G887,갤럭시 A9 Pro,Galaxy A9 Pro,128,블랙|앱솔루트 블랙|블루,0,0,0|0|0,0|0|0,#000000|#000000|#0000ff,2019.01,74.9 x 158.4 x 7.4,6.4,16.3,173,3400,"2,400만","2,400만+1,000만+500만 (트리플)",128 GB,공시지원금 받고 개통된 제품이 중고매물로 올라와 있기 때문에 선택약정이 불가능하여 확정기변이 아닌 유심기변으로 사용해야 하는 매물이 많음. 이 점 유의하고 거래하세요.,Galaxy,A,\N,\N,\N,\N
28,samsung,a_series,SM-G885,갤럭시 A8 Star,Galaxy A8 Star,64,블랙|화이트,0,0,0|0,0|0|0,#000000|#FFFFFF,2018.07,77 x 162.4 x 7.6,6.3,16,191,3700,"2,400만","2,400만+1,600만 (듀얼)","2 TB, 400 GB","삼성페이 / 방수 빙진 미지원이 아쉬운 모델, 가성비 성능이 좋은 모델 ",Galaxy,A,\N,\N,\N,\N
29,samsung,a_series,SM-A920,갤럭시 A9 2018,Galaxy A9 2018,128,캐비어 블랙|버블검 핑크|레모네이드 블루,0,0,0|0|0,0|0|0,#000000|#FF00FF|#0000ff,2018.12,77 x 162.5 x 7.8,6.3,16,18.3,3800,"2,400만","2,400만+1,000만+800만+500만 (쿼드)","2 TB, 512 GB","4개의 갤럭시 최초 카메라, A시리즈에 카메라 기능은 놀랍지만 가격과 방수지원과 삼성페이 리더기 결제기능이 없는건 타격이 크다.",Galaxy,A,\N,\N,\N,\N
30,samsung,a_series,SM-A530,갤럭시 A8 2018,Galaxy A8 2018,32,블랙|그레이|블루|골드,0,0,0|0|0|0,0|0|0,#000000|#9292ee|#0000ff|#f1d977,2018.01,70.6 x 149.2 x 8.4,5.6,14.19,172,3000,"1,600만+800만 (듀얼)","1,600만","2 TB, 256 GB","갤럭시S8과 노트8를 베이스로 만든 A시리지 중 효율성이 좋은 모델, 후면이 아닌 전면이 듀얼 카메라 탑재(셀피 촬영시 라이브 포커스가 가능)",Galaxy,A,\N,\N,\N,\N
31,samsung,a_series,SM-A600,갤럭시 A6 2018,Galaxy A6 2018,32,블랙|라벤더|골드,0,0,0|0|0,0|0|0,#000000|#f1c232|#f1d977,2018.06,70.8 x 149.9 x 7.7,5.6,14.19,159,3000,"1,600만","1,600만","2 TB, 256 GB",A30 모델과 동일하게 효도폰으로 적합,Galaxy,A,\N,\N,\N,\N
32,samsung,a_series,SM-A750,갤럭시 A7 2018,Galaxy A7 2018,32|64,블랙|블루|골드,0,0,0|0|0,0|0|0,#000000|#0000ff|#f1d977,2018.10,76.8 x 159.8 x 7.5,6.0,15.24,168,3300,"2,400만","2,400만+800만+500만 (트리플)","2 TB, 512 GB",트리플 카메라와 준수한 기능들 USB-C타입이 아닌 마이크로 5핀 충전 단자는 왠지 아쉬움. 우측 측면에 지문인식 홈버튼이 있어서 기존 후면 지문 모델을 쓰신 분이라면 적응기간이 필요함. 중고 중저가폰에 준수함.,Galaxy,A,\N,\N,\N,\N
33,samsung,a_series,SM-A520,갤럭시 A5 2017,Galaxy A5 2017,32,블랙 스카이|블루 미스트|피치 클라우드,0,0,0|0|0,0|0|0,#000000|#f4cccc|#cfe2f3,2017.01,71.4 x 146.1 x 7.9,5.2,13.22,157,3000,"1,600만","1,600만","2 TB, 256 GB","전작보다 높아진 RAM(3GB), 넉넉해진 내장 메모리(32GB), 방수방진 A시리지 중 최초 지원(IP68), USB-C타입으로 바뀐 첫번째 A시리즈",Galaxy,A,\N,\N,\N,\N
34,samsung,a_series,SM-A810,갤럭시 A8 2016,Galaxy A8 2016,32,핑크|블루|실버,0,0,0|0|0,0|0|0,#d9c2c8|#c8ddea|#c7c8ca,2016.10,76.8 x 156.6 x 7.2,5.7,14.4,182,3300,800만,"1,600만","2 TB, 256 GB",갤럭시S6와 동급 성능! 자이로 센서가 없기 때문에 관련 기능 어플이나 기능은 사용 못함.,Galaxy,A,\N,\N,\N,\N
35,samsung,a_series,SM-A310,갤럭시 A3 2016,Galaxy A3 2016,16,블랙|핑크 골드|화이트|골드,0,0,0|0|0|0,0|0|0,#000000|#fad8d2|#ffffff|#f1d977,2106.03,65.2 x 134.5 x 7.3,4.7,11.93,132,2300,500만,"1,300만","2 TB, 256 GB",\N,Galaxy,A,\N,\N,\N,\N
36,samsung,a_series,SM-A510,갤럭시 A5 2016,Galaxy A5 2016,16,블랙|핑크 골드|화이트|골드,0,0,0|0|0|0,0|0|0,#000000|#fad8d2|#ffffff|#f1d977,2015.01,71 x 144.8 x 7.3,5.2,13.22,155,2900,500만,"1,300만","2 TB, 128 GB",\N,Galaxy,A,\N,\N,\N,\N
37,samsung,a_series,SM-A710,갤럭시 A7 2016,Galaxy A7 2016,16,블랙|핑크 골드|화이트|골드,0,0,0|0|0|0,0|0|0,#000000|#fad8d2|#ffffff|#f1d977,2016.01,74.1 x 151.5 x 7.3,5.5,13.9,172,3300,500만,"1,300만","2 TB, 128 GB",\N,Galaxy,A,\N,\N,\N,\N
38,samsung,a_series,SM-A800,갤럭시 A8,Galaxy A8,32,미드나잇 블랙|펄 화이트|샴페인 골드,0,0,0|0|0,0|0|0,#000000|#ffffff|#fedeb9,2015.07,76.8 x 158 x 5.9,5.7,14.4,151,3050,500만,"1,600만","2 TB, 128 GB",\N,Galaxy,A,\N,\N,\N,\N
39,samsung,a_series,SM-A500,갤럭시 A5,Galaxy A5,16,미드나잇 블랙|펄 화이트|샴페인 골드,0,0,0|0|0,0|0|0,#000000|#ffffff|#fedeb9,2015.01,69.7 x 139.3 x 6.7,5,12.7,123,2300,500만,"1,300만","2 TB, 64 GB",\N,Galaxy,A,\N,\N,\N,\N
40,samsung,a_series,SM-A300,갤럭시 A3,Galaxy A3,16,블랙|블루|골드,0,0,0|0|0,0|0|0,\N,2015.01,\N,\N,\N,\N,\N,\N,\N,\N,\N,Galaxy,A,\N,\N,\N,\N
41,samsung,a_series,SM-A700,갤럭시 A7,Galaxy A7,16,미드나잇 블랙|펄 화이트|샴페인 골드,0,0,0|0|0,0|0|0,#000000|#ffffff|#fedeb9,2015.01,76.2 x 151 x 6.3,5.5,13.9,150,2600,500만,"1,300만","2 TB, 64 GB",\N,Galaxy,A,\N,\N,\N,\N
42,samsung,a_series,SHW-M100,갤럭시 A,Galaxy A,8,블랙,0,0,0,0|0|0,\N,2010.04,\N,\N,\N,\N,\N,\N,\N,\N,\N,Galaxy,A,\N,\N,\N,\N
43,samsung,j_series,SM-J250,갤럭시 J2 Pro,Galaxy J2 Pro,16,블랙|골드,0,0,0|0,0|0|0,#000000|#dedaca,2015.01,69.7 x 139.3 x 6.7,5.0,12.7,123,2600,500만,800만,"2 TB, 256 GB",\N,Galaxy,J,\N,\N,\N,\N
44,samsung,j_series,SM-J330,갤럭시 J3 2017,Galaxy J3 2017,16,블랙|핑크|블루|골드,0,0,0|0|0|0,0|0|0,#000000|#d9c2c8|#aebdd2|#dedaca,2017.08,70.1 x 140.9 x 8.7,5.0,12.7,142,2400,500만,"1,300만","2 TB, 256 GB",\N,Galaxy,J,\N,\N,\N,\N
45,samsung,j_series,SM-J530,갤럭시 J5 2017,Galaxy J5 2017,32,블랙|핑크|블루|골드,0,0,0|0|0|0,0|0|0,#000000|#d9c2c8|#aebdd2|#dedaca,2017.07,71.3 x 146.2 x 8,5.2,13.22,160,3000,"1,300만","1,300만","2 TB, 256 GB",\N,Galaxy,J,\N,\N,\N,\N
46,samsung,j_series,SM-J730,갤럭시 J7 2017,Galaxy J7 2017,32,블랙|골드,0,0,0|0,0|0|0,#000000|#dedaca,2017.07,74.8 x 152.5 x 8,5.5,13.9,181,3600,"1,300만","1,300만","2 TB, 128 GB",\N,Galaxy,J,\N,\N,\N,\N
47,samsung,j_series,SM-J320,갤럭시 J3 2016,Galaxy J3 2016,8,블랙|화이트|골드,0,0,0|0|0,0|0|0,#000000|#FFFFFF|#dedaca,2017.08,70.1 x 140.9 x 8.7,5.0,12.7,142,2600,500만,800만,"2 TB, 256 GB",\N,Galaxy,J,\N,\N,\N,\N
48,samsung,j_series,SM-J710,갤럭시 J7 2016,Galaxy J7 2016,16,블랙|화이트|골드|핑크,0,0,0|0|0|0,0|0|0,#000000|#FFFFFF|#dedaca|#d9c2c8,2016.04,76 x 151.7 x 7.8,5.5,13.9,170,3300,500만,"1,300만","2 TB, 128 GB",\N,Galaxy,J,\N,\N,\N,\N
49,samsung,j_series,SM-J510,갤럭시 J5 2016,Galaxy J5 2016,16,블랙|화이트|골드|핑크,0,0,0|0|0|0,0|0|0,#000000|#FFFFFF|#dedaca|#d9c2c8,2016.04,72.3 x 145.8 x 8.1,5.2,13.22,159,3100,500만,"1,300만","2 TB, 128 GB",\N,Galaxy,J,\N,\N,\N,\N
50,samsung,j_series,SM-J700,갤럭시 J7,Galaxy J7,16,블랙|화이트|골드,0,0,0|0|0,0|0|0,#000000|#FFFFFF|#dedaca,2015.11,79.1 x 152.2 x 7.9,5.5,13.9,171,3000,500만,"1,300만","2 TB, 128 GB",\N,Galaxy,J,\N,\N,\N,\N
51,samsung,j_series,SM-J600,갤럭시 J6,Galaxy J6,32,블랙|퍼플|골드,0,0,0|0|0,0|0|0,#000000|#800080|#dedaca,2018.07,70.2 x 149.3 x 8.2,5.6,14.19,154,3000,800만,"1,300만","2 TB, 256 GB",\N,Galaxy,J,\N,\N,\N,\N
52,samsung,j_series,SM-J500,갤럭시 J5,Galaxy J5,16,화이트,0,0,0,0|0|0,#FFFFFF,2015.07,73 x 142 x 8.5,5.0,12.7,149,2600,500만,"1,300만","2 TB, 128 GB",삼성 갤럭시 센스,Galaxy,J,\N,\N,\N,\N
53,samsung,j_series,SM-J415,갤럭시 J4 Plus,Galaxy J4 Plus,32,블랙|골드,0,0,0|0,0|0|0,#000000|#aa998b,2018.11,76.7 x 161.3 x 7.9,6.0,15.24,178,3300,500만,"1,300만","2 TB, 512 GB",\N,Galaxy,J,\N,\N,\N,\N
54,samsung,s_series,SM-G977,갤럭시S10 5G,GalaxyS10 5G,256|512,마제스틱 블랙|로얄 골드|크라운 실버,0,0|0,0|0|0,0|0|0,#000000|#f1d977|#c7c8ca,2019.03,77.1 x 162.6 x 7.9,6.7,17.02,198,4500,"1,000만","1,600만+1,200만+1,200만 (트리플)",미지원,\N,Galaxy,S,\N,\N,\N,\N
55,samsung,s_series,SM-G970,갤럭시S10e,GalaxyS10e,128,프리즘 블랙|프리즘 화이트|카나리아 옐로우,0,0,0|0|0,0|0|0,#000000|#FFFFFF|#42787a|#f9d251,2019.03,69.9 x 142.2 x 7.9,5.8,14.7,150,3100,"1,000만","1,600만+1,200만 (듀얼)","2 TB, 512 GB",\N,Galaxy,S,\N,\N,\N,\N
56,samsung,s_series,SM-G973,갤럭시S10,GalaxyS10,128|512,프리즘 블랙|프리즘 화이트|프리즘 그린|플라밍고 핑크,0,0|0,0|0|0|0,0|0|0,#000000|#FFFFFF|#42787a|#fd846e,2019.03,70.4 x 149.9 x 7.8,6.1,15.49,157,3400,"1,000만","1,600만+1,200만+1,200만 (트리플)","2 TB, 512 GB",\N,Galaxy,S,\N,\N,\N,\N
57,samsung,s_series,SM-G975,갤럭시S10 Plus,GalaxyS10 Plus,128|512|1T,프리즘 블랙|프리즘 화이트|세라믹 블랙|세라믹 화이트|플라밍고 핑크,0,0|0|0,0|0|0|0|0,0|0|0,#000000|#FFFFFF|#000000|#fcfbf9|#fd846e,2019.03,74.1 x 157.6 x 7.8,6.4,16.3,198,4100,"1,000만+800만 (듀얼)","1,600만+1,200만+1,200만 (트리플)","2 TB, 512 GB",\N,Galaxy,S,\N,\N,\N,\N
58,samsung,s_series,SM-G960,갤럭시S9,GalaxyS9,64,미드나잇 블랙|코랄 블루|라일락 퍼플|버건디 레드|선라이즈 골드|폴라리스 블루,0,0,0|0|0|0|0|0,0|0|0,#000000|#4a86e8|#9900ff|#980000|#f1c232|#9fc5e8,2018.03,68.7 x 147.7 x 8.5,5.8,14.7,163,3000,800만,"1,200만","2 TB, 512 GB",\N,Galaxy,S,\N,\N,\N,\N
59,samsung,s_series,SM-G965,갤럭시S9 Plus,GalaxyS9 Plus,64|256,미드나잇 블랙|코랄 블루|라일락 퍼플|버건디 레드|선라이즈 골드,0,0|0,0|0|0|0|0,0|0|0,#000000|#4a86e8|#9900ff|#980000|#f1c232,2018.03,73.8 x 158.1 x 8.5,6.2,15.75,189,3500,800만,"1,200만+1,200만 (듀얼)","2 TB, 512 GB",\N,Galaxy,S,\N,\N,\N,\N
60,samsung,s_series,SM-G950,갤럭시S8,GalaxyS8,64,미드나잇 블랙|오키드 그레이|아크틱 실버|코랄 블루|메이플 골드,0,0,0|0|0|0|0,0|0|0,#000000|#b8b3c7|#cacdd4|#95b6e1|#dac9b9,2017.04,68.1 x 148.9 x 8,5.8,14.7,155,3000,800만,"1,200만","2 TB, 256 GB",\N,Galaxy,S,\N,\N,\N,\N
61,samsung,s_series,SM-G955,갤럭시S8 Plus,GalaxyS8 Plus,64|128,미드나잇 블랙|오키드 그레이|코랄 블루|메이플 골드,0,0|0|0,0|0|0|0,0|0|0,#000000|#b8b3c7|#95b6e1|#dac9b9,2017.04,73.4 x 159.5 x 8.1,5.8,14.7,173,3500,800만,"1,200만","2 TB, 256 GB",\N,Galaxy,S,\N,\N,\N,\N
62,samsung,s_series,SM-G930,갤럭시S7,GalaxyS7,32|64,블랙 오닉스|화이트 펄|골드 플래티넘|실버 티타늄,0,0|0,0|0|0|0,0|0|0,#000000|#FFFFFF|#dac9b9|#cacdd4,2016.03,69.6 x 142.4 x 7.9,5.1,13.0,152,3000,500만,"1,200만","2 TB, 256 GB",\N,Galaxy,S,\N,\N,\N,\N
63,samsung,s_series,SM-G935,갤럭시S7 Edge,GalaxyS7 Edge,32|64|128,블랙 오닉스|화이트 펄|골드 플래티넘|실버 티타늄,0,0|0|0,0|0|0|0,0|0|0,#000000|#FFFFFF|#dac9b9|#cacdd4,2016.12,72.6 x 150.9 x 7.7,5.5,13.9,157,3600,500만,"1,200만","2 TB, 256 GB",\N,Galaxy,S,\N,\N,\N,\N
64,samsung,s_series,SM-G928,갤럭시S6 Edge Plus,GalaxyS6 Edge Plus,32|64,블랙 사파이어|골드 플래티넘,0,0|0,0|0,0|0|0,#000000|#dac9b9,2015.08,75.8 x 154.4 x 6.9,5.7,14.4,153,3000,800만,"1,600만",미지원,\N,Galaxy,S,\N,\N,\N,\N
65,samsung,s_series,SM-G925,갤럭시S6 Edge,GalaxyS6 Edge,32|64|128,블랙 사파이어|화이트 펄|골드 플래티넘|그린 에메랄드,0,0|0|0,0|0|0|0,0|0|0,#000000|#FFFFFF|#dac9b9|#153127,2015.04,70.1 x 142.1 x 7,5.1,13.0,132,2600,500만,"1,600만",미지원,\N,Galaxy,S,\N,\N,\N,\N
66,samsung,s_series,SM-G920,갤럭시S6,GalaxyS6,32|64,블랙 사파이어|화이트 펄|골드 플래티넘|블루 토파즈,0,0|0,0|0|0|0,0|0|0,#000000|#FFFFFF|#dac9b9|#00BFFF,2015.04,70.5 x 143.4 x 6.8,5.0,13.0,138,2550,500만,"1,600만",미지원,\N,Galaxy,\N,\N,\N,\N,\N
67,samsung,s_series,SM-G900,갤럭시S5,GalaxyS5,32,챠콜 블랙|시머리 화이트|일렉트릭 블루|코퍼 골드,0,0,0|0|0|0,0|0|0,#363b44|#FFFFFF|#4180ae|#826244,2014.03,72.5 x 142 x 8.1,5.1,13.0,145,2800,200만,"1,200만",최대 128 GB,\N,Galaxy,\N,\N,\N,\N,\N
68,samsung,s_series,SM-G906,갤럭시S5 LTE-A,GalaxyS5 LTE-A,32,챠콜 블랙|시머리 화이트|일렉트릭 블루|코퍼 골드,0,0,0|0|0|0,0|0|0,#363b44|#FFFFFF|#4180ae|#826244,2014.06,72.5 x 142 x 8.1,5.1,13.0,145,2800,200만,"1,600만",최대 128 GB,\N,Galaxy,\N,\N,\N,\N,\N
