sn_id,sn_model_name,sn_model_code,sn_maker,sn_release_date,sn_os,sn_sale_type,sn_display_cm,sn_display_in,sn_display_type,sn_display_resolution,sn_display_ppi,sn_display_hz,sn_display_aspect_ratio,sn_display_size,sn_display_width,sn_display_height,sn_display_hdr,sn_ap_type,sn_core,sn_core_clock,sn_gpu_core,sn_npu_dsp,sn_sensor_hub,sn_modem,sn_ram,sn_Builtin_memory,sn_storage,sn_external_memory,sn_5g,sn_4g,sn_wifi,sn_bluetooth,sn_satellite,sn_usim_type,sn_dual_usim,sn_camera_type,sn_back_camera,sn_front_camera,sn_camera_resolution,sn_flash,sn_photo_resolution,sn_front_resolution,sn_front_video_resolution,sn_camera_aperture,sn_hand_tremor_correction,sn_hand_tremor_protection,sn_camera_flash,sn_hdr_filming,sn_auto_hdr,sn_optical_zoom,sn_geotag,sn_laser_auto_focus,sn_auto_focus,sn_out_focus,sn_touch_focus,sn_panorama,sn_tof,sn_night_photography,sn_iphone_terminal,sn_speaker,sn_high_sound_quality,sn_sound_technology,sn_fingerprint,sn_face,sn_iris,sn_voice,sn_ai,sn_payment,sn_touch_pen,sn_dustproof,sn_etc,sn_charging_terminal,sn_battery,sn_battery_type1,sn_battery_type2,sn_battery_type3,sn_battery_terminal,sn_fast_charge,sn_wireless_charge,sn_color,sn_width,sn_height,sn_thickness,sn_weight
191,LG폴더,LM-Y110,lg,,안드로이드 6.0 (Marshmallow) 기반 커스텀 운영체제LG UX 6.0 기반 커스텀 UI,,0,3,TFT-LCD,240 x 400,,60Hz,15:9,,,,,퀄컴 스냅드래곤 210 MSM8909 SoC.  ,,ARM Cortex-A7 Quad-Core 1.1 GHz CPU,퀄컴 Adreno 304 GPU,퀄컴 Hexagon 536 DSP,DSP 대체,Qualcomm Snapdragon X5 LTE Modem,1 GB LPDDR3 SDRAM,8, eMMC -.-, micro SDHC 최대 32 GB 지원,,4G,,4.2,GPS & A-GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 골드",54.1,112.7,17.4,"130"
192,스마트폴더,LGM-X100,lg,,안드로이드 7.1 (Nougat)LG UX 6.0,,0,3.3,TFT-LCD,480 x 844,,60Hz,21:12,,,,,퀄컴 스냅드래곤 212 MSM8909 SoC.  ,,ARM Cortex-A7 MP4 1.3 GHz CPU,퀄컴 Adreno 304 GPU,퀄컴 Hexagon 536 DSP,DSP 대체,Qualcomm Snapdragon X5 LTE Modem,2 GB LPDDR3 SDRAM,16, eMMC -.-, micro SDXC 규격상 2 TB,,4G,,4.2,GPS & A-GPS,,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"지상파 HD DMB 및 고화질 스마트 DMB 지원, FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블루, 화이트",58.7,117.6,16.9,"142"
193,갤럭시 폴드,SM-F907,samsung,,안드로이드 9 (Pie) | 10 | 11Samsung One UI 1.2 | 1.5 | 2.1 | 2.5 | 3 | 3.1,,0,7.3,Dynamic AMOLED Foldable,2152 x 1536,362,60Hz,7:5,,,,,퀄컴 스냅드래곤 855 SM8150 Platform.  ,,Qualcomm Kryo 485 Gold Single-Core 2.84 GHz + Triple-Core 2.41 GHz CPUQualcomm Kryo 485 Silver Quad-Core 1.78 GHz CPU,퀄컴 Adreno 640 -- MHz GPU,퀄컴 Hexagon 690 DSP,DSP 대체,Qualcomm Snapdragon X24 LTE Modem,12 GB LPDDR4X SDRAM,512, UFS 3.0,,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",, (DisplayPort -.- 지원),,"1,000만  + 800만 ","1,000만 + 800만",,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,,,,,,"AKG 튜닝 및 Dolby Atmos 기술 탑재, FM 라디오 지원,  [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접",USB 3.1 Gen1 Type-C x 1,4235,내장형 Li-Ion  ,"삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W), USB Power Delivery 2.0 (15 W)",,,,,"코스모스 블랙, 스페이스 실버다크 블랙 힌지, 실버 힌지", ,1,5,"276"
194,갤럭시 A80,SM-A805,samsung,,안드로이드 9 (Pie) | 10 | 11Samsung One UI 1.1 | 2 | 3.1,,0,6.7,Super AMOLED,2400 x 1080,393,60Hz,20:9,,,,,퀄컴 스냅드래곤 730G SM7150-AB Platform.  ,,Qualcomm Kryo 470 Gold MP2 2.2 GHz CPUQualcomm Kryo 470 Silver MP6 1.8 GHz CPU,퀄컴 Adreno 618 825 MHz GPU,퀄컴 Hexagon 688 DSP,DSP 대체,Qualcomm Snapdragon X15 LTE Modem,8 GB LPDDR4X SDRAM,128, UFS 2.1,,,4G,,5,"GPS & A-GPS, GLONASS, Beidou",,,,"4,800만  + 800만 ",,,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,,,,,,,,Dolby Atmos 기술 탑재,USB 2.0 Type-C x 1,3700,내장형 Li-Ion  ,삼성전자 Super Fast Charging - USB Power Delivery 3.0 (25 W)삼성전자 Adaptive Fast Charging (15 W),,,,,"팬텀 블랙, 엔젤 골드",76.5,165.2,9.3,"220"
195,갤럭시 Z플립,SM-F700,samsung,,안드로이드 10 | 11Samsung One UI 2.1 | 2.5 | 3 | 3.1,,0,6.7,Dynamic AMOLED Foldable,2636 x 1080,425,60Hz,21.9:9,,,,,퀄컴 스냅드래곤 855+ SM8150-AC Platform.  ,,Qualcomm Kryo 485 Gold MP1 2.96 GHz + MP3 2.4 GHz CPUQualcomm Kryo 485 Silver MP4 1.78 GHz CPU,퀄컴 Adreno 640 675 MHz GPU,퀄컴 Hexagon 690 DSP,DSP 대체,Qualcomm Snapdragon X24 LTE Modem,8 GB LPDDR5 SDRAM,256, UFS 3.0,,,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,"1,200만  + 1,200만 ",,,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,,,,,,"Dolby Atmos 기술 탑재, FM 라디오 지원,  [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접",USB 2.0 Type-C x 1,3300,내장형 Li-Ion  ,"삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W), USB Power Delivery 2.0 (15 W)",,,,,기본,73.6,87.4,15.4,"183"
196,갤럭시 S20,SM-G981,samsung,,안드로이드 10 | 11 Samsung One UI 2.1 | 2.5 | 3 | 3.1,,0,6.2,Dynamic AMOLED 2X (M10 유기재료) Dual-Edge,3200 x 1440,566,120Hz,20:9,,,,,퀄컴 스냅드래곤 865 SM8250 Platform.  ,,ARM Cortex-A77 Single-Core 2.84 GHz + Triple-Core 2.42 GHz CPUARM Cortex-A55 Quad-Core 1.8 GHz CPU,퀄컴 Adreno 650 587 MHz GPU,퀄컴 Hexagon 698 DSP,DSP 대체,미탑재,12 GB LPDDR5 SDRAM,128, UFS 3.0, micro SDXC 규격상 2 TB,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",,,,"1,200만  + 6,400만  + 1,200만 "," 1,000만",,LED 플래시광학 1.08배줌 지원,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,전면 카메라 인식 방식,,,,,,,"IP68 등급 방수 방진 지원, AKG 튜닝 및 Dolby Atmos 기술 탑재, FM 라디오 지원,  [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접",USB 3.2 Gen1 Type-C x 1,4000,내장형 Li-Ion  ,"삼성전자 Super Fast Charging - USB Power Delivery 3.0 (25 W)삼성전자 Adaptive Fast Charging (15 W), 퀄컴 퀵 차지 2.0 (15 W)",,,,,"코스믹 그레이, 클라우드 블루, 클라우드 핑크, 클라우드 화이트",69.1,151.7,7.9,"163"
197,갤럭시 S20 Plus,SM-G986,samsung,,안드로이드 10 | 11 Samsung One UI 2.1 | 2.5 | 3 | 3.1,,0,6.7,Dynamic AMOLED 2X (M10 유기재료) Dual-Edge,3200 x 1440,525,120Hz,20:9,,,,,퀄컴 스냅드래곤 865 SM8250 Platform.  ,,ARM Cortex-A77 Single-Core 2.84 GHz + Triple-Core 2.42 GHz CPUARM Cortex-A55 Quad-Core 1.8 GHz CPU,퀄컴 Adreno 650 587 MHz GPU,퀄컴 Hexagon 698 DSP,DSP 대체,미탑재,12 GB LPDDR5 SDRAM,256, UFS 3.0, micro SDXC 규격상 2 TB,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",,,,"1,200만  + 6,400만  + 1,200만 "," 1,000만",,LED 플래시광학 1.08배줌 지원,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,전면 카메라 인식 방식,,,,,,,"IP68 등급 방수 방진 지원, AKG 튜닝 및 Dolby Atmos 기술 탑재, FM 라디오 지원, 스테레오 스피커, [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접",USB 3.2 Gen1 Type-C x 1,4500,내장형 Li-Ion  ,"삼성전자 Super Fast Charging - USB Power Delivery 3.0 (25 W)삼성전자 Adaptive Fast Charging (15 W), 퀄컴 퀵 차지 2.0 (15 W)",,,,,"코스믹 블랙, 코스믹 그레이, 클라우드 블루, 클라우드 화이트, 아우라 레드(KT에 한함), 아우라 블루(SKT에 한함)",73.7,161.9,7.8,"186"
198,갤럭시 S20 울트라,SM-G988,samsung,,안드로이드 10 | 11 Samsung One UI 2.1 | 2.5 | 3 | 3.1,,0,6.9,Dynamic AMOLED 2X (M10 유기재료) Dual-Edge,3200 x 1440,511,120Hz,20:9,,,,,퀄컴 스냅드래곤 865 SM8250 Platform.  ,,ARM Cortex-A77 Single-Core 2.84 GHz + Triple-Core 2.42 GHz CPUARM Cortex-A55 Quad-Core 1.8 GHz CPU,퀄컴 Adreno 650 587 MHz GPU,퀄컴 Hexagon 698 DSP,DSP 대체,미탑재,12 GB LPDDR5 SDRAM,256, UFS 3.0,,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",,,,"1억 800만  + 4,800만  + 1,200만 "," 4,000만",,LED 플래시광학 4배줌 지원,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,전면 카메라 인식 방식,,,,,,,"IP68 등급 방수 방진 지원, AKG 튜닝 및 Dolby Atmos 기술 탑재, FM 라디오 지원 [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접",USB 3.2 Gen1 Type-C x 1,5000,내장형 Li-Ion ,"삼성전자 Super Fast Charging - USB Power Delivery 3.0 (45 W)삼성전자 Adaptive Fast Charging (15 W), 퀄컴 퀵 차지 2.0 (15 W)",,,,,"코스믹 블랙, 코스믹 그레이",76,166.9,8.8,"220"
199,벨벳,LM-G900,lg,,안드로이드 10 | 11LG UX 9.0 기반 VELVET UI | WING UI,,0,6.8,Plastic 소재의 AMOLED,2460 x 1080,395,60Hz,20.5:9,,,,,퀄컴 스냅드래곤 765 SM7250-AA Platform.  ,,Qualcomm Kryo 475 Gold MP1 2.3 GHz + MP1 2.2 GHz CPUQualcomm Kryo 475 Silver MP6 1.8 GHz CPU,퀄컴 Adreno 620 540 MHz GPU,퀄컴 Hexagon 696 DSP,DSP 대체,Qualcomm Snapdragon X52 5G Modem,8 GB LPDDR4X SDRAM,128, UFS 2.1, micro SDXC 2 TB 공식 지원,5G,4G,,5.1,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,"4,800만  + 800만  + 500만 "," 1,600만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,,,,,,,,"4096 필압(레벨) 틸트 인식 Active Pen 지원, IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득인공지능 사운드 지원, FM 라디오 지원","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",4300,내장형 Li-Ion  ,퀄컴 퀵 차지 4+ (27 W)USB Power Delivery 3.0 (27 W),,,,,"오로라 화이트, 오로라 그레이, 오로라 그린, 일루전 선셋, 오로라 핑크, 오로라 블루, 오로라 레드",74.1,167.2,7.9,"180"
200,Q51,LM-Q510,lg,,안드로이드 9 (Pie) | 10LG UX 9.0 | 9.0 VELVET UI,,0,6.5,IPS TFT-LCD,1560 x 720,264,60Hz,19.5:9,,,,,MediaTek Helio P22 MT6762 SoC.  ,,ARM Cortex-A53 Quad-Core 2 GHz CPUARM Cortex-A53 Quad-Core 1.5 GHz CPU,IT PowerVR GE8320 Dual-Cluster 650 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,3 GB LPDDR3 SDRAM,32, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,5,"GPS & A-GPS, GLONASS",,,,"1,300만  + 500만  + 200만 "," 1,300만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"MIL-STD-810G 인증 취득, DTS:X 음향 기술 탑재지상파 HD DMB 및 고화질 스마트 DMB 지원, FM 라디오 지원","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",,,,,,,,"문라이트 티탄, 프로즌 화이트",77.9,166.9,8.4,"204"
201,LG폴더2,LM-Y120,lg,,안드로이드 8.0 (Oreo) 기반 커스텀 운영체제LG UX 8.0 기반 커스텀 UI,,0,2.8,TFT-LCD,240 x 320,,60Hz,4:3,,,,,퀄컴 스냅드래곤 210 MSM8909 SoC.  ,,,,,,,1 GB RAM,8, eMMC -.-, micro SDHC 최대 32 GB 지원,,4G,,4.2,GPS & A-GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"뉴 플래티넘 그레이, 화이트, 블랙",55,107.9,18,"127"
202,Q61,LM-Q630,lg,,안드로이드 9 (Pie) | 10LG UX 9.0 | 9.0 VELVET UI,,0,6.5,IPS TFT-LCD,2340 x 1080,394,60Hz,19.5:9,,,,,MediaTek Helio P35 MT6765 SoC.  ,,ARM Cortex-A53 Octa-Core 2.3 GHz CPU,IT PowerVR GE8320 Dual-Cluster 680 MHz GPU,Cadence Tensilica Vision P5 500 MHz DSP,ARM Cortex-M4 CPU,(파트넘버 불명) 내장,4 GB LPDDR3 SDRAM,64/128, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,5,"GPS & A-GPS, GLONASS",,,,"4,800만  + 800만  + 500만  + 200만 "," 1,600만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"MIL-STD-810G 인증 취득, DTS:X 음향 기술 탑재, FM 라디오 지원","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",,,,,,,,"문라이트 티탄, 프로즌 화이트, 블루",77.5,164.5,8.3,"192"
203,갤럭시 A31,SM-A315,samsung,,안드로이드 10Samsung One UI 2.1 | 2.5,,0,6.4,Super AMOLED,2400 x 1080,411,60Hz,20:9,,,,,MediaTek Helio P65 MT6768V SoC.  ,,ARM Cortex-A75 Dual-Core 2 GHz CPUARM Cortex-A55 Hexa-Core 1.7 GHz CPU,ARM Mali-G52 2EEMC2 820 MHz GPU,Cadence Tensilica Vision P6 MP2 525 MHz DSP,(파트넘버 불명) 내장,(파트넘버 불명) 내장,4 GB LPDDR4X SDRAM,64, eMMC 5.1. , micro SDXC 규격상 2 TB 512 GB 공식 지원,,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,"4,800만  + 800만  + 500만  + 500만 "," 2,000만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,전면 카메라 인식 방식,,,,,,,"Dolby Atmos 기술 탑재, FM 라디오 지원,  [ 기타 탑재 센서 정보 ]가속도, 자이로, 지자기, 조도, 가상근접","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",5000,내장형 Li-Ion  ,삼성전자 Adaptive Fast Charging (15 W)USB Power Delivery 2.0 (15 W),,,,,"프리즘 크러시 블랙, 프리즘 크러시 화이트, 프리즘 크러시 블루, 크러시 실버",73.1,159.3,8.6,"186"
204,갤럭시 A51,SM-A516,samsung,,안드로이드 10 | 11Samsung One UI 2 | 2.1 | 2.5 | 3 | 3.1,,0,6.5,Super AMOLED,2400 x 1080,405,60Hz,20:9,,,,,삼성 엑시노스 9 Series (9611) SoC.  ,,ARM Cortex-A73 Quad-Core 2.3 GHz CPUARM Cortex-A53 Quad-Core 1.7 GHz CPU,ARM Mali-G72 Triple-Core 1 GHz GPU,미탑재,ARM Cortex-M4F Single-Core CPU,(파트넘버 불명) 내장,4 GB LPDDR4X SDRAM,64/128, UFS -.-,,,4G,,,"GPS & A-GPS, GLONASS, Beidou",,듀얼심 지원,,"4,800만  + 1,200만  + 500만  + 500만 "," 3,200만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,전면 카메라 인식 방식,,,,,,,"Dolby Atmos 기술 탑재, FM 라디오 지원,  [ 기타 탑재 센서 정보 ]가속도, 자이로, 지자기, 홀, 조도, 가상근접센싱","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",4000,내장형 Li-Ion  ,"삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W), USB Power Delivery 2.0 (15 W)",,,,,"프리즘 크러시 블랙, 프리즘 크러시 화이트, 프리즘 크러시 블루, 프리즘 크러시 핑크, 헤이즈 크러시 실버",73.6,158.5,7.9,"172"
205,갤럭시 A퀀텀,SM-A716,samsung,,안드로이드 10 | 11Samsung One UI 2 | 2.1 | 2.5 | 3.1,,0,6.7,Super AMOLED,2400 x 1080,393,60Hz,20:9,,,,,퀄컴 스냅드래곤 730 SM7150-AA Platform.  ,,Qualcomm Kryo 470 Gold Dual-Core 2.2 GHz CPUQualcomm Kryo 470 Silver Hexa-Core 1.8 GHz CPU,퀄컴 Adreno 618 825 MHz GPU,퀄컴 Hexagon 688 DSP,DSP 대체,Qualcomm Snapdragon X15 LTE Modem,6 / 8 GB LPDDR4X SDRAM,128, UFS 2.1, micro SDXC 규격상 2 TB,,4G,,,"GPS & A-GPS, GLONASS, Beidou",,듀얼심 지원,,"6,400만  + 1,200만  + 500만  + 500만 "," 3,200만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,전면 카메라 인식 방식,,,,,,,"Dolby Atmos 기술 탑재, FM 라디오 지원,  [ 기타 탑재 센서 정보 ]가속도, 자이로, 지자기, 홀, RGB 광, 근접","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",4500,내장형 Li-Ion  ,삼성전자 Super Fast Charging - USB Power Delivery 3.0 (25 W),,,,,"프리즘 크러시 블랙, 프리즘 크러시 실버, 프리즘 크러시 블루, 프리즘 크러시 핑크, 헤이즈 크러시 실버",76,163.6,7.7,"179"
206,갤럭시노트20,SM-N981,samsung,,안드로이드 10 | 11Samsung One UI 2.5 | 3 | 3.1,,0,6.7,Super AMOLED Plus (M8 셀비아),2400 x 1080,393,60Hz,20:9,,,,,퀄컴 스냅드래곤 865+ SM8250 Platform.  ,,ARM Cortex-A77 Single-Core 3.09 GHz + Triple-Core 2.42 GHz CPUARM Cortex-A55 Quad-Core 1.8 GHz CPU,퀄컴 Adreno 650 670 MHz GPU,퀄컴 Hexagon 698 DSP,DSP 대체,미탑재,8 GB LPDDR5 SDRAM,256, UFS 3.1,,5G,4G,,5,"GPS & A-GPS, Glonass, Beidou, Galileo, QZSS",,,,"1,200만  + 6,400만  + 1,200만 "," 1,000만",,LED 플래시광학 1.08배줌 지원,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,전면 카메라 인식 방식,,,,,,,"4096 필압(레벨) 틸트 인식 블루투스 연결 S펜 지원, IP68 등급 방수 방진 지원, AKG 튜닝 및 Dolby Atmos 기술 탑재, FM 라디오 지원 [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접",USB 3.2 Gen1 Type-C x 1,4300,내장형 Li-Ion  ,"삼성전자 Super Fast Charging 2.0 - USB Power Delivery 3.0 (25 W)삼성전자 Adaptive Fast Charging (15 W), 퀄컴 퀵 차지 2.0 (15 W)",,,,,"미스틱 브론즈, 미스틱 그레이, 미스틱 그린, 미스틱 블루,  미스틱 레드,  미스틱 핑크", ,8,.,"192"
207,갤럭시노트20 울트라,SM-N986,samsung,,안드로이드 10 | 11Samsung One UI 2.5 | 3 | 3.1,,0,6.9,Dynamic AMOLED 2XLTPO (M10 유기재료) Dual-Edge,3088 x 1440,496,120Hz,19.3:9,,,,,퀄컴 스냅드래곤 865+ SM8250 Platform.  ,,ARM Cortex-A77 Single-Core 3.09 GHz + Triple-Core 2.42 GHz CPUARM Cortex-A55 Quad-Core 1.8 GHz CPU,퀄컴 Adreno 650 670 MHz GPU,퀄컴 Hexagon 698 DSP,DSP 대체,미탑재,12 GB LPDDR5 SDRAM,256, UFS 3.1, micro SDXC 규격상 2 TB,5G,4G,,5,"GPS & A-GPS, Glonass, Beidou, Galileo, QZSS",,,,"1억 800만  + 1,200만  + 1,200만 "," 1,000만",,,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,전면 카메라 인식 방식,,,,,,,"4096 필압(레벨) 틸트 인식 블루투스 연결 S펜 지원, IP68 등급 방수 방진 지원,AKG 튜닝 및 Dolby Atmos 기술 탑재, FM 라디오 지원 [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접",USB 3.2 Gen1 Type-C x 1,4500,내장형 Li-Ion ,"삼성전자 Super Fast Charging 2.0 - USB Power Delivery 3.0 (25 W)삼성전자 Adaptive Fast Charging (15 W), 퀄컴 퀵 차지 2.0 (15 W)",,,,,"미스틱 브론즈, 미스틱 블랙, 미스틱 화이트", ,8,.,"208"
208,Q31,LM-Q310,lg,,안드로이드 10LG UX 9.0,,0,5.7,IPS TFT-LCD,1520 x 720,,60Hz,19:9,,,,,MediaTek Helio P22 MT6762 SoC.  ,,ARM Cortex-A53 Octa-Core 2 GHz CPU,IT PowerVR GE8320 Dual-Cluster 650 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB / 3 GB LPDDR3 SDRAM,16/32, eMMC 5.1, micro SDXC,,4G,,5,GPS & A-GPS,,,,"1,300만  + 500만 ", 300만 / 500만,,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MIL-STD-810G 인증 취득, FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"메탈릭 실버, 실버, 블루, 핑크",147.9,71,8.7,"145"
209,Q52,LM-Q520,lg,,안드로이드 10 LG UX 9.0 VELVET UI,,0,6.6,IPS TFT-LCD,1600 x 720,266,60Hz,20:9,,,,,MediaTek Helio P35 MT6765 SoC.  ,,ARM Cortex-A53 Octa-Core 2.3 GHz CPU,IT PowerVR GE8320 Dual-Cluster 680 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,4 GB LPDDR3 SDRAM,64, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,5,"GPS & A-GPS, GLONASS",,,,"4,800만  + 500만  + 200만  + 200만 "," 1,300만",,듀얼 LED 플래시,,,,,,,,,,,,,,,,,,,,,,,전원버튼 통합 에어리어 방식 별도 센서 탑재,,,,,,,,"MIL-STD-810G 인증, 인공지능 사운드 기술 탑재, FM 라디오 지원","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",,,,,,,,"실키 화이트, 실키 레드, 블루",76.7,165,8.4,"188"
210,윙,LM-F100,lg,,안드로이드 10LG UX 9.0 WING UI,,0,6.8,Plastic 소재의 AMOLED,2460 x 1080,395,60Hz,20.5:9,,,,,퀄컴 스냅드래곤 765G SM7250-AB Platform. ,,Qualcomm Kryo 475 Gold MP1 2.4 GHz + MP1 2.2 GHz CPUQualcomm Kryo 475 Silver MP6 1.8 GHz CPU,퀄컴 Adreno 620 625 MHz GPU,퀄컴 Hexagon 696 DSP,DSP 대체,Qualcomm Snapdragon X52 5G Modem,8 GB LPDDR4X SDRAM,128, UFS 2.1, micro SDXC 2 TB 공식 지원,5G,4G,,5.1,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,"6,400만  + 1,300만  + 1,200만 "," 팝업형 3,200만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,,,,,,,,"회전식 듀얼 스크린 폼팩터, IP54 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득인공지능 사운드 지원, FM 라디오 지원, 스위블 테스트 20만 번 통과(5~10년치 사용량)",USB 3.1 Gen1 Type-C x 1,"4,000",내장형 Li-Ion ,퀄컴 퀵 차지 4+ (27 W)USB Power Delivery 3.0 (27 W),,,,,"일루젼 스카이, 오로라 그레이",169.5,74.5,10.9,"260"
211,갤럭시 A10e,SM-A102,samsung,,안드로이드 9 (Pie) | 10Samsung One UI 1.5 | 2,,0,5.8,PLS TFT-LCD,1560 x 720,295,60Hz,19.5:9,,,,,삼성 엑시노스 7 Series (7884) SoC.  ,,ARM Cortex-A73 MP2 1.6 GHz CPUARM Cortex-A53 MP6 1.35 GHz CPU,ARM Mali-G71 MP2 845 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR4X SDRAM,32, eMMC 5.1, micro SDXC 규격상 2 TB,,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,, 800만,,,,,,,,,,,,,,,,,,,,,,,,,,전면 카메라 인식 방식,,,,,,,국제,"USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",3000,내장형 Li-Ion  ,삼성전자 Adaptive Fast Charging (15 W)USB Power Delivery 2.0 (15 W),,,,,"블랙, 화이트",69.6,147.3,8.4,"141"
212,아이폰12,A2403,apple,,iOS 14.1,,0,0,,,,,,,,,,,,,,,,,4GB LPDDR4X SDRAM,64/128/256,,,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, QZSS, Beidou",,,,"1,200만 "," 1,200만",,True Tone 플래시광학 2배줌 지원,,,,,,,,,,,,,,,,,,,,,,,,전면 SL 센서(TrueDepth 카메라 시스템) 인식 방식,,,,,,,"IP68 등급 방수 방진 지원, Dolby Atmos 기술 탑재, MagSafe 자석식 충전 지원","USB 2.0 Apple Lightning 8-pin x 1, MagSafe x 1","2,815",내장형 Li-Ion  ,USB Power Delivery 2.0 (20 W),,,,,"블랙, 화이트, 그린, 블루, (PRODUCT)RED",71.5,146.7,7.4,"162"
213,아이폰12 Pro,A2407,apple,,iOS 14.1,,0,6.1,HDR 지원 AMOLED,2532 x 1170,460,60Hz,19.5:9,,,,,,,,,,,,6 GB LPDDR4X SDRAM,128/256/512,,,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, QZSS, Beidou",,,,"1,200만 "," 1,200만",,듀얼-True Tone 플래시광학 2배줌 지원LiDAR 센서,,,,,,,,,,,,,,,,,,,,,,,,전면 SL 센서(TrueDepth 카메라 시스템) 인식 방식,,,,,,,"IP68 등급 방수 방진 지원, Dolby Atmos 기술 탑재, MagSafe 지원","USB 2.0 Apple Lightning 8-pin x 1, MagSafe x 1","2,815",내장형 Li-Ion  ,USB Power Delivery 2.0 (20 W),,,,,"그래파이트, 실버, 골드, 퍼시픽 블루",71.5,146.7,7.4,"187"
