pl_id,pl_maker,pl_model_code,pl_name,pl_model_name,나무링크,세티즌링크,다나와링크,
172,lg,LM-X510,X5 2018,X5 2018,https://namu.wiki/w/LG%20X5(2018),https://review.cetizen.com/6821/view/3/6821/review,http://prod.danawa.com/info/?pcode=6209412&keyword=X5%202018&cate=122515,X5 2018
173,lg,LM-X410,X4,X4,https://namu.wiki/w/LG%20X4,https://review.cetizen.com/6752/view/3/6752/review,http://prod.danawa.com/info/?pcode=7908040&keyword=X4&cate=12215709,X4
174,lg,LM-X415,X4 Plus,X4 Plus,,https://review.cetizen.com/6724/view/3/6724/review,http://prod.danawa.com/info/?pcode=5993435&keyword=X4%20Plus&cate=12215709,X4 Plus
175,lg,LM-X625,X6 2019,X6 2019,https://namu.wiki/w/LG%20X6,https://review.cetizen.com/7134/view/3/7134/review,http://prod.danawa.com/info/?pcode=8499309&keyword=X6%202019&cate=12215709,X6 2019
176,lg,LM-X420,X4 2019,X4 2019,https://namu.wiki/w/LG%20X4(2019),https://review.cetizen.com/7104/view/3/7104/review,http://prod.danawa.com/info/?pcode=7908040&keyword=X4%202019&cate=12215709,X4 2019
177,lg,LM-X220,X2 2019,X2 2019,https://namu.wiki/w/LG%20X2(2019),https://review.cetizen.com/7169/view/3/7169/review,http://prod.danawa.com/info/?pcode=9390120&keyword=X2%202019&cate=12215709,X2 2019
178,lg,LM-X210,X2 2018,X2 2018,https://namu.wiki/w/LG%20X2,https://review.cetizen.com/6874/view/3/6874/review,http://prod.danawa.com/info/?pcode=6576973&keyword=X2%202018&cate=12215709,X2 2018
179,lg,LGM-X320,X500,X500,https://namu.wiki/w/LGM-X320,https://review.cetizen.com/6569/view/3/6569/review,http://prod.danawa.com/info/?pcode=5382032&keyword=LG%20X500&cate=12215709,X500
180,lg,LGM-X401,X401,X401,https://namu.wiki/w/LG%20X400,https://review.cetizen.com/6694/view/3/6694/review,http://prod.danawa.com/info/?pcode=11184075&keyword=X401&cate=12215709,X401
181,lg,LGM-K121,X400,X400,https://namu.wiki/w/LGM-K121,https://review.cetizen.com/6507/view/3/6507/review,http://prod.danawa.com/info/?pcode=5382249&keyword=X400&cate=12215709,X400
182,lg,LGM-K120,X300,X300,https://namu.wiki/w/LG%20X300,https://review.cetizen.com/6498/view/3/6498/review,http://prod.danawa.com/info/?pcode=5382231&keyword=X300&cate=12215709,X300
183,lg,LG-F750,엑스파워,X Power,https://namu.wiki/w/LG%20X%20Power,https://review.cetizen.com/6405/view/3/6405/review,http://prod.danawa.com/info/?pcode=4934339&keyword=%EC%97%91%EC%8A%A4%ED%8C%8C%EC%9B%8C&cate=12215709,엑스파워
184,lg,LG-F770,X5,X5,https://namu.wiki/w/LG%20X5,https://review.cetizen.com/6404/view/3/6404/review,http://prod.danawa.com/info/?pcode=4848208&keyword=X5&cate=12215709,X5
185,lg,LG-F740,X스킨,X Skin,https://namu.wiki/w/LG%20X%20Skin,https://review.cetizen.com/6399/view/3/6399/review,http://prod.danawa.com/info/?pcode=4636223&keyword=X%EC%8A%A4%ED%82%A8&cate=12215709,X스킨
186,lg,LG-F690,X캠,X Cam,https://namu.wiki/w/LG%20X%20Cam,https://review.cetizen.com/6275/view/3/6275/review,,X캠
187,lg,LG-F650,X스크린,X Screen,https://namu.wiki/w/LG%20X%20Screen,https://review.cetizen.com/6276/view/3/6276/review,http://prod.danawa.com/info/?pcode=4040058&keyword=X%EC%8A%A4%ED%81%AC%EB%A6%B0&cate=12215709,X스크린
188,lg,LG-H791,넥서스 5x,Nexus 5x,https://namu.wiki/w/%EB%84%A5%EC%84%9C%EC%8A%A4%205X,https://review.cetizen.com/6203/view/3/6203/review,http://prod.danawa.com/info/?pcode=3456061&keyword=%EB%84%A5%EC%84%9C%EC%8A%A4%205x&cate=12215709,넥서스 5x
189,lg,LG-F260,옵티머스 LTE3,Optimus LTE3,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20LTE3,https://review.cetizen.com/5360/view/3/5360/review,http://prod.danawa.com/info/?pcode=2889991&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20LTE3&cate=12215709,옵티머스 LTE3
190,lg,LG-F610,와인 스마트 재즈,Wine Smart Jazz,https://namu.wiki/w/LG%20%EC%99%80%EC%9D%B8%20%EC%8A%A4%EB%A7%88%ED%8A%B8%20%EC%9E%AC%EC%A6%88,https://review.cetizen.com/6196/view/3/6196/review,http://prod.danawa.com/info/?pcode=5382099&keyword=%EC%99%80%EC%9D%B8%20%EC%8A%A4%EB%A7%88%ED%8A%B8%20%EC%9E%AC%EC%A6%88&cate=12215709,와인 스마트 재즈
191,lg,LG-F480,와인 스마트,Wine Smart,https://namu.wiki/w/LG%20%EC%99%80%EC%9D%B8%20%EC%8A%A4%EB%A7%88%ED%8A%B8,https://review.cetizen.com/5911/view/3/5911/review,http://prod.danawa.com/info/?pcode=5382099&keyword=%EC%99%80%EC%9D%B8%20%EC%8A%A4%EB%A7%88%ED%8A%B8&cate=12215709,와인 스마트
192,lg,LG-T480,와인 스마트 3G,Wine Smart 3G,https://namu.wiki/w/LG%20%EC%99%80%EC%9D%B8%20%EC%8A%A4%EB%A7%88%ED%8A%B8,https://review.cetizen.com/6112/view/3/6112/review,,와인 스마트 3G
193,lg,LM-Y110,LG폴더,LG Folder,https://namu.wiki/w/LG%ED%8F%B4%EB%8D%94,https://review.cetizen.com/6772/view/1/6772/review,http://prod.danawa.com/info/?pcode=6713839&keyword=LG%ED%8F%B4%EB%8D%94&cate=12215709,LG폴더
194,lg,LGM-X100,스마트폴더,SmartFolder,https://namu.wiki/w/LG%20%EC%8A%A4%EB%A7%88%ED%8A%B8%20%ED%8F%B4%EB%8D%94,https://review.cetizen.com/6681/view/3/6681/review,http://prod.danawa.com/info/?pcode=11833807&keyword=LG%20%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%8F%B4%EB%8D%94&cate=12215709,스마트폴더
195,samsung,SM-F907,갤럭시 폴드,Galaxy Fold,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%ED%8F%B4%EB%93%9C,https://review.cetizen.com/7039/view/3/7039/review,http://prod.danawa.com/info/?pcode=9752439&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%ED%8F%B4%EB%93%9C&cate=12215709,갤럭시 폴드
196,apple,A2775,아이폰SE(2020),iphoneSE (2020),https://namu.wiki/w/%EC%95%84%EC%9D%B4%ED%8F%B0SE,https://review.cetizen.com/7358/view/3/7358/review,http://prod.danawa.com/info/?pcode=11090157&keyword=%EC%95%84%EC%9D%B4%ED%8F%B0SE(2020)&cate=12215709,아이폰SE(2020)
197,samsung,SM-A805,갤럭시 A80,Galaxy A80,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A80,https://review.cetizen.com/7099/view/3/7099/review,http://prod.danawa.com/info/?pcode=10341405&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A80&cate=12215709,갤럭시 A80
198,samsung,SM-F700,갤럭시 Z플립,Galaxy Z Flip,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20Z%20%ED%94%8C%EB%A6%BD?from=Z%ED%94%8C%EB%A6%BD,https://review.cetizen.com/7325/view/3/7325/review,http://prod.danawa.com/info/?pcode=12239897&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20Z%ED%94%8C%EB%A6%BD&cate=12215709,갤럭시 Z플립
199,samsung,SM-G981,갤럭시 S20,Galaxy S20,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20S20,https://review.cetizen.com/7313/view/3/7313/review,http://prod.danawa.com/info/?pcode=10739895&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20S20&cate=12215709,갤럭시 S20
200,samsung,SM-G986,갤럭시 S20 Plus,Galaxy S20 Plus,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20S20%2B,https://review.cetizen.com/7317/view/3/7317/review,http://prod.danawa.com/info/?pcode=10739814&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20S20%20Plus&cate=12215709,갤럭시 S20 Plus
210,samsung,SM-G988,갤럭시 S20 울트라,Galaxy S20 Ultra,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20S20%20Ultra,https://review.cetizen.com/7321/view/3/7321/review,http://prod.danawa.com/info/?pcode=10561602&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20S20%20%EC%9A%B8%ED%8A%B8%EB%9D%BC&cate=122514,갤럭시 S20 울트라
211,lg,LM-G900,벨벳,VELVET,https://namu.wiki/w/LG%20VELVET,https://review.cetizen.com/7378/view/3/7378/review,http://prod.danawa.com/info/?pcode=13287893&keyword=%EB%B2%A8%EB%B2%B3&cate=12215709,벨벳
212,lg,LM-Q510,Q51,Q51,https://namu.wiki/w/Q51,https://review.cetizen.com/7331/view/3/7331/review,http://prod.danawa.com/info/?pcode=10650948&keyword=Q51&cate=12215709,Q51
213,lg,LM-Y120,LG폴더2,LG Folder 2,https://namu.wiki/w/LG%20%ED%8F%B4%EB%8D%942,https://review.cetizen.com/7366/view/1/7366/review,http://prod.danawa.com/info/?pcode=11433741&keyword=LG%ED%8F%B4%EB%8D%942&cate=12215709,LG폴더2
214,lg,LM-Q630,Q61,Q61,https://namu.wiki/w/Q61,https://review.cetizen.com/7387/view/3/7387/review,http://prod.danawa.com/info/?pcode=11467839&keyword=Q61&cate=12215709,Q61
215,samsung,SM-A315,갤럭시 A31,Galaxy A31,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A31,https://review.cetizen.com/7370/view/3/7370/review,http://prod.danawa.com/info/?pcode=11188038&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A31&cate=12215709,갤럭시 A31
216,samsung,SM-A516,갤럭시 A51,Galaxy A51,https://namu.wiki/w/SM-A516,https://review.cetizen.com/7374/view/3/7374/review,http://prod.danawa.com/info/?pcode=11210841&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A51&cate=12215709,갤럭시 A51
217,samsung,SM-A716,갤럭시 A퀀텀,Galaxy A Quantum,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A%20%ED%80%80%ED%85%80,https://review.cetizen.com/7382/view/3/7382/review,http://prod.danawa.com/info/?pcode=11405385&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A%ED%80%80%ED%85%80&cate=12215709,갤럭시 A퀀텀
218,samsung,SM-G781,갤럭시S20 FE,Galaxy S20 FE,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9CS20,https://review.cetizen.com/7491/view/3/7491/review,http://prod.danawa.com/info/?pcode=12073745&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9CS20%20FE&cate=12215709,갤럭시S20 FE
219,samsung,SM-N981,갤럭시노트20,GalaxyNote20,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B820,https://review.cetizen.com/7418/view/3/7418/review,http://prod.danawa.com/info/?pcode=11859133&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B820&cate=12215709,갤럭시노트20
220,samsung,SM-N986,갤럭시노트20 울트라,GalaxyNote20 Ultra  ,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B820%20Ultra,https://review.cetizen.com/7422/view/3/7422/review,http://prod.danawa.com/info/?pcode=11859133&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B820%20%EC%9A%B8%ED%8A%B8%EB%9D%BC&cate=12215709,갤럭시노트20 울트라
221,lg,LM-Q310,Q31,LG Q31,https://namu.wiki/w/LG%20Q31,https://review.cetizen.com/7495/view/3/7495/review,http://prod.danawa.com/info/?pcode=12309080&keyword=Q31&cate=12215709,Q31
222,lg,LM-Q520,Q52,LG Q52,https://namu.wiki/w/Q52,https://review.cetizen.com/7513/view/3/7513/review,http://prod.danawa.com/info/?pcode=12688091&keyword=Q52&cate=12215709,Q52
223,lg,LM-F100,윙,LG Wing,https://namu.wiki/w/LG%20WING,https://review.cetizen.com/7457/view/3/7457/review,http://prod.danawa.com/info/?pcode=12270974&keyword=%EC%9C%99&cate=12215709,윙
224,samsung,SM-A102,갤럭시 A10e,Galaxy A10e,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A10e,https://review.cetizen.com/7411/view/3/7411/review,http://prod.danawa.com/info/?pcode=10587588&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A10e&cate=12215709,갤럭시 A10e
225,apple,A2403,아이폰12,iphone12,https://namu.wiki/w/iPhone%2012?from=%EC%95%84%EC%9D%B4%ED%8F%B0%2012,https://review.cetizen.com/7503/view/3/7503/review,http://prod.danawa.com/info/?pcode=12449423&keyword=%EC%95%84%EC%9D%B4%ED%8F%B012&cate=12215709,아이폰12
226,apple,A2407,아이폰12 Pro,iphone12 Pro,https://namu.wiki/w/iPhone%2012%20Pro?from=%EC%95%84%EC%9D%B4%ED%8F%B0%2012%20%ED%94%84%EB%A1%9C,https://review.cetizen.com/7506/view/3/7506/review,http://prod.danawa.com/info/?pcode=12514007&keyword=%EC%95%84%EC%9D%B4%ED%8F%B012%20Pro&cate=122515,아이폰12 Pro
227,apple,A2411,아이폰12 Pro Max,iphone12 Pro Max,https://namu.wiki/w/iPhone%2012%20Pro%20Max?from=%EC%95%84%EC%9D%B4%ED%8F%B0%2012%20%ED%94%84%EB%A1%9C%20%EB%A7%A5%EC%8A%A4,https://review.cetizen.com/7509/view/3/7509/review,http://prod.danawa.com/info/?pcode=12450170&keyword=%EC%95%84%EC%9D%B4%ED%8F%B012%20Pro%20Max&cate=12215709,아이폰12 Pro Max
228,apple,A2399,아이폰12 Mini,iphone12 Mini,https://namu.wiki/w/iPhone%2012%20mini?from=%EC%95%84%EC%9D%B4%ED%8F%B0%2012%20%EB%AF%B8%EB%8B%88,https://review.cetizen.com/7500/view/3/7500/review,http://prod.danawa.com/info/?pcode=12447911&keyword=%EC%95%84%EC%9D%B4%ED%8F%B012%20Mini&cate=12215709,아이폰12 Mini
229,samsung,SM-F916,갤럭시폴드2,Galaxy Fold2,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20Z%20%ED%8F%B4%EB%93%9C2,https://review.cetizen.com/7426/view/3/7426/review,http://prod.danawa.com/info/?pcode=12241580&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%ED%8F%B4%EB%93%9C2&cate=122515,갤럭시폴드2
230,samsung,SM-A125,갤럭시 A12,Galaxy A12,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A12,https://review.cetizen.com/7543/view/3/7543/review,http://prod.danawa.com/info/?pcode=13338707&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A12&cate=12215709,갤럭시 A12
231,samsung,SM-G998,갤럭시S21 Ultra,Galaxy S21 Ultra,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20S21%20Ultra?from=S21%20Ultra,https://review.cetizen.com/7532/view/3/7532/review,http://prod.danawa.com/info/?pcode=13145399&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9CS21%20Ultra&cate=12215709,갤럭시S21 Ultra
232,samsung,SM-G996,갤럭시S21 Plus,Galaxy S21 Plus,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20S21%2B?from=Galaxy%20S21%2B,https://review.cetizen.com/7528/view/3/7528/review,http://prod.danawa.com/info/?pcode=13145375&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9CS21%20Plus&cate=12215709,갤럭시S21 Plus
233,samsung,SM-G991,갤럭시S21,Galaxy S21,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20S21?from=Galaxy%20S21,https://review.cetizen.com/7524/view/3/7524/review,http://prod.danawa.com/info/?pcode=13145363&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9CS21&cate=12215709,갤럭시S21
235,lg,LG-D821,넥서스5,Google Nexus5 16G  ,https://namu.wiki/w/%EB%84%A5%EC%84%9C%EC%8A%A45,https://review.cetizen.com/5553/view/3/5553/review,http://prod.danawa.com/info/?pcode=3417752&keyword=%EB%84%A5%EC%84%9C%EC%8A%A45&cate=12215709,넥서스5
236,lg,LG-F100,옵티머스 뷰,Optimus VU  ,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20%EB%B7%B0,https://review.cetizen.com/5170/view/3/5170/review,http://prod.danawa.com/info/?pcode=1646302&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20%EB%B7%B0&cate=12215709,옵티머스 뷰
237,lg,LG-F180,옵티머스 G,Optimus G  ,https://namu.wiki/w/LG-F180,https://review.cetizen.com/5243/view/3/5243/review,http://prod.danawa.com/info/?pcode=1979635&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20G&cate=12215709,옵티머스 G
238,lg,LG-F200,옵티머스 뷰2,Optimus VU2,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20%EB%B7%B0%20II,https://review.cetizen.com/5267/view/3/5267/review,http://prod.danawa.com/info/?pcode=1979640&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20%EB%B7%B02&cate=12215709,옵티머스 뷰2
239,lg,LG-F220,옵티머스 GK,LG Optimus GK  ,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20GK,https://review.cetizen.com/5388/view/3/5388/review,,옵티머스 GK
240,lg,LG-F240,옵티머스G 프로,Optimus G Pro  ,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4G,https://review.cetizen.com/5345/view/3/5345/review,http://prod.danawa.com/info/?pcode=1979807&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4G%20%ED%94%84%EB%A1%9C&cate=12215709,옵티머스G 프로
241,lg,LG-F300,엘지 뷰3,LG Vu3  ,https://namu.wiki/w/LG-F300,https://review.cetizen.com/5511/view/3/5511/review,http://prod.danawa.com/info/?pcode=3200855&keyword=%EC%97%98%EC%A7%80%20%EB%B7%B03&cate=12215709,엘지 뷰3
242,lg,LG-F570,엘지 밴드플레이,LG 밴드플레이  ,https://namu.wiki/w/LG%20Band%20Play,https://review.cetizen.com/6107/view/3/6107/review,,엘지 밴드플레이
243,lg,LG-KU5400,프라다폰 3.0,PRADA 3.0  ,https://namu.wiki/w/%ED%94%84%EB%9D%BC%EB%8B%A4%ED%8F%B0%203.0,https://review.cetizen.com/5131/view/3/5131/review,http://prod.danawa.com/info/?pcode=1579747&keyword=%ED%94%84%EB%9D%BC%EB%8B%A4%ED%8F%B0%203.0&cate=12215709,프라다폰 3.0
244,lg,LG-LU6500,옵티머스Q2,OPTIMUS Q2  ,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4Q2,https://review.cetizen.com/5083/view/3/5083/review,http://prod.danawa.com/info/?pcode=1584265&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4Q2&cate=12215709,옵티머스Q2
245,lg,LM-Q730,Q70,LG Q70  ,https://namu.wiki/w/LG%20Q70,https://review.cetizen.com/7207/view/3/7207/review,http://prod.danawa.com/info/?pcode=9947532&keyword=Q70&cate=12215709,Q70
246,lg,LM-Q920,Q92,LG Q92  ,https://namu.wiki/w/LG%20Q92,https://review.cetizen.com/7450/view/3/7450/review,http://prod.danawa.com/info/?pcode=12238469&keyword=Q92&cate=12215709,Q92
247,lg,SU950,옵티머스 Z,Optimus Z  ,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20Z,https://review.cetizen.com/4782/view/3/4782/review,http://prod.danawa.com/info/?pcode=1582988&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20Z&cate=12215709,옵티머스 Z
249,samsung,SHW-M290,갤럭시 지오,GALAXY Gio  ,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%A7%80%EC%98%A4,https://review.cetizen.com/4992/view/3/4992/review,http://prod.danawa.com/info/?pcode=1579760&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%A7%80%EC%98%A4&cate=12215709,갤럭시 지오
250,samsung,SM-A105,갤럭시 A10,Samsung Galaxy A10  ,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A10,https://review.cetizen.com/7145/view/3/7145/review,http://prod.danawa.com/info/?pcode=9571932&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A10&cate=12215709,갤럭시 A10
251,samsung,SM-A217,갤럭시 A21s,Samsung Galaxy A21s  ,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A21s,https://review.cetizen.com/7411/view/3/7411/review,http://prod.danawa.com/info/?pcode=11828503&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A21s&cate=12215709,갤럭시 A21s
252,samsung,SM-A720,갤럭시 A7 2017,Samsung Galaxy A7 2017  ,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A7(2017),https://review.cetizen.com/6490/view/3/6490/review,http://prod.danawa.com/info/?pcode=5804771&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20A7%202017&cate=12215709,갤럭시 A7 2017
253,samsung,SM-G150,갤럭시 폴더,Galaxy Folder  ,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%ED%8F%B4%EB%8D%94,https://review.cetizen.com/6122/view/3/6122/review,http://prod.danawa.com/info/?pcode=3979484&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%ED%8F%B4%EB%8D%94&cate=12215709,갤럭시 폴더
255,samsung,SM-J727,갤럭시 와이드2,Samsung Galaxy Wide 2  ,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%99%80%EC%9D%B4%EB%93%9C2,https://review.cetizen.com/6553/view/3/6553/review,http://prod.danawa.com/info/?pcode=5381971&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%99%80%EC%9D%B4%EB%93%9C2&cate=12215709,갤럭시 와이드2
256,samsung,SM-M205,갤럭시 M20,Samsung Galaxy M20  ,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20M20,https://review.cetizen.com/7151/view/3/7151/review,http://prod.danawa.com/info/?pcode=8461893&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20M20&cate=12215709,갤럭시 M20
257,lg,LG-D329,LG L70,L70,https://namu.wiki/w/LG%20L70,https://review.cetizen.com/5715/view/3/5715/review,,LG L70
258,lg,LG-D700,옵티머스 L9,LG Optimus L9,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20L9,https://review.cetizen.com/5246/view/3/5246/review,,옵티머스 L9
259,lg,LG-F120,옵티머스 LTE 태그,LG Optimus LTE Tag,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20LTE%20TAG?from=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20LTE%20%ED%83%9C%EA%B7%B8,https://review.cetizen.com/5174/view/3/5174/review,http://prod.danawa.com/info/?pcode=1664374&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20LTE%20%ED%83%9C%EA%B7%B8&cate=12215709,옵티머스 LTE 태그
260,lg,LG-F160,옵티머스 LTE2,LG Optimus LTE2,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20LTE%20II?from=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20LTE2,https://review.cetizen.com/5206/view/3/5206/review,http://prod.danawa.com/info/?pcode=2895360&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20LTE2&cate=12215709,옵티머스 LTE2
261,lg,LG-F440,아이스크림 스마트,Ice cream Smart,https://namu.wiki/w/LG%20%EC%95%84%EC%9D%B4%EC%8A%A4%ED%81%AC%EB%A6%BC%20%EC%8A%A4%EB%A7%88%ED%8A%B8,https://review.cetizen.com/6021/view/3/6021/review,,아이스크림 스마트
262,lg,LG-F580,LG 젠틀,Gentle,https://namu.wiki/w/LG%20Gentle,https://review.cetizen.com/6127/view/3/6127/review,http://prod.danawa.com/info/?pcode=5516271&keyword=LG%20%EC%A0%A0%ED%8B%80&cate=12215709,LG 젠틀
263,lg,LG-KH5200,안드로-1,Eve,https://namu.wiki/w/%EC%95%88%EB%93%9C%EB%A1%9C-1,https://review.cetizen.com/4753/view/3/4753/review,,안드로-1
264,lg,LG-KU5900,옵티머스 블랙,Optimus Black,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20%EB%B8%94%EB%9E%99,https://review.cetizen.com/4975/view/3/4975/review,http://prod.danawa.com/info/?pcode=1579788&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20%EB%B8%94%EB%9E%99&cate=12215709,옵티머스 블랙
265,lg,LG-LU3000,옵티머스 마하,Optimus Mach,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20%EB%A7%88%ED%95%98,https://review.cetizen.com/4890/view/3/4890/review,http://prod.danawa.com/info/?pcode=1578565&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20%EB%A7%88%ED%95%98&cate=12215709,옵티머스 마하
266,lg,LG-SU640,옵티머스 LTE,Optimus LTE,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20LTE,https://review.cetizen.com/5089/view/3/5089/review,http://prod.danawa.com/info/?pcode=1579942&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20LTE&cate=12215709,옵티머스 LTE
267,lg,LG-LU6800,옵티머스 빅,Optimus Big,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20%EB%B9%85,https://review.cetizen.com/4995/view/3/4995/review,http://prod.danawa.com/info/?pcode=1579572&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20%EB%B9%85&cate=12215709,옵티머스 빅
268,lg,LG-T280,옵티머스 L7,LG Optimus L7,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20L7,,,옵티머스 L7
269,lg,LG-KU3700,옵티머스 원,Optimus One,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20%EC%9B%90,https://review.cetizen.com/4862/view/3/4862/review,http://prod.danawa.com/info/?pcode=2903112&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%20%EC%9B%90&cate=12215709,옵티머스 원
270,lg,LG-SU660,옵티머스 2X,Optimus 2X,https://namu.wiki/w/%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%202X,https://review.cetizen.com/4946/view/3/4946/review,http://prod.danawa.com/info/?pcode=1579502&keyword=%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%202X&cate=12215709,옵티머스 2X
