pl_id,pl_maker,pl_model_code,pl_name,pl_model_name,나무링크,세티즌링크,다나와링크,
78,samsung,SHV-E110,갤럭시S2 LTE,GalaxyS2 LTE,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9CS2,https://review.cetizen.com/5065/view/3/5065/review,http://prod.danawa.com/info/?pcode=1580758&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9CS2%20LTE&cate=12215709,갤럭시S2 LTE
79,samsung,SHW-M110,갤럭시S,GalaxyS,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9CS,https://review.cetizen.com/4785/view/3/4785/review,,갤럭시S
80,samsung,SHW-M190,갤럭시S Hoppin,GalaxyS Hoppin,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20S%20%ED%98%B8%ED%95%80,https://review.cetizen.com/4937/view/3/4937/review,http://prod.danawa.com/info/?pcode=1295971&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20s%20%ED%98%B8%ED%95%80&cate=12215709,갤럭시S Hoppin
81,samsung,SM-G720,갤럭시그랜드 맥스,GalaxyGrand Max,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EA%B7%B8%EB%9E%9C%EB%93%9C%20%EB%A7%A5%EC%8A%A4,https://review.cetizen.com/6022/view/3/6022/review,http://prod.danawa.com/info/?pcode=3852244&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EA%B7%B8%EB%9E%9C%EB%93%9C%20%EB%A7%A5%EC%8A%A4&cate=12215709,갤럭시그랜드 맥스
82,samsung,SM-G710,갤럭시그랜드2,GalaxyGrand2,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EA%B7%B8%EB%9E%9C%EB%93%9C2,https://review.cetizen.com/5724/view/3/5724/review,http://prod.danawa.com/info/?pcode=4011193&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EA%B7%B8%EB%9E%9C%EB%93%9C2&cate=12215709,갤럭시그랜드2
83,samsung,SHV-E270,갤럭시그랜드,GalaxyGrand,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EA%B7%B8%EB%9E%9C%EB%93%9C,https://review.cetizen.com/5325/view/3/5325/review,http://prod.danawa.com/info/?pcode=2034488&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EA%B7%B8%EB%9E%9C%EB%93%9C&cate=12215709,갤럭시그랜드
84,samsung,SM-N971,갤럭시노트10,GalaxyNote10,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B810,https://review.cetizen.com/7174/view/3/7174/review,http://prod.danawa.com/info/?pcode=9226611&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B810&cate=122514,갤럭시노트10
85,samsung,SM-N976,갤럭시노트10 Plus,GalaxyNote10 Plus,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B810%2B,https://review.cetizen.com/7178/view/3/7178/review,http://prod.danawa.com/info/?pcode=9227064&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B810%20Plus&cate=122515,갤럭시노트10 Plus
86,samsung,SM-N960,갤럭시노트9,GalaxyNote9,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B89,https://review.cetizen.com/6869/view/3/6869/review,http://prod.danawa.com/info/?pcode=6469543&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B89&cate=12215709,갤럭시노트9
87,samsung,SM-N950,갤럭시노트8,GalaxyNote8,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B88,https://review.cetizen.com/6722/view/3/6722/review,http://prod.danawa.com/info/?pcode=5508428&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B8%208&cate=12215709,갤럭시노트8
88,samsung,SM-N935,갤럭시노트FE,GalaxyNoteFE,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B8%20FE?from=%EB%85%B8%ED%8A%B8%20FE,https://review.cetizen.com/6596/view/3/6596/review,http://prod.danawa.com/info/?pcode=5323786&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B8FE&cate=12215709,갤럭시노트FE
89,samsung,SM-N930,갤럭시노트7,GalaxyNote7,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B87,https://review.cetizen.com/6411/view/3/6411/review,http://prod.danawa.com/info/?pcode=4359853&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B87&cate=122516,갤럭시노트7
90,samsung,SM-N920,갤럭시노트5,GalaxyNote5,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B85,https://review.cetizen.com/6124/view/3/6124/review,http://prod.danawa.com/info/?pcode=3412914&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B85&cate=12215709,갤럭시노트5
91,samsung,SM-N910,갤럭시노트4,GalaxyNote4,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B84,https://review.cetizen.com/5884/view/3/5884/review,http://prod.danawa.com/info/?pcode=3784286&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B84&cate=12215709,갤럭시노트4
92,samsung,SM-N916,갤럭시노트4 S-LTE,GalaxyNote4 S-LTE,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B84,https://review.cetizen.com/6015/view/3/6015/review,http://prod.danawa.com/info/?pcode=3784286&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B84&cate=12215709,갤럭시노트4 S-LTE
93,samsung,SM-N915,갤럭시노트4 Edge,GalaxyNote4 Edge,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B84,https://review.cetizen.com/5937/view/3/5937/review,http://prod.danawa.com/info/?pcode=3403699&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B8%204%20Edge&cate=12215709,갤럭시노트4 Edge
94,samsung,SM-N900,갤럭시노트3,GalaxyNote3,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B83,https://review.cetizen.com/5474/view/3/5474/review,http://prod.danawa.com/info/?pcode=2227612&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B8%203&cate=12215709,갤럭시노트3
95,samsung,SM-N750,갤럭시노트3 Neo,GalaxyNote3 Neo,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B83%20%EB%84%A4%EC%98%A4,https://review.cetizen.com/5753/view/3/5753/review,http://prod.danawa.com/info/?pcode=2863262&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B83%20Neo&cate=12215709,갤럭시노트3 Neo
96,samsung,SHV-E250,갤럭시노트2,GalaxyNote2,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B8%20II,https://review.cetizen.com/5253/view/3/5253/review,http://prod.danawa.com/info/?pcode=1806749&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B8%202&cate=12215709,갤럭시노트2
97,samsung,SHV-E160,갤럭시노트,GalaxyNote,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%ED%8A%B8,https://review.cetizen.com/5099/view/3/5099/review,http://prod.danawa.com/info/?pcode=1580752&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%85%B8%ED%8A%B8&cate=12215709,갤럭시노트
98,samsung,SM-G160,갤럭시폴더2,GalaxyFolder2,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%ED%8F%B4%EB%8D%942,https://review.cetizen.com/6580/view/3/6580/review,http://prod.danawa.com/info/?pcode=13786550&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%ED%8F%B4%EB%8D%942&cate=12215709,갤럭시폴더2
99,samsung,SM-G610,갤럭시 온7 2016,Galaxy On7 2016,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20On7(2016),https://review.cetizen.com/6474/view/3/6474/review,http://prod.danawa.com/info/?pcode=5354605&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%98%A87%202016&cate=12215709,갤럭시 온7 2016
100,samsung,SM-G600,갤럭시와이드,GalaxyWide,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%99%80%EC%9D%B4%EB%93%9C,https://review.cetizen.com/6403/view/3/6403/review,,갤럭시와이드
101,samsung,SM-J737,갤럭시와이드3,GalaxyWide3,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%99%80%EC%9D%B4%EB%93%9C3,https://review.cetizen.com/6805/view/3/6805/review,http://prod.danawa.com/info/?pcode=6537612&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%99%80%EC%9D%B4%EB%93%9C&cate=12215709,갤럭시와이드3
102,samsung,SM-G850,갤럭시알파,GalaxyAlpha,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%95%8C%ED%8C%8C,https://review.cetizen.com/5889/view/3/5889/review,http://prod.danawa.com/info/?pcode=2996759&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%95%8C%ED%8C%8C&cate=12215709,갤럭시알파
103,samsung,SHW-M585,갤럭시코어,GalaxyCore,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%BD%94%EC%96%B4,https://review.cetizen.com/5863/view/3/5863/review,http://prod.danawa.com/info/?pcode=3764065&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%BD%94%EC%96%B4&cate=12215709,갤럭시코어
104,samsung,SHW-M580,갤럭시코어 Safe,GalaxyCore Safe,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%BD%94%EC%96%B4?from=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%BD%94%EC%96%B4%20%EC%84%B8%EC%9D%B4%ED%94%84,https://review.cetizen.com/6400/view/3/6400/review,,갤럭시코어 Safe
105,samsung,SHW-M570,갤럭시코어 Advance,GalaxyCore Advance,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%BD%94%EC%96%B4%20%EC%96%B4%EB%93%9C%EB%B0%B4%EC%8A%A4,https://review.cetizen.com/5712/view/3/5712/review,http://prod.danawa.com/info/?pcode=3964790&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%BD%94%EC%96%B4%20Advance&cate=12215709,갤럭시코어 Advance
106,samsung,SM-T255,갤럭시W,GalaxyW,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20W,https://review.cetizen.com/5821/view/3/5821/review,http://prod.danawa.com/info/?pcode=2862247&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9CW&cate=12215709,갤럭시W
107,samsung,SM-C115,갤럭시줌2,GalaxyZoom2,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%A4%8C2,https://review.cetizen.com/5786/view/3/5786/review,http://prod.danawa.com/info/?pcode=2863052&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%A4%8C2&cate=12215709,갤럭시줌2
108,samsung,SHV-E500,갤럭시윈,GalaxyWin,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20Win?from=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%9C%88,https://review.cetizen.com/5560/view/3/5560/review,http://prod.danawa.com/info/?pcode=3982730&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9C%88&cate=12215709,갤럭시윈
109,samsung,SM-G910,갤럭시라운드,GalaxyRound,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%9D%BC%EC%9A%B4%EB%93%9C,https://review.cetizen.com/5519/view/3/5519/review,http://prod.danawa.com/info/?pcode=3979044&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%9D%BC%EC%9A%B4%EB%93%9C&cate=12215709,갤럭시라운드
110,samsung,SHV-E400,갤럭시골든,GalaxyGolden,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EA%B3%A8%EB%93%A0,https://review.cetizen.com/5464/view/3/5464/review,http://prod.danawa.com/info/?pcode=2892008&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EA%B3%A8%EB%93%A0&cate=12215709,갤럭시골든
111,samsung,SHV-E310,갤럭시메가 6.3,GalaxyMega 6.3,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EB%A9%94%EA%B0%80%206.3,https://review.cetizen.com/5410/view/3/5410/review,http://prod.danawa.com/info/?pcode=2249077&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%A9%94%EA%B0%80%206.3&cate=12215709,갤럭시메가 6.3
112,samsung,SHV-E220,갤럭시팝,GalaxyPop,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%ED%8C%9D,https://review.cetizen.com/5341/view/3/5341/review,http://prod.danawa.com/info/?pcode=1968716&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%ED%8C%9D&cate=12215709,갤럭시팝
113,samsung,SHV-E170,갤럭시R style,GalaxyR style,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20R%20%EC%8A%A4%ED%83%80%EC%9D%BC,https://review.cetizen.com/5215/view/3/5215/review,http://prod.danawa.com/info/?pcode=1798624&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20R%20%EC%8A%A4%ED%83%80%EC%9D%BC&cate=122516,갤럭시R style
114,samsung,SHW-M340,갤럭시M style,GalaxyM style,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20M%20%EC%8A%A4%ED%83%80%EC%9D%BC,https://review.cetizen.com/5143/view/3/5143/review,http://prod.danawa.com/info/?pcode=1585528&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9CM%20style&cate=12215709,갤럭시M style
115,samsung,SHW-M240,갤럭시에이스,GalaxyAce,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%97%90%EC%9D%B4%EC%8A%A4,https://review.cetizen.com/4972/view/3/4972/review,http://prod.danawa.com/info/?pcode=1313545&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%97%90%EC%9D%B4%EC%8A%A4&cate=122514,갤럭시에이스
116,samsung,SHW-M130,갤럭시U,GalaxyU,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9CU,https://review.cetizen.com/4846/view/3/4846/review,http://prod.danawa.com/info/?pcode=1140531&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20U&cate=122516,갤럭시U
117,samsung,SM-A202,갤럭시진2,GalaxyJean2,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20Jean2?from=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%A7%842,https://review.cetizen.com/7128/view/3/7128/review,http://prod.danawa.com/info/?pcode=8204440&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%A7%842&cate=12215709,갤럭시진2
118,samsung,SM-J415-KA,카카오 리틀프렌즈 폰2,kakao LittleFriends Phone2,https://namu.wiki/w/%EA%B0%A4%EB%9F%AD%EC%8B%9C%20J4%2B#s-4.3.1,,,카카오 리틀프렌즈 폰2
119,samsung,SM-G611,갤럭시 온7 프라임,Galaxy On7 Prime,https://namu.wiki/w/SM-G611,https://review.cetizen.com/6732/view/3/6732/review,http://prod.danawa.com/info/?pcode=5987904&keyword=%EA%B0%A4%EB%9F%AD%EC%8B%9C%20%EC%98%A87%20%ED%94%84%EB%9D%BC%EC%9E%84&cate=12215709,갤럭시 온7 프라임
121,samsung,SM-B510,삼성 마스터폰 ,Samsung MasterPhone KT 3G,https://namu.wiki/w/%EC%82%BC%EC%84%B1%20%EB%A7%88%EC%8A%A4%ED%84%B0,https://review.cetizen.com/5809/view/1/5809/review,http://prod.danawa.com/info/?pcode=2863197&keyword=%EC%82%BC%EC%84%B1%20%EB%A7%88%EC%8A%A4%ED%84%B0%ED%8F%B0&cate=12215709,삼성 마스터폰 
122,samsung,SM-B510,삼성 마스터폰 SKT 3G,Samsung MasterPhone SKT 3G,https://namu.wiki/w/%EC%82%BC%EC%84%B1%20%EB%A7%88%EC%8A%A4%ED%84%B0,https://review.cetizen.com/5809/view/1/5809/review,http://prod.danawa.com/info/?pcode=2863197&keyword=%EC%82%BC%EC%84%B1%20%EB%A7%88%EC%8A%A4%ED%84%B0%ED%8F%B0&cate=12215709,삼성 마스터폰 SKT 3G
123,samsung,SM-B510,삼성 마스터폰 LG 3G,Samsung MasterPhone LG 3G,https://namu.wiki/w/%EC%82%BC%EC%84%B1%20%EB%A7%88%EC%8A%A4%ED%84%B0,https://review.cetizen.com/5809/view/1/5809/review,http://prod.danawa.com/info/?pcode=2863197&keyword=%EC%82%BC%EC%84%B1%20%EB%A7%88%EC%8A%A4%ED%84%B0%ED%8F%B0&cate=12215709,삼성 마스터폰 LG 3G
124,lg,LG-F370,F70,F70,https://namu.wiki/w/LG%20F70,https://review.cetizen.com/5737/view/3/5737/review,,F70
125,lg,LM-G820,G8 ThinQ,G8 ThinQ,https://namu.wiki/w/LG%20G8%20ThinQ,https://review.cetizen.com/7057/view/3/7057/review,http://prod.danawa.com/info/?pcode=7535677&keyword=G8%20ThinQ&cate=12215709,G8 ThinQ
126,lg,LM-G710,G7 ThinQ,G7 ThinQ,https://namu.wiki/w/LG%20G7%20ThinQ,https://review.cetizen.com/6777/view/3/6777/review,http://prod.danawa.com/info/?pcode=6160544&keyword=G7%20ThinQ&cate=12215709,G7 ThinQ
127,lg,LM-G710P,G7 ThinQ Plus,G7 ThinQ Plus,https://namu.wiki/w/G7%20ThinQ,,http://prod.danawa.com/info/?pcode=6181446&keyword=G7%20ThinQ%20Plus&cate=12215709,G7 ThinQ Plus
128,lg,LGM-G600,G6 ThinQ,G6 ThinQ,https://namu.wiki/w/LGM-G600,https://review.cetizen.com/6583/view/3/6583/review,,G6 ThinQ
129,lg,LGM-G600P,G6 ThinQ Plus,G6 ThinQ Plus,https://namu.wiki/w/LG%20G6%20ThinQ,,,G6 ThinQ Plus
130,lg,LG-F700,G5,G5,https://namu.wiki/w/LG-F700,https://review.cetizen.com/6270/view/3/6270/review,http://prod.danawa.com/info/?pcode=4044992&keyword=G5&cate=12215709,G5
131,lg,LG-F500,G4,G4,https://namu.wiki/w/LG-F500,https://review.cetizen.com/6031/view/3/6031/review,http://prod.danawa.com/info/?pcode=3952812&keyword=G4&cate=12215709,G4
132,lg,LG-F400,G3,G3,https://namu.wiki/w/LG-F400,https://review.cetizen.com/5785/view/3/5785/review,http://prod.danawa.com/info/?pcode=2863090&keyword=G3&cate=12215709,G3
133,lg,LG-F410,G3 A,G3 A,https://namu.wiki/w/G3%20A,https://review.cetizen.com/5861/view/3/5861/review,"http://prod.danawa.com/info/?pcode=2996636&keyword=lg%EC%A0%84%EC%9E%90%20%20g3%20a%2032gb,%20%EA%B3%B5%EA%B8%B0%EA%B3%84&cate=12215709",G3 A
134,lg,LG-F470,G3 Beat,G3 Beat,https://namu.wiki/w/LG%20G3%20Beat,https://review.cetizen.com/5843/view/3/5843/review,http://prod.danawa.com/info/?pcode=2863062&keyword=G3%20Beat&cate=12215709,G3 Beat
135,lg,LG-F490,G3 Screen,G3 Screen,https://namu.wiki/w/LG%20G3%20Screen,https://review.cetizen.com/5951/view/3/5951/review,http://prod.danawa.com/info/?pcode=2863111&keyword=G3%20Screen&cate=12215709,G3 Screen
136,lg,LG-F460,G3.Cat6,G3.Cat6,https://namu.wiki/w/LG%20G3,https://review.cetizen.com/5852/view/3/5852/review,http://prod.danawa.com/info/?pcode=3980305&keyword=G3.Cat6&cate=12215709,G3.Cat6
137,lg,LG-F320,G2,G2,https://namu.wiki/w/LG-F320,https://review.cetizen.com/5458/view/3/5458/review,http://prod.danawa.com/info/?pcode=3783484&keyword=G2&cate=12215709,G2
138,lg,LG-F350,G Pro2,G Pro2,https://namu.wiki/w/LG%20G%20Pro%202?from=%EC%A7%80%ED%94%84%EB%A1%9C2,https://review.cetizen.com/5706/view/3/5706/review,http://prod.danawa.com/info/?pcode=3049663&keyword=LG%20G%20Pro2&cate=12215709,G Pro2
139,lg,LG-F430,Gx2,Gx2,https://namu.wiki/w/LG%20Gx2,https://review.cetizen.com/5914/view/3/5914/review,http://prod.danawa.com/info/?pcode=4076212&keyword=Gx2&cate=12215709,Gx2
140,lg,LG-F310,Gx,Gx,https://namu.wiki/w/LG%20Gx%20%EB%A1%9C%EB%B0%8D,https://review.cetizen.com/5926/view/3/5926/review,http://prod.danawa.com/info/?pcode=2863160&keyword=Gx&cate=12215709,Gx
141,lg,LG-F510,G Flex2,G Flex2,https://namu.wiki/w/LG%20G%20Flex%202?from=%EC%A7%80%ED%94%8C%EB%A0%89%EC%8A%A4%202,https://review.cetizen.com/6012/view/3/6012/review,http://prod.danawa.com/info/?pcode=5309787&keyword=G%20Flex2&cate=12215709,G Flex2
142,lg,LG-F340,G Flex,G Flex,https://namu.wiki/w/G%20Flex,https://review.cetizen.com/5550/view/3/5550/review,http://prod.danawa.com/info/?pcode=5309787&keyword=G%20Flex&cate=12215709,G Flex
143,lg,LG-Q720CS,Stylo 5,Stylo 5,,,,Stylo 5
144,lg,LG-Q720AM,Stylo 5 Plus,Stylo 5 Plus,,,,Stylo 5 Plus
145,lg,LG-MP450,Stylus 3,Stylus 3,,,,Stylus 3
146,lg,LG-F720,Stylus 2,Stylus 2,https://namu.wiki/w/LG%20Stylus%202,https://review.cetizen.com/6305/view/3/6305/review,http://prod.danawa.com/info/?pcode=4566006&keyword=Stylus%202&cate=12215709,Stylus 2
147,lg,LG-F560,G 스타일로,G Stylo,https://namu.wiki/w/LG%20G%20Stylo,https://review.cetizen.com/6066/view/3/6066/review,http://prod.danawa.com/info/?pcode=5283006&keyword=G%20%EC%8A%A4%ED%83%80%EC%9D%BC%EB%A1%9C&cate=12215709,G 스타일로
148,lg,LG-D690,G3 Stylus,G3 Stylus,,https://review.cetizen.com/5874/view/3/5874/review,,G3 Stylus
149,lg,LG-F670,K10,K10,https://namu.wiki/w/LG%20K10,https://review.cetizen.com/6257/view/3/6257/review,http://prod.danawa.com/info/?pcode=3978622&keyword=K10&cate=12215709,K10
150,lg,LG-F820,U폰,U phone,https://namu.wiki/w/LG%20U%ED%8F%B0,https://review.cetizen.com/6473/view/3/6473/review,,U폰
151,lg,LG-F620,클래스,LG CLASS,https://namu.wiki/w/LG%20CLASS,https://review.cetizen.com/6195/view/3/6195/review,http://prod.danawa.com/info/?pcode=3965395&keyword=%ED%81%B4%EB%9E%98%EC%8A%A4&cate=12215709,클래스
152,lg,LG-F540,볼트,LG Volt,https://namu.wiki/w/LG%20Volt,https://review.cetizen.com/6063/view/3/6063/review,,볼트
153,lg,LG-F520,아카,LG AKA,https://namu.wiki/w/LG-F520,https://review.cetizen.com/5952/view/3/5952/review,http://prod.danawa.com/info/?pcode=4816822&keyword=lg%20%EC%95%84%EC%B9%B4&cate=12215709,아카
154,lg,LM-Q925,Q9,Q9,https://namu.wiki/w/LG%20Q9,https://review.cetizen.com/7017/view/3/7017/review,http://prod.danawa.com/info/?pcode=7049953&keyword=Q9&cate=12215709,Q9
155,lg,LM-Q927,Q9 One,Q9 One,https://namu.wiki/w/Q9%20One,https://review.cetizen.com/7023/view/3/7023/review,http://prod.danawa.com/info/?pcode=10292367&keyword=Q9%20One&cate=12215709,Q9 One
156,lg,LM-Q815,Q8 2018,Q8 2018,https://namu.wiki/w/LG%20Q8(2018),https://review.cetizen.com/6887/view/3/6887/review,http://prod.danawa.com/info/?pcode=6473232&keyword=Q8%202018&cate=12215709,Q8 2018
157,lg,LGM-X800,Q8,Q Stylus Plus,https://namu.wiki/w/LGM-X800,https://review.cetizen.com/6657/view/3/6657/review,http://prod.danawa.com/info/?pcode=6712003&keyword=lg%20Q8&cate=12215709,Q8
158,lg,LMQ710,Q Stylus,Q Stylus,,,,Q Stylus
159,lg,LMQ710HS,Q Stylus Alpha,Q Stylus Alpha,,,,Q Stylus Alpha
160,lg,LM-Q720,Q7,Q7,https://namu.wiki/w/LG%20Q7,https://review.cetizen.com/6829/view/3/6829/review,http://prod.danawa.com/info/?pcode=6314974&keyword=Q7&cate=12215709,Q7
161,lg,LM-Q725,Q7 Plus,Q7 Plus,https://namu.wiki/w/LG%20Q7?from=LG%20Q7%2B,https://review.cetizen.com/6829/view/3/6829/review,http://prod.danawa.com/info/?pcode=6341905&keyword=Q7%20Plus&cate=12215709,Q7 Plus
162,lg,LG-X600,Q6,Q6,https://namu.wiki/w/Q6,https://review.cetizen.com/6619/view/3/6619/review,http://prod.danawa.com/info/?pcode=5463646&keyword=Q6&cate=122514,Q6
163,lg,LGM-X600,Q6 Plus,Q6 Plus,https://namu.wiki/w/LGM-X600,https://review.cetizen.com/6619/view/3/6619/review,,Q6 Plus
164,lg,LM-V500,V50 ThinQ,V50 ThinQ,https://namu.wiki/w/LG%20V50%20ThinQ,https://review.cetizen.com/7058/view/3/7058/review,http://prod.danawa.com/info/?pcode=7925485&keyword=V50%20ThinQ&cate=12215709,V50 ThinQ
165,lg,LM-V510,V50s ThinQ,V50s ThinQ,https://namu.wiki/w/LG%20V50S%20ThinQ,https://review.cetizen.com/7252/view/3/7252/review,http://prod.danawa.com/info/?pcode=9598581&keyword=V50s%20ThinQ&cate=122514,V50s ThinQ
166,lg,LM-V409,V40 ThinQ,V40 ThinQ,https://namu.wiki/w/LG%20V40%20ThinQ,https://review.cetizen.com/6935/view/3/6935/review,http://prod.danawa.com/info/?pcode=6550960&keyword=V40%20ThinQ&cate=12215709,V40 ThinQ
167,lg,LM-V350,V35,V35,https://namu.wiki/w/LG%20V35%20ThinQ,https://review.cetizen.com/6862/view/3/6862/review,http://prod.danawa.com/info/?pcode=6474863&keyword=V35&cate=12215709,V35
168,lg,LGM-V300S,V30s ThinQ,V30s ThinQ,https://namu.wiki/w/LG%20V30%20ThinQ,https://review.cetizen.com/6737/view/3/6737/review,,V30s ThinQ
169,lg,LGM-V300,V30,V30,https://namu.wiki/w/LGM-V300,https://review.cetizen.com/6737/view/3/6737/review,http://prod.danawa.com/info/?pcode=5563526&keyword=V30&cate=12215709,V30
170,lg,LG-F800,V20,V20,https://namu.wiki/w/LG-F800,https://review.cetizen.com/6414/view/3/6414/review,http://prod.danawa.com/info/?pcode=4587746&keyword=V20&cate=12215709,V20
171,lg,LG-F600,V10,V10,https://namu.wiki/w/LG-F600,https://review.cetizen.com/6206/view/3/6206/review,http://prod.danawa.com/info/?pcode=5807620&keyword=V10&cate=12215709,V10
