site_name,model_name,model_code,maker,lauch,os,sell_type,display_inch,display_centi,panel_type,resolution,ppi,refresh_rate,display_ratio,display_area,display_width,display_height,hdr_standard,ap_type,core_num,core_clock,graphic_core,npu_dsp,sensor_hub,com_modem,system_ram,in_mem,storage_device,out_mem,5G,4G,wifi,bluetooth,satelite,usim_type,dual_usim,cam_type,back_cam,front_cam,video,flash,picture_resol,front_disp_resol,front_video_resol,apecture,cam_char,trem_correction,trem_prevention,cam_flash,hdr_support,auto_hdr,optic_zoom,zio_tag,lazer_auto_focus,auto_focus,out_focus,touch_focus,panorama,tof_sensor,shoot_night_mode,earphone_term,speaker,high_sound_qual_play,sound_tech,fingerprint_recog,face_recog,iris_recog,speech_recog,ai,elec_payment,touch_pen,waterproof,etc,charge_term,battery_storage,battery_type,battery_char,battery_mount_method,charge_support,high_speed_charge,wireless_charge,color,length,width,thickness,weight
세티즌,엘지 지플렉스2,LG-F510,LG전자,2015. 01,안드로이드 5.0.1 롤리팝 | 안드로이드 5.1.1 롤리팝,,,5.5,Curved P-OLED,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 810 MSM8994,8개 (64 비트),2000 MHz,Qualcomm Adreno 430,,,,2 GB,16 GB / 32 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4.1,,마이크로유심 ,,,,,3840 x 2160 (UHD)30 FPS,Dual LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)30 FPS,F/2.4,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,75.3,149.1,7.1,152g
세티즌,G 플렉스,LG-F340,LG전자,2013. 11,안드로이드 4.2.2 Jelly Bean,,,6,Curved P-OLED,720 x 1280 픽셀,245 ppi,,,,74.72 mm,132.83 mm,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260 MHz,Qualcomm Adreno 330,,,,2 GB,32 GB,,미확인,LTE,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,3840 x 2160 (Full HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)30 FPS,F/2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500 mAh,Li-Polymer,일체형,,,,-,,81.6,160.5,7.9,177g
세티즌,스타일러스2,LG-F720,LG전자,2016. 03,안드로이드 6.0.1 마시멜로우,,,5.7,IPS,720 x 1280 픽셀,258 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,,1.5 | 2 GB,16 GB,,Micro SD,LTE,4G,802.11b/g/n,4.1,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,-,,79.6,155,7.4,145g
세티즌,G 스타일로,LG-F560,LG전자,2015. 04,안드로이드 5.0 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.7,IPS,720 x 1280 픽셀,-,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,,1 | 2 GB,8 GB / 16 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4.1,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,Dual LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,-,,79.2,154.3,9.6,163g
세티즌,G3 스타일러스,LG-D690,LG전자,2014. 08,안드로이드 4.4.2 KitKat,,,5.5,IPS,540 x 960 픽셀,200 ppi,,,,68.49 mm,121.76 mm,,MediaTek MT6582,4개 (32 비트),1300 MHz,ARM Mali-400 MP2,,,,1 GB,8 GB,,미확인,3G,3G,미확인,4,,마이크로유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4128 x 3096 (12.8 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,-,,75.9,149.3,10.2,163g
세티즌,엘지 K10,LG-F670,LG전자,2016. 01,안드로이드 6.0 마시멜로우 | 안드로이드 7.0 누가,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,,1.5 GB,16 GB,,Micro SD,LTE,4G,802.11b/g/n,4.1,,마이크로유심 ,,,,,1920 x 1080 (HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300 mAh,Li-Ion,분리형,,,,-,,74.8,146.6,8.8,140g
세티즌,U폰,LG-F820,LG전자,2016. 10,안드로이드 6.0 마시멜로우,,,5.2,IPS,1080 x 1920 픽셀,424 ppi,,,,64.75 mm,115.12 mm,,MediaTek MT6753,8개 (64 비트),1140 MHz,ARM Mali-T720 MP3,,,,2 GB,32 GB,,미확인,3G,3G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Ion,일체형,,,,-,,73.2,147.5,6.9,-
세티즌,엘지 클래스,LG-F620,LG전자,2015. 09,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5,IPS,720 x 1280 픽셀,294 ppi,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,,1.5 | 2 GB,16 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4.1,,나노유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4128 x 3096 (12.8 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050 mAh,Li-Ion,일체형,,,,-,,71.8,142,7.4,147g
세티즌,볼트폰,LG-F540,LG전자,2015. 04,안드로이드 5.0.2 롤리팝,,,,IPS,720 x 1280 픽셀,-,,,,58.53 mm,104.05 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,,1 GB,8 GB,,미확인,LTE,4G,미확인,4,,마이크로유심 ,,,,,1920 x 1080 (-)30 FPS,LED,3264 x 2448 (8 메가픽셀),1280 x 720 (0.9 메가픽셀),1280 x 720 (0.9 메가픽셀)FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100 mAh,Li-Ion,분리형,,,,-,,66.1,133.3,9.9,-
세티즌,페르소나폰 아카,LG-F520,LG전자,2014. 11,안드로이드 4.4.2 KitKat,,,5,IPS,720 x 1280 픽셀,-,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,,1.5 GB,16 GB,,미확인,LTE,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (-)30 FPS,LED,3264 x 2448 (8 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2610 mAh,Li-Ion,분리형,,,,-,,71.9,138.7,9.9,135.5g
세티즌,Q9,LM-Q925,LG전자,2019. 01,안드로이드 8.1 Oreo,,,6.1,IPS,1440 x 3120 픽셀,563 ppi,,,,64.93 mm,140.68 mm,,Qualcomm Snapdragon 821 MSM8996 Pro,8개 (64 비트),2350 MHz,Qualcomm Adreno 530,,,,4 GB,64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4608 x 3456 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,71.9,153.2,7.9,159g
세티즌,Q9 One,LM-Q927,LG전자,2019. 02,안드로이드 8.1 Oreo,,,6.1,IPS,1440 x 3120 픽셀,422 ppi,,,,64.93 mm,140.68 mm,,Qualcomm Snapdragon 835 MSM8998,8개 (64 비트),2450 MHz,Qualcomm Adreno 540,,,,4 GB,32 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,LED,4656 x 3492 (16.3 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/1.6,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,71.9,153.2,7.9,156g
세티즌,Q8 2018,LM-Q815,LG전자,2018. 08,안드로이드 8.1 Oreo | 안드로이드 9.0 Pie,,,6.2,IPS,1080 x 2160 픽셀,390 ppi,,,,70.43 mm,140.85 mm,,Qualcomm Snapdragon 450,8개 (64 비트),1800 MHz,Qualcomm Adreno 506,,,,4 GB,64 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4608 x 3456 (15.9 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300 mAh,Li-Polymer,"급속충전
일체형",,,,-,,77.7,160.1,8.4,172g
세티즌,Q8,LGM-X800,LG전자,2017. 08,안드로이드 7.0 누가,,,5.2,IPS,1440 x 2560 픽셀,565 ppi,,,,64.75 mm,115.12 mm,,Qualcomm Snapdragon 820 MSM8996,4개 (64 비트),2150 MHz,Qualcomm Adreno 530,,,,4 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Ion,"급속충전
일체형",,,,-,,71.9,149,8,146g
세티즌,Q7,LM-Q720,LG전자,2018. 06,안드로이드 8.0 Oreo,,,5.5,IPS,1080 x 2160 픽셀,439 ppi,,,,62.48 mm,124.95 mm,,Qualcomm Snapdragon 450,8개 (64 비트),1800 MHz,Qualcomm Adreno 506,,,,3 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,69.3,143.8,8.4,145g
세티즌,Q7,LM-Q725,LG전자,2018. 06,안드로이드 8.0 Oreo,,,5.5,IPS,1080 x 2160 픽셀,439 ppi,,,,62.48 mm,124.95 mm,,Qualcomm Snapdragon 450,8개 (64 비트),1800 MHz,Qualcomm Adreno 506,,,,3 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,69.3,143.8,8.4,145g
세티즌,Q6,LG-X600,LG전자,2017. 08,안드로이드 7.1.1 누가 | 안드로이드 8.1 Oreo,,,5.5,IPS,1080 x 2160 픽셀,439 ppi,,,,62.48 mm,124.95 mm,,Qualcomm Snapdragon 435 MSM8940,8개 (64 비트),1400 MHz,Qualcomm Adreno 505,,,,3 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Polymer,일체형,,,,-,,69.3,142.5,8.1,149g
세티즌,Q6,LGM-X600,LG전자,2017. 08,안드로이드 7.1.1 누가 | 안드로이드 8.1 Oreo,,,5.5,IPS,1080 x 2160 픽셀,439 ppi,,,,62.48 mm,124.95 mm,,Qualcomm Snapdragon 435 MSM8940,8개 (64 비트),1400 MHz,Qualcomm Adreno 505,,,,3 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Polymer,일체형,,,,-,,69.3,142.5,8.1,149g
세티즌,V50 ThinQ 자급제,LM-V500,LG전자,2019. 05,안드로이드 9.0 Pie,,,6.4,OLED,1440 x 3120 픽셀,537 ppi,,,,68.12 mm,147.6 mm,,Qualcomm Snapdragon 855,8개 (64 비트),2840 MHz,Qualcomm Adreno 640,,,,6 GB,128 GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)60 FPS,F/1.5,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,4000 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,76.1,159.2,8.3,183g
세티즌,V50s ThinQ,LM-V510,LG전자,2019. 10,안드로이드 9.0 Pie,,,6.4,OLED,1080 x 2340 픽셀,403 ppi,,,,68.12 mm,147.6 mm,,Qualcomm Snapdragon 855,8개 (64 비트),2840 MHz,Qualcomm Adreno 640,,,,6 GB,128 GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),6528 x 4896 (32 메가픽셀),6528 x 4896 (32 메가픽셀)60 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,lg pay,,,,,4000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,75.8,159.3,8.4,192g
세티즌,V40 ThinQ,LM-V409,LG전자,2018. 10,안드로이드 8.1 Oreo | 안드로이드 9.0 Pie,,,6.4,P-OLED,1440 x 3120 픽셀,537 ppi,,,,68.12 mm,147.6 mm,,Qualcomm Snapdragon 845,8개 (64 비트),2800 MHz,Qualcomm Adreno 630,,,,6 GB,64 GB / 128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,LED,4032 x 3024 (12.2 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/1.5,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,75.8,158.7,7.7,169g
세티즌,V35,LM-V350,LG전자,2018. 07,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6,P-OLED,1440 x 2880 픽셀,537 ppi,,,,68.16 mm,136.31 mm,,Qualcomm Snapdragon 845,8개 (64 비트),2800 MHz,Qualcomm Adreno 630,,,,6 GB,64 GB / 128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4608 x 3456 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/1.6,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,75.4,151.7,7.3,157g
세티즌,V30s ThinQ,LGM-V300S,LG전자,2018. 03,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6,P-OLED,1440 x 2880 픽셀,537 ppi,,,,68.16 mm,136.31 mm,,Qualcomm Snapdragon 835 MSM8998,8개 (64 비트),2450 MHz,Qualcomm Adreno 540,,,,6 GB,128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4656 x 3492 (16.3 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/1.6,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,75.4,151.7,7.3,158g
세티즌,V30s ThinQ,LGM-V300,LG전자,2018. 03,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6,P-OLED,1440 x 2880 픽셀,537 ppi,,,,68.16 mm,136.31 mm,,Qualcomm Snapdragon 835 MSM8998,8개 (64 비트),2450 MHz,Qualcomm Adreno 540,,,,6 GB,128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4656 x 3492 (16.3 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/1.6,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,75.4,151.7,7.3,158g
세티즌,V20,LG-F800,LG전자,2016. 09,안드로이드 7.0 누가 | 안드로이드 8.0 Oreo,,,5.7,IPS,1440 x 2560 픽셀,515 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 820 MSM8996,4개 (64 비트),2150 MHz,Qualcomm Adreno 530,,,,4 GB,64 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,3840 x 2160 (UHD)30 FPS,Dual LED,4608 x 3456 (15.9 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3200 mAh,Li-Ion,급속충전분리형,,,,-,,78.1,159.7,7.6,174g
세티즌,엘지 V10,LG-F600,LG전자,2015. 10,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.7,IPS,1440 x 2560 픽셀,515 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 808 MSM8992,6개 (64 비트),1800 MHz,Qualcomm Adreno 418,,,,4 GB,64 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4.1,,나노유심 ,,,,,3840 x 2160 (UHD)30 FPS,LED,5312 x 2988 (15.9 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Ion,급속충전분리형,,,,-,,79.3,159.6,8.6,192g
세티즌,X5,LM-X510,LG전자,2018. 06,안드로이드 8.0 Oreo,,,5.5,IPS,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,MediaTek MT6750,8개 (64 비트),1500 MHz,ARM Mali-T860 MP2,,,,2 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2048 x 1536 (3.2 메가픽셀),2048 x 1536 (3.2 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,4500 mAh,Li-Ion,일체형,,,,-,,78.1,154.7,8.9,171g
세티즌,엘지X4,LM-X410,LG전자,2018. 03,안드로이드 7.1.2 누가,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400 MHz,Qualcomm Adreno 308,,,,미확인,16 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,3264 x 2448 (8 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,,와이드앵글 렌즈,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,-,,75.1,148.6,8.6,172.3g
세티즌,X4플러스,LM-X415,LG전자,2018. 02,안드로이드 7.0 누가,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400 MHz,Qualcomm Adreno 308,,,,2 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,-,,75.1,148.6,8.6,172.3g
세티즌,X6 2019,LM-X625,LG전자,2019. 06,안드로이드 8.1 Oreo,,,6.26,IPS,720 x 1520 픽셀,269 ppi,,,,68.07 mm,143.7 mm,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000 MHz,PowerVR GE8320,,,,3 GB,64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,Dual LED,4608 x 3456 (15.9 메가픽셀),4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3500 mAh,Li-Polymer,일체형,,,,-,,77,161.3,8.7,172g
세티즌,X4 2019,LM-X420,LG전자,2019. 04,안드로이드 8.1 Oreo,,,5.7,IPS,720 x 1440 픽셀,282 ppi,,,,64.75 mm,129.5 mm,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000 MHz,PowerVR GE8320,,,,2 GB,32 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4608 x 3456 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3000 mAh,Li-Polymer,일체형,,,,-,,71.9,153,8.3,150g
세티즌,X2 2019,LM-X220,LG전자,2019. 08,안드로이드 9.0 Pie,,,5.45,IPS,720 x 1440 픽셀,295 ppi,,,,61.91 mm,123.82 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1300 MHz,Qualcomm Adreno 308,,,,2 GB,32 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,-,,71.5,147,8.2,147g
세티즌,X2,LM-X210,LG전자,2018. 07,안드로이드 7.1.2 누가,,,5,IPS,720 x 1280 픽셀,294 ppi,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1300 MHz,Qualcomm Adreno 308,,,,2 GB,16 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,3264 x 2448 (8 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,2500 mAh,Li-Ion,분리형,,,,-,,71.9,144.8,8.2,152g
세티즌,X500,LGM-X320,LG전자,2017. 06,안드로이드 7.0 누가,,,5.5,IPS,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,MediaTek MT6750,8개 (64 비트),1500 MHz,ARM Mali-T860 MP2,,,,2 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500 mAh,Li-Polymer,일체형,,,,-,,78.1,154.7,8.4,164g
세티즌,X401,LGM-X401,LG전자,2017. 11,미확인,,,5.3,미확인,720 x 1280,277 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,,미확인,,,미확인,,,미확인,,,,,,,,(-)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800 mAh,,분리형,,,,-,,148.7,75.29,7.99,142g
세티즌,X400,LGM-K121,LG전자,2017. 02,안드로이드 7.0 누가,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,MediaTek MT6750,8개 (64 비트),1500 MHz,ARM Mali-T860 MP2,,,,2 GB,16 GB / 32 GB,,Micro SD,LTE,4G,802.11b/g/n,4.2,,나노유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,2800 mAh,Li-Ion,분리형,,,,-,,75.3,148.7,7.99,144g
세티즌,X300,LGM-K120,LG전자,2017. 01,안드로이드 7.0 누가,,,5,IPS,720 x 1280 픽셀,294 ppi,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400 MHz,Qualcomm Adreno 308,,,,2 GB,16 GB,,Micro SD,LTE,4G,802.11b/g/n,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500 mAh,Li-Ion,분리형,,,,-,,72.1,144.8,8.09,142g
세티즌,엑스파워,LG-F750,LG전자,2016. 07,안드로이드 6.0 마시멜로우,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,MediaTek MT6735,4개 (64 비트),1300 MHz,ARM Mali-T720 MP2,,,,2 GB,16 GB,,Micro SD,LTE,4G,802.11b/g/n,4.2,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100 mAh,Li-Ion,분리형,,,,-,,74.9,148.9,7.9,139g
