site_name,model_name,model_code,maker,lauch,os,sell_type,display_inch,display_centi,panel_type,resolution,ppi,refresh_rate,display_ratio,display_area,display_width,display_height,hdr_standard,ap_type,core_num,core_clock,graphic_core,npu_dsp,sensor_hub,com_modem,system_ram,in_mem,storage_device,out_mem,5G,4G,wifi,bluetooth,satelite,usim_type,dual_usim,cam_type,back_cam,front_cam,video,flash,picture_resol,front_disp_resol,front_video_resol,apecture,cam_char,trem_correction,trem_prevention,cam_flash,hdr_support,auto_hdr,optic_zoom,zio_tag,lazer_auto_focus,auto_focus,out_focus,touch_focus,panorama,tof_sensor,shoot_night_mode,earphone_term,speaker,high_sound_qual_play,sound_tech,fingerprint_recog,face_recog,iris_recog,speech_recog,ai,elec_payment,touch_pen,waterproof,etc,charge_term,battery_storage,battery_type,battery_char,battery_mount_method,charge_support,high_speed_charge,wireless_charge,color,length,width,thickness,weight
세티즌,아이폰11,A2221,애플,2019. 09,iOS 13,,,6.1,IPS,828 x 1792 픽셀,324 ppi,,,,64.99 mm,140.65 mm,,Apple A13 Bionic APL1W85,6개 (64 비트),2650 MHz,-,,,,4 GB,64 GB / 128 GB / 256 GB,,미확인,LTE,4G,미확인,5,,나노유심,,,,,3840 x 2160 (-)60 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀)60 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,apple pay,,,,,3110 mAh,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,75.7,150.9,8.3,194g
세티즌,아이폰11프로,A2215,애플,2019. 09,iOS 13,,,5.8,OLED,1125 x 2436 픽셀,463 ppi,,,,61.77 mm,133.75 mm,,Apple A13 Bionic APL1W85,6개 (64 비트),2650 MHz,-,,,,4 GB,64 GB / 256 GB / 512 GB,,미확인,LTE,4G,미확인,5,,나노유심,,,,,3840 x 2160 (-)60 FPS,LED,4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀)60 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,apple pay,,,,,3190 mAh,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,71.4,144,8.1,188g
세티즌,아이폰11프로맥스,A2218,애플,2019. 09,iOS 13,,,6.5,OLED,1242 x 2688 픽셀,456 ppi,,,,69.25 mm,149.87 mm,,Apple A13 Bionic APL1W85,6개 (64 비트),2650 MHz,-,,,,4 GB,64 GB / 256 GB / 512 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)60 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀)60 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,apple pay,,,,,3500 mAh,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,77.8,158,8.1,226g
세티즌,아이폰Xs,A2097,애플,2018. 09,iOS 12,,,5.8,OLED,1125 x 2436 픽셀,463 ppi,,,,61.77 mm,133.75 mm,,Apple A12 Bionic APL1W81,6개 (64 비트),2500 MHz,-,,,,4 GB,64 GB / 256 GB / 512 GB,,미확인,LTE,4G,미확인,5,,나노유심,,,,,(-)60 FPS,,4032 x 3024 (12.2 메가픽셀),3088 x 2316 (7.2 메가픽셀),3088 x 2316 (7.2 메가픽셀)FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,FaceID,,,,apple pay,,,,,2658 mAh,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,70.9,143.6,7.7,177g
세티즌,아이폰Xs 맥스,A2101,애플,2018. 09,iOS 12,,,6.5,OLED,1242 x 2688 픽셀,456 ppi,,,,69.25 mm,149.87 mm,,Apple A12 Bionic APL1W81,6개 (64 비트),2500 MHz,-,,,,4 GB,64 GB / 256 GB / 512 GB,,미확인,LTE,4G,미확인,5,,나노유심,,,,,(-)60 FPS,,4032 x 3024 (12.2 메가픽셀),3088 x 2316 (7.2 메가픽셀),3088 x 2316 (7.2 메가픽셀)FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,FaceID,,,,apple pay,,,,,3174 mAh,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,77.4,157.5,7.9,208g
세티즌,아이폰XR,A2105,애플,2018. 09,iOS 12,,,6.1,IPS,828 x 1792 픽셀,324 ppi,,,,64.99 mm,140.65 mm,,Apple A12 Bionic APL1W81,6개 (64 비트),2500 MHz,-,,,,3 GB,64 GB / 128 GB / 256 GB,,미확인,LTE,4G,미확인,5,,나노유심,,,,,(-)60 FPS,,4032 x 3024 (12.2 메가픽셀),3088 x 2316 (7.2 메가픽셀),3088 x 2316 (7.2 메가픽셀)FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,FaceID,,,,apple pay,,,,,2942 mAh,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,75.7,150.9,8.3,194g
세티즌,아이폰X,A1901,애플,2017. 11,iOS 11,,,5.8,OLED,1125 x 2436 픽셀,463 ppi,,,,61.77 mm,133.75 mm,,Apple A11 Bionic APL1W72,6개 (64 비트),2100 MHz,-,,,,3 GB,64 GB / 256 GB,,미확인,LTE,4G,미확인,5,,나노유심,,,,,3840 x 2160 (-)60 FPS,,4032 x 3024 (12.2 메가픽셀),3088 x 2320 (7.2 메가픽셀),3088 x 2320 (7.2 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,FaceID,,,,Apple Pay,,,,,2716 mAh,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,70.9,143.6,7.7,174g
세티즌,아이폰8,A1905,애플,2017. 09,iOS 11,,,4.7,IPS,750 x 1334 픽셀,326 ppi,,,,58.51 mm,104.06 mm,,Apple A11 Bionic APL1W72,6개 (64 비트),2100 MHz,-,,,,2 GB,64 GB / 256 GB,,미확인,LTE,4G,미확인,5,,나노유심,,,,,(-)30 FPS,,4032 x 3024 (12.2 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,apple pay,,,,,1821 mAh,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,67.3,138.4,7.3,148g
세티즌,아이폰8플러스,A1897,애플,2017. 09,iOS 11,,,5.5,IPS,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Apple A11 Bionic APL1W72,6개 (64 비트),2100 MHz,-,,,,3 GB,64 GB / 256 GB,,미확인,LTE,4G,미확인,5,,나노유심,,,,,(-)30 FPS,,4032 x 3024 (12.2 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,apple pay,,,,,2691 mAh,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,78.1,158.4,7.5,202g
세티즌,아이폰7,A1778,애플,2016. 10,iOS 10 | iOS 11.4,,,4.7,IPS,750 x 1334 픽셀,326 ppi,,,,58.51 mm,104.06 mm,,Apple A10 Fusion APL1W24,4개 (64 비트),2370 MHz,PowerVR,,,,2 GB,32 GB / 128 GB / 256 GB,,미확인,LTE,4G,미확인,4.2,,나노유심,,,,,3840 x 2160 (-)30 FPS,,4032 x 3024 (12.2 메가픽셀),3088 x 2320 (7.2 메가픽셀),3088 x 2320 (7.2 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,apple pay,,,,,1960 mAh,Li-Ion,일체형,,,,-,,67.1,138.3,7.1,138g
세티즌,아이폰7플러스,A1784,애플,2016. 10,iOS 10 | iOS 11.4,,,5.5,IPS,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Apple A10 Fusion APL1W24,4개 (64 비트),2370 MHz,PowerVR,,,,3 GB,32 GB / 128 GB / 256 GB,,미확인,LTE,4G,미확인,4.2,,나노유심,,,,,3840 x 2160 (-)30 FPS,,4032 x 3024 (12.2 메가픽셀),3088 x 2320 (7.2 메가픽셀),3088 x 2320 (7.2 메가픽셀)30 FPS,F/1.8 - 2.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,apple pay,,,,,2900 mAh,Li-Ion,일체형,,,,-,,77.9,158.2,7.3,188g
세티즌,아이폰SE,A1723,애플,2016. 05,iOS 9.3,,,4,IPS,640 x 1136 픽셀,326 ppi,,,,49.87 mm,88.52 mm,,Apple A9 APL0898,2개 (64 비트),1840 MHz,PowerVR GT7600,,,,2 GB,16 GB / 32 GB / 64 GB / 128 GB,,미확인,LTE,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,3840 x 2160 (UHD)30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),(0 메가픽셀),(0 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,Apple Pay,,,,,1642 mAh,Li-Polymer,일체형,,,,-,,58.6,123.8,7.6,113g
세티즌,아이폰6s,A1688,애플,2015. 10,iOS 9 | iOS 10 | iOS 11.4 | iOS 12.3,,,4.7,IPS,750 x 1334 픽셀,326 ppi,,,,58.51 mm,104.06 mm,,Apple A9 APL0898,2개 (64 비트),1840 MHz,PowerVR GT7600,,,,2 GB,16 GB / 64 GB / 128 GB,,미확인,LTE,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,3840 x 2160 (UHD)30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,Apple Pay,,,,,1715 mAh,Li-Polymer,일체형,,,,-,,67.1,138.3,7.1,143g
세티즌,아이폰6s 플러스,A1687,애플,2015. 10,iOS 9 | iOS 10 | iOS 11.4 | iOS 12.3,,,5.5,IPS,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Apple A9 APL1022,2개 (64 비트),1840 MHz,PowerVR GT7600,,,,2 GB,16 GB / 64 GB / 128 GB,,미확인,LTE,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,3840 x 2160 (UHD)30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,Apple Pay,,,,,2750 mAh,Li-Polymer,일체형,,,,-,,77.9,158.2,7.3,192g
세티즌,아이폰6s 플러스,A1586,애플,2015. 10,iOS 9 | iOS 10 | iOS 11.4 | iOS 12.3,,,5.5,IPS,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Apple A9 APL1022,2개 (64 비트),1840 MHz,PowerVR GT7600,,,,2 GB,16 GB / 64 GB / 128 GB,,미확인,LTE,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,3840 x 2160 (UHD)30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,Apple Pay,,,,,2750 mAh,Li-Polymer,일체형,,,,-,,77.9,158.2,7.3,192g
세티즌,아이폰6 플러스,A1524,애플,2014. 10,iOS 9,,,5.5,IPS,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Apple A9 APL1022,2개 (64 비트),1840 MHz,PowerVR GT7600,,,,2 GB,16 GB / 64 GB / 128 GB,,미확인,LTE,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,3840 x 2160 (Full HD)30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,apple pay,,,,,2750 mAh,Li-Polymer,일체형,,,,-,,77.9,158.2,7.3,172g
세티즌,아이폰5S,A1530,애플,2013. 10,iOS 7.0.3 | iOS 9,,,4,IPS,640 x 1136 픽셀,326 ppi,,,,49.87 mm,88.52 mm,,Apple A7 APL0698,2개 (64 비트),1300 MHz,PowerVR G6430,,,,1 GB,16 GB / 32 GB,,미확인,LTE,4G,802.11a/b/g/n,4,,나노유심 ,,,,,1920 x 1080 (Full HD)30 FPS,Dual LED,3264 x 2448 (8 메가픽셀),1280 x 960 (1.2 메가픽셀),1280 x 960 (1.2 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,1560 mAh,Li-Polymer,일체형,,,,-,,58.6,123.8,7.6,112g
세티즌,아이폰4S,A1387,애플,2011. 11,iOS 5 | iOS 6.1.3 | iOS 7.0.4 | iOS 8.0.2,,,3.5,IPS,640 x 960 픽셀,330 ppi,,,,49.31 mm,73.97 mm,,Apple A5 APL0498,2개 (32 비트),800 MHz,PowerVR SGX543 MP2,,,,512 MB (megabytes) GB,8 GB / 16 GB / 32 GB / 64 GB,,미확인,3G,3G,802.11b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),640 x 480 (0.3 메가픽셀),640 x 480 (0.3 메가픽셀)30 FPS,F/2.4,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432 mAh,Li-Polymer,일체형,,,,-,,58.6,115.2,9.3,140g
세티즌,아이폰4 32GB,A1332,애플,2011. 03,iOS 4 | iOS 6.1.3 | iOS 7.0.4,,,3.5,IPS,640 x 960 픽셀,330 ppi,,,,49.31 mm,73.97 mm,,Apple A4 APL0398,1개 (32 비트),800 MHz,PowerVR SGX535,,,,512 MB (megabytes) GB,8 GB / 16 GB / 32 GB,,미확인,3G,3G,802.11b/g/n,2.1,,마이크로유심 ,,,,,1280 x 720 (HD)30 FPS,LED,2560 x 1920 (4.9 메가픽셀),(0 메가픽셀),(0 메가픽셀)30 FPS,F/2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420 mAh,Li-Polymer,일체형,,,,-,,58.6,115.2,9.3,137g
세티즌,갤럭시 A90 5G,SM-A908,삼성전자,2019. 09,안드로이드 9.0 Pie,,,6.7,Super AMOLED,1080 x 2400 픽셀,393 ppi,,,,69.84 mm,155.19 mm,,Qualcomm Snapdragon 855,8개 (64 비트),2840 MHz,Qualcomm Adreno 640,,,,6 | 8 GB,128 GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,LED,8000 x 6000 (48 메가픽셀),6560 x 4928 (32.3 메가픽셀),6560 x 4928 (32.3 메가픽셀)30 FPS,F/2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500 mAh,Li-Polymer,"급속충전
일체형",,,,-,,76.4,164.8,8.4,206g
세티즌,X6 2019,SM-A505,LG전자,2019. 06,안드로이드 8.1 Oreo,,,6.26,IPS,720 x 1520 픽셀,269 ppi,,,,68.07 mm,143.7 mm,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000 MHz,PowerVR GE8320,,,,3 GB,64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,Dual LED,4608 x 3456 (15.9 메가픽셀),4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3500 mAh,Li-Polymer,일체형,,,,-,,77,161.3,8.7,172g
세티즌,갤럭시 A40,SM-A405,삼성전자,2019. 07,안드로이드 9.0 Pie,,,5.9,Super AMOLED,1080 x 2340 픽셀,437 ppi,,,,62.8 mm,136.07 mm,,Samsung Exynos 7 Octa 7904,8개 (64 비트),1800 MHz,ARM Mali-G71 MP2,,,,4 GB,64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4608 x 3456 (15.9 메가픽셀),5760 x 4312 (24.8 메가픽셀),5760 x 4312 (24.8 메가픽셀)30 FPS,F/1.7,,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,3100 mAh,Li-Polymer,"급속충전
일체형",,,,-,,69.2,144.4,7.9,140g
세티즌,갤럭시 A30,SM-A305,삼성전자,2019. 04,안드로이드 9.0 Pie,,,6.4,Super AMOLED,1080 x 2340 픽셀,403 ppi,,,,68.12 mm,147.6 mm,,Samsung Exynos 7 Octa 7904,8개 (64 비트),1800 MHz,ARM Mali-G71 MP2,,,,3 | 4 GB,32 GB / 64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀)30 FPS,F/1.7,,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4000 mAh,Li-Ion,"급속충전
일체형",,,,-,,74.7,158.5,7.7,165g
세티즌,갤럭시 와이드4,SM-A205,삼성전자,2019. 05,안드로이드 9.0 Pie,,,,Super AMOLED,720 x 1560 픽셀,-,,,,68.12 mm,147.6 mm,,Samsung Exynos 7 Octa 7884,8개 (64 비트),1600 MHz,ARM Mali-G71,,,,3 GB,32 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4224 x 3136 (13.3 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,4000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,74.7,158.4,7.8,169g
세티즌,갤럭시 A9프로,SM-G887,삼성전자,2019. 01,안드로이드 8.1 Oreo | 안드로이드 9.0 Pie,,,6.4,IPS,1080 x 2340 픽셀,403 ppi,,,,68.12 mm,147.6 mm,,Qualcomm Snapdragon 710,8개 (64 비트),2200 MHz,Qualcomm Adreno 616,,,,6 GB,128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,5632 x 4224 (23.8 메가픽셀),5632 x 4224 (23.8 메가픽셀),5632 x 4224 (23.8 메가픽셀)30 FPS,F/1.7,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3400 mAh,Li-Polymer,"급속충전
일체형",,,,-,,74.9,158.4,7.4,173g
세티즌,갤럭시 A8 Star,SM-G885,삼성전자,2018. 07,안드로이드 8.0 Oreo,,,6.3,Super AMOLED,1080 x 2220 픽셀,392 ppi,,,,70 mm,143.9 mm,,Qualcomm Snapdragon 660 MSM8976 Plus,8개 (64 비트),2200 MHz,Qualcomm Adreno 512,,,,4 GB,64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,LED,4608 x 3456 (15.9 메가픽셀),5632 x 4224 (23.8 메가픽셀),5632 x 4224 (23.8 메가픽셀)30 FPS,F/1.7,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3700 mAh,Li-Ion,"급속충전
일체형",,,,-,,77,162.4,7.6,191g
세티즌,갤럭시 A9 2018 자급제,SM-A920,삼성전자,2018. 12,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6.3,Super AMOLED,1080 x 2220 픽셀,392 ppi,,,,70 mm,143.9 mm,,Qualcomm Snapdragon 660 MSM8976 Plus,8개 (64 비트),2200 MHz,Qualcomm Adreno 512,,,,6 | 8 GB,128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,LED,5664 x 4248 (24.1 메가픽셀),5664 x 4248 (24.1 메가픽셀),5664 x 4248 (24.1 메가픽셀)30 FPS,F/1.7,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3800 mAh,Li-Polymer,"급속충전
일체형",,,,-,,77,162.5,7.8,183g
세티즌,갤럭시 A8 2018,SM-A530,삼성전자,2018. 01,안드로이드 7.1.1 누가 | 안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,5.6,Super AMOLED,1080 x 2220 픽셀,441 ppi,,,,62.23 mm,127.91 mm,,Samsung Exynos 7 Octa 7885,8개 (64 비트),2200 MHz,ARM Mali-G71,,,,4 GB,32 GB / 64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀)30 FPS,F/1.7,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Ion,"급속충전
일체형",,,,-,,70.6,149.2,8.4,172g
세티즌,갤럭시 A6 2018,SM-A600,삼성전자,2018. 06,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,5.6,Super AMOLED,720 x 1480 픽셀,294 ppi,,,,62.23 mm,127.91 mm,,Samsung Exynos 7 Octa 7870,8개 (64 비트),1600 MHz,ARM Mali-T830 MP2,,,,3 | 4 GB,32 GB / 64 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀)30 FPS,F/1.7,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Ion,일체형,,,,-,,70.8,149.9,7.7,159g
세티즌,갤럭시 A7 2018,SM-A750,삼성전자,2018. 10,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6,Super AMOLED,1080 x 2220 픽셀,411 ppi,,,,66.67 mm,137.04 mm,,Samsung Exynos 7 Octa 7885,8개 (64 비트),2200 MHz,ARM Mali-G71,,,,4 | 6 GB,64 GB / 128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,5664 x 4248 (24.1 메가픽셀),5664 x 4248 (24.1 메가픽셀),5664 x 4248 (24.1 메가픽셀)30 FPS,F/1.7,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3300 mAh,Li-Ion,일체형,,,,-,,76.8,159.8,7.5,168g
세티즌,갤럭시 A5 2017,SM-A520,삼성전자,2017. 01,안드로이드 6.0.1 마시멜로우 | 안드로이드 8.0 Oreo,,,5.2,Super AMOLED,1080 x 1920 픽셀,424 ppi,,,,64.75 mm,115.12 mm,,Samsung Exynos 7 Octa 7880,8개 (64 비트),1900 MHz,ARM Mali-T830 MP3,,,,3 GB,32 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4.2,,나노유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀)30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,3000 mAh,Li-Ion,"급속충전
일체형",,,,-,,71.4,146.1,7.9,157g
세티즌,갤럭시 A8 2016,SM-A810,삼성전자,2016. 10,안드로이드 6.0.1 마시멜로우 | 안드로이드 7.0 누가 | 안드로이드 8.0 Oreo,,,5.7,Super AMOLED,1080 x 1920 픽셀,386 ppi,,,,70.98 mm,126.19 mm,,Samsung Exynos 7 Octa 7420,8개 (64 비트),2100 MHz,ARM Mali-T760 MP8,,,,3 GB,32 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4608 x 3456 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/1.9,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3300 mAh,Li-Ion,"급속충전
일체형",,,,-,,76.8,156.6,7.2,182g
세티즌,갤럭시 A3 2016,SM-A310,삼성전자,2016. 03,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우 | 안드로이드 7.0 누가,,,4.7,Super AMOLED,720 x 1280 픽셀,312 ppi,,,,58.53 mm,104.05 mm,,Samsung Exynos 7 Quad 7578,4개 (64 비트),1500 MHz,ARM Mali-T720 MP2,,,,1.5 GB,16 GB,,Micro SD,LTE,4G,802.11b/g/n,4.1,,나노유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4128 x 3096 (12.8 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,F/1.9,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300 mAh,Li-Polymer,일체형,,,,-,,65.2,134.5,7.3,132g
세티즌,갤럭시 A5 2016,SM-A510,삼성전자,2016. 01,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우 | 안드로이드 7.0 누가,,,5.2,Super AMOLED,1080 x 1920 픽셀,424 ppi,,,,64.75 mm,115.12 mm,,Samsung Exynos 7 Octa 7580,8개 (64 비트),1600 MHz,ARM Mali-T720 MP2,,,,2 GB,16 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4.1,,나노유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4128 x 3096 (12.8 메가픽셀),2576 x 1932 (5 메가픽셀),2576 x 1932 (5 메가픽셀)30 FPS,F/1.9,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,2900 mAh,Li-Polymer,"급속충전
일체형",,,,-,,71,144.8,7.3,155g
세티즌,갤럭시 A7 2016,SM-A710,삼성전자,2016. 01,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우 | 안드로이드 7.0 누가,,,5.5,Super AMOLED,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Samsung Exynos 7 Octa 7580,8개 (64 비트),1600 MHz,ARM Mali-T720 MP2,,,,3 GB,16 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4.1,,나노유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,F/1.9,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,3300 mAh,Li-Ion,"급속충전
일체형",,,,-,,74.1,151.5,7.3,172g
세티즌,갤럭시 A8 2015,SM-A800,삼성전자,2015. 07,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0.1 마시멜로우,,,5.7,Super AMOLED,1080 x 1920 픽셀,386 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 615 MSM8939,8개 (64 비트),1500 MHz,Qualcomm Adreno 405,,,,2 GB,16 GB / 32 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4.1,,나노유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,5312 x 2988 (15.9 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/1.9,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3050 mAh,Li-Ion,일체형,,,,-,,76.8,158,5.9,151g
