,pl_id,pl_model_code,pl_name,star,market,write_id,upload_day,title,text
2,154,LM-Q925,Q9,5,,msl*****,19.08.15.,기대반 설렘반으로 기다렸는데 배송후 하루만에 받았어...,기대반 설렘반으로 기다렸는데 배송후 하루만에 받았어요..기대했던거 만큼 핸드폰 좋습니다.색상도 예쁘고 아이가 얼굴인식도 된다고 신나했네요..아직 케이스랑 필름을 하지않은상태라 아끼고 또 아끼는 아이 모습 보면서 정말 좋아 하니... 저도 좋습니다.
3,154,LM-Q925,Q9,5,옥션,zero****,19.08.28.,"포장/배송 : 오전 8시경에 주문하니, 다음날 오후에 ...","포장/배송 : 오전 8시경에 주문하니, 다음날 오후에 도착.색상 : 검은색. 사진 및 상품 상세설명 참조디자인 : 사진 및 상품 상세설명 참조품질 : 만족함재구매 의향 : 있음그 밖의 제품 특징 : 가성비가 아주 좋아보입니다.만족합니다.많이 파세요!"
4,154,LM-Q925,Q9,5,11번가,no******,19.11.24.,최고예요,배달대행 알바할때 사용하고 있습니다 배달대행 알바가 쓰는 스마트폰의 성능은 콜이 잘 전달되어야 하고 혹시라도 떨어뜨리거나 해서 고장나면 일을 못하기 때문에 수리가 빨라야 하는데 이 모든것이 엘지는 원할하게 됩니다 그리고 처음  약속대로 기기 할부금도 정정되어 있고 아무 문제 없이 잘사용하고 있습니다   
5,154,LM-Q925,Q9,5,인터파크,z*l*****,20.02.12.,작은애 폰걱정 끝!!,"SK 기기변경으로 작은애 개통했습니다  친절한 상담, 빠른 배송 만족합니다 접수하고 다음날 택배가 왔네요  온라인으로 구매하는건 처음이라 걱정도 했었는데 상담해주시는분이  걱정을 많이 덜어주시네요 판매자 즐겨찾기 해놓으려고요~"
6,154,LM-Q925,Q9,4,,bes*****,19.01.29.,몇주 전에 폰이 갑자기 망가져서 급하게 구매했는데 ...,몇주 전에 폰이 갑자기 망가져서 급하게 구매했는데 가격이 더저렴해졌네요 괜찮은 제품 잘 산 것 같아요 배송도 빨랐고 사은품으로 주신 케이스랑 필름도 잘 받았습니다. 노크온 기능이 편해서 엘지폰 계속 사용중인데 화면도 더 선명해지고 배터리도 오래가는것 같고 단점이 많이 보완되었네요 잘 사용중입니다.
7,154,LM-Q925,Q9,4,,lwj*****,19.09.30.,월요일 저녁에 주문하여 목요일에 받았습니다 ///...,"월요일 저녁에 주문하여 목요일에 받았습니다 ///가로가 작아서 손이 작은 여성분이 사용하기 좋아요 /// LG 모바일 스위치(앱)를 이용하여 전화번호, 사진 등 옮기기 쉽네요 ///사은품으로 받은 액정필름은 두꺼운 플라스틱으로 튼튼해 보입니다 ///다만, G7액정필름이 왔어요 ~ Q9과 호환되는 제품이라고 하는데 Q9 화면보다 액정필름 가로 사이즈가 많이 작네요"
8,154,LM-Q925,Q9,4,인터파크,djan****,19.03.26.,만족합니다,"배송도 적당한 시점에 오고 개통도 잘되고 부모님이 괜찮다고 만족하시며 사용하시고 있어요 ㅎ 기본 10자 이상 작성시 100P 즉시지급 이미지 등록시 100P 즉시 추가지급개당 상품 가격이 5,000원 이하 상품은 적립대상에서 제외되며,리뷰 포인트는 최초 1회 작성시에만 지급됩니다.같은 단어가 반복된 내용은 임의로 삭제되며, 지급된 포인트가 회수될 수 있습니다. 다른 고객님들에게 유용한 상품 리뷰를 작성해주세요."
9,154,LM-Q925,Q9,3,,mej*****,19.02.06.,받은지 일주일도 안됐는데 롯데닷컴내 다른판매자의 가...,받은지 일주일도 안됐는데 롯데닷컴내 다른판매자의 가격이 인하됐다는ㅠㅠ 상품은 스펙을 알고 산거라 딱 생각한 만큼이네요. 판매자의 응대는 빠르고 좋았습니다. 가격인하만 없었다면 좋았겠지만 가격이 땜시 별 뺐어요. 그리고 사은품으로 주신 강화유리필름이 너무 작네요. 폰에 맞지도 않는 사은품은 어쩌라고 주신건가요?
10,154,LM-Q925,Q9,5,,sah*****,20.04.20.,미성년자 주문이라 서류 확인이 좀 늦어서 3일만에 ...,"미성년자 주문이라 서류 확인이 좀 늦어서 3일만에 받았습니다. 아이가 너무 좋아하고, 제품 만족스럽습니다. 사은품은 제품 받고난 그 다음날 왔네요. 많이 파세요~"
11,154,LM-Q925,Q9,5,SSG닷컴,ls******,20.07.12.,그립감좋네요.빠른 배송감사합니,그립감좋네요.빠른 배송감사합니다
12,154,LM-Q925,Q9,5,11번가,la******,20.06.09.,최고예요,중저가폰으로 좋아요요금제도 원하는 요금제사용가능하고 삼성폰a시리즈라고생각하면 될것같네요.가성비도 좋고 용량도 64g로 넉넉합니다.잘사용할께요
13,154,LM-Q925,Q9,5,11번가,83******,20.05.24.,최고예요,저렴히 잘샀네요 배송도 빠르고
14,154,LM-Q925,Q9,5,인터파크,c*d*****,20.02.12.,굿,배송 빠르고 언내 친절하시고 여러군데 찾아봤는데  저가 요금데 선택 중에서는 제일 저렴 합니다
15,154,LM-Q925,Q9,5,11번가,km******,20.05.24.,최고예요,자세한 해피콜 안내로 개통 편리했고 배송도 빨랐어요~두대 구매했는데 잘 사용중이예요~
16,154,LM-Q925,Q9,5,11번가,km******,20.05.24.,최고예요,두대 구매했어요~
17,154,LM-Q925,Q9,5,,chy*****,19.12.12.,LG폰을 오랫만에 쓰다보니 적응이 잘 안되네요 ㅎ...,LG폰을 오랫만에 쓰다보니 적응이 잘 안되네요 ㅎ화면 선명하고 가볍고 좋아요주말에 주문하고 월요일에 해피콜 받고 제품은 수요일에 받았어요개통 요청 문자도 바로 처리 해주셨어요잘 쓸께요~ 맘에 듭니다~ ^^
18,154,LM-Q925,Q9,5,인터파크,s*o*****,20.04.18.,좋네요.,배송에 약간 문제가 있었으나 사소했습니다. 폰 좋고 조건도 좋았습니다.
19,154,LM-Q925,Q9,5,인터파크,e*e*****,20.04.01.,기기변경 추천,배송빠르고 가성비 좋음 추천
20,154,LM-Q925,Q9,5,,chl*****,19.12.04.,주말저녁에 구매하자마자 월요일오전에 바로 해피콜왔구...,주말저녁에 구매하자마자 월요일오전에 바로 해피콜왔구요빠른배송과 개통 편리합니다주말에 부모님댁 가져다드릴건데 기존폰 사용할수있으니 너무좋네요고장없이 2년만 잘쓰면좋겠습니다
21,154,LM-Q925,Q9,5,옥션,s*l*****,20.07.26.,빠른배송감사합니다,빠른배송감사합니다
22,154,LM-Q925,Q9,5,옥션,h*r*****,20.05.12.,가성비 최고예요~^^,가성비 최고예요~^^
23,154,LM-Q925,Q9,4,옥션,q*q*****,20.03.28.,맘에들어요,맘에들어요
24,154,LM-Q925,Q9,5,옥션,c*l*****,20.02.13.,잘 받았습니다. 감사합니다.,잘 받았습니다. 감사합니다.
25,154,LM-Q925,Q9,5,롯데홈쇼핑,jan*****,19.06.15.,좋은 가격에 구매했습니다. 추천합니다!,좋은 가격에 구매했습니다. 추천합니다!
26,154,LM-Q925,Q9,5,옥션,k*s*****,20.01.16.,가성비 좋은 폰이네요 잘 쓸게요~,가성비 좋은 폰이네요 잘 쓸게요~
27,154,LM-Q925,Q9,5,옥션,flot****,19.09.28.,구입해서 사용한지 좀 지나긴 했지만 만족하면서 잘 사용...,구입해서 사용한지 좀 지나긴 했지만 만족하면서 잘 사용하고 있습니다. 가격도 적당하고 사양도 최신 사양에 크게 뒤지지 않아 좋은것 같아요.
1,155,LM-Q927,Q9 One,5,옥션,flot****,19.09.28.,구입해서 사용한지 좀 지나긴 했지만 만족하면서 잘 사용...,구입해서 사용한지 좀 지나긴 했지만 만족하면서 잘 사용하고 있습니다. 가격도 적당하고 사양도 최신 사양에 크게 뒤지지 않아 좋은것 같아요.
1,156,LM-Q815,Q8 2018,5,,chy*****,19.11.26.,너무 저렴하게 구입했어요그리고 쓰던요금제 그대로 ...,너무 저렴하게 구입했어요그리고 쓰던요금제 그대로 사용할수 있어서 좋아요화면도 크고 지문인식에.. 거기다 펜까지 ㅎㅎ아이가 너무 맘에 들어해요 ^^투명케이스도 테두리가 좀 더 튀어나와서 휴대폰을 잘 보호해줄것같고 무엇보다 방탄필름 기대이상이네요잘 쓸께요~ 감사해요~ ^^
2,156,LM-Q815,Q8 2018,5,,hjc*****,19.11.20.,아이가 쓸꺼여서 적당한 제품 사주려고 샀는데 생각보...,아이가 쓸꺼여서 적당한 제품 사주려고 샀는데 생각보다 제품이 괜찮네요.(등록하는데 좀시간이 걸렸지만... 매장에서만 사 버릇해서)크기는 좀 크지만 아이가 사용하는데 문제 없습니다.사진화질은 최신폰보다 화질은 떨어지지만 사용하는데 문제 없습니다.가격대비 완전 좋습니다.
3,156,LM-Q815,Q8 2018,5,,wbe*****,19.11.23.,아들폰 액정이 파손되어 아들에게 LG Q8(색상:블...,아들폰 액정이 파손되어 아들에게 LG Q8(색상:블랙)제품 사주니 매우 좋아하네요 크기도 색상도 마음에 들어하네요.사은품도 다음날 바로 배송되어 아들폰 액정 스크래치 안나게 액정보호필름도 부착해주니 기뻐하네요~~
4,156,LM-Q815,Q8 2018,5,,yol*****,19.10.26.,아이꺼 기변 해 줬는데 맘에 들어 하네요.노트에 ...,아이꺼 기변 해 줬는데 맘에 들어 하네요.노트에 비해 펜이 부실한게 아쉽긴 한데 가격도 착하고 가볍고 성능도 무난한것 같아요.신청서 작성해서 보내자 마자 빠른 처리로 폰도 빠르게 받았어요.사은품도 다음 날 바로 왔네요.
5,156,LM-Q815,Q8 2018,5,,jon*****,19.11.10.,어머님 해드렸어요 가볍고 화면도크고좋네요^^♡♡♡♡♡,어머님 해드렸어요 가볍고 화면도크고좋네요^^♡♡♡♡♡
6,156,LM-Q815,Q8 2018,5,,fro*****,19.11.18.,"아이가 너무 좋아하네요. 디자인도 깔끔하고, 블루 ...","아이가 너무 좋아하네요. 디자인도 깔끔하고, 블루 색상이 은은하게 멋있네요. 특히, 판매자분이 카카오톡으로 너무 잘 대응해 주셔서, 애로사항 있을때마다 친절하게 아주 잘 대응해 주셨어요. 가성비 최고입니다!"
7,156,LM-Q815,Q8 2018,5,,gra*****,19.11.27.,저렴하게 잘구매했습니다,저렴하게 잘구매했습니다
8,156,LM-Q815,Q8 2018,5,인터파크,ruda****,18.11.25.,큼직하고 좋아요~,부모님 핸드폰으로 선택하게 되었는데 화면이 크고 펜도 있어서 아주 좋아요~ 
1,157,LGM-X800,Q8,5,,chy*****,19.11.26.,너무 저렴하게 구입했어요그리고 쓰던요금제 그대로 ...,너무 저렴하게 구입했어요그리고 쓰던요금제 그대로 사용할수 있어서 좋아요화면도 크고 지문인식에.. 거기다 펜까지 ㅎㅎ아이가 너무 맘에 들어해요 ^^투명케이스도 테두리가 좀 더 튀어나와서 휴대폰을 잘 보호해줄것같고 무엇보다 방탄필름 기대이상이네요잘 쓸께요~ 감사해요~ ^^
2,157,LGM-X800,Q8,5,,hjc*****,19.11.20.,아이가 쓸꺼여서 적당한 제품 사주려고 샀는데 생각보...,아이가 쓸꺼여서 적당한 제품 사주려고 샀는데 생각보다 제품이 괜찮네요.(등록하는데 좀시간이 걸렸지만... 매장에서만 사 버릇해서)크기는 좀 크지만 아이가 사용하는데 문제 없습니다.사진화질은 최신폰보다 화질은 떨어지지만 사용하는데 문제 없습니다.가격대비 완전 좋습니다.
3,157,LGM-X800,Q8,5,,wbe*****,19.11.23.,아들폰 액정이 파손되어 아들에게 LG Q8(색상:블...,아들폰 액정이 파손되어 아들에게 LG Q8(색상:블랙)제품 사주니 매우 좋아하네요 크기도 색상도 마음에 들어하네요.사은품도 다음날 바로 배송되어 아들폰 액정 스크래치 안나게 액정보호필름도 부착해주니 기뻐하네요~~
4,157,LGM-X800,Q8,5,,yol*****,19.10.26.,아이꺼 기변 해 줬는데 맘에 들어 하네요.노트에 ...,아이꺼 기변 해 줬는데 맘에 들어 하네요.노트에 비해 펜이 부실한게 아쉽긴 한데 가격도 착하고 가볍고 성능도 무난한것 같아요.신청서 작성해서 보내자 마자 빠른 처리로 폰도 빠르게 받았어요.사은품도 다음 날 바로 왔네요.
5,157,LGM-X800,Q8,5,,jon*****,19.11.10.,어머님 해드렸어요 가볍고 화면도크고좋네요^^♡♡♡♡♡,어머님 해드렸어요 가볍고 화면도크고좋네요^^♡♡♡♡♡
6,157,LGM-X800,Q8,5,,fro*****,19.11.18.,"아이가 너무 좋아하네요. 디자인도 깔끔하고, 블루 ...","아이가 너무 좋아하네요. 디자인도 깔끔하고, 블루 색상이 은은하게 멋있네요. 특히, 판매자분이 카카오톡으로 너무 잘 대응해 주셔서, 애로사항 있을때마다 친절하게 아주 잘 대응해 주셨어요. 가성비 최고입니다!"
7,157,LGM-X800,Q8,5,,gra*****,19.11.27.,저렴하게 잘구매했습니다,저렴하게 잘구매했습니다
8,157,LGM-X800,Q8,5,인터파크,ruda****,18.11.25.,큼직하고 좋아요~,부모님 핸드폰으로 선택하게 되었는데 화면이 크고 펜도 있어서 아주 좋아요~ 
1,158,LMQ710,Q Stylus,5,,chy*****,19.11.26.,너무 저렴하게 구입했어요그리고 쓰던요금제 그대로 ...,너무 저렴하게 구입했어요그리고 쓰던요금제 그대로 사용할수 있어서 좋아요화면도 크고 지문인식에.. 거기다 펜까지 ㅎㅎ아이가 너무 맘에 들어해요 ^^투명케이스도 테두리가 좀 더 튀어나와서 휴대폰을 잘 보호해줄것같고 무엇보다 방탄필름 기대이상이네요잘 쓸께요~ 감사해요~ ^^
2,158,LMQ710,Q Stylus,5,,hjc*****,19.11.20.,아이가 쓸꺼여서 적당한 제품 사주려고 샀는데 생각보...,아이가 쓸꺼여서 적당한 제품 사주려고 샀는데 생각보다 제품이 괜찮네요.(등록하는데 좀시간이 걸렸지만... 매장에서만 사 버릇해서)크기는 좀 크지만 아이가 사용하는데 문제 없습니다.사진화질은 최신폰보다 화질은 떨어지지만 사용하는데 문제 없습니다.가격대비 완전 좋습니다.
3,158,LMQ710,Q Stylus,5,,wbe*****,19.11.23.,아들폰 액정이 파손되어 아들에게 LG Q8(색상:블...,아들폰 액정이 파손되어 아들에게 LG Q8(색상:블랙)제품 사주니 매우 좋아하네요 크기도 색상도 마음에 들어하네요.사은품도 다음날 바로 배송되어 아들폰 액정 스크래치 안나게 액정보호필름도 부착해주니 기뻐하네요~~
4,158,LMQ710,Q Stylus,5,,yol*****,19.10.26.,아이꺼 기변 해 줬는데 맘에 들어 하네요.노트에 ...,아이꺼 기변 해 줬는데 맘에 들어 하네요.노트에 비해 펜이 부실한게 아쉽긴 한데 가격도 착하고 가볍고 성능도 무난한것 같아요.신청서 작성해서 보내자 마자 빠른 처리로 폰도 빠르게 받았어요.사은품도 다음 날 바로 왔네요.
5,158,LMQ710,Q Stylus,5,,jon*****,19.11.10.,어머님 해드렸어요 가볍고 화면도크고좋네요^^♡♡♡♡♡,어머님 해드렸어요 가볍고 화면도크고좋네요^^♡♡♡♡♡
6,158,LMQ710,Q Stylus,5,,fro*****,19.11.18.,"아이가 너무 좋아하네요. 디자인도 깔끔하고, 블루 ...","아이가 너무 좋아하네요. 디자인도 깔끔하고, 블루 색상이 은은하게 멋있네요. 특히, 판매자분이 카카오톡으로 너무 잘 대응해 주셔서, 애로사항 있을때마다 친절하게 아주 잘 대응해 주셨어요. 가성비 최고입니다!"
7,158,LMQ710,Q Stylus,5,,gra*****,19.11.27.,저렴하게 잘구매했습니다,저렴하게 잘구매했습니다
8,158,LMQ710,Q Stylus,5,인터파크,ruda****,18.11.25.,큼직하고 좋아요~,부모님 핸드폰으로 선택하게 되었는데 화면이 크고 펜도 있어서 아주 좋아요~ 
1,160,LM-Q720,Q7,5,인터파크,4*5*****,19.09.05.,배송 빠르고 제품 적당하니 쓸만해요.,배송 빠르고 제품 적당하니 쓸만해요.
2,160,LM-Q720,Q7,3,옥션,inky****,19.04.04.,여기서 사지 마세요,다른데는사은품 엄청 많이 온다는데 달랑 전화기만 왔네요방탄필름이랑 케이스등 별도로 다 구매해야했어요
3,160,LM-Q720,Q7,5,인터파크,chw*****,19.03.08.,좋아요,아버지가 좋아하십니다.
4,160,LM-Q720,Q7,5,하이마트쇼핑몰,t*n*****,19.06.23.,여긴 택배가 되네요.,다른 곳들에서는 Q7+의 경우 매장방문만 가능해서 택배 되는 여기서 주문했습니다. 다만 선개통 후배송이라 하루 정도 전화 쓸 수 없다는 점은 감안하셔야 합니다.
1,161,LM-Q725,Q7 Plus,5,하이마트쇼핑몰,t*n*****,19.06.23.,여긴 택배가 되네요.,다른 곳들에서는 Q7+의 경우 매장방문만 가능해서 택배 되는 여기서 주문했습니다. 다만 선개통 후배송이라 하루 정도 전화 쓸 수 없다는 점은 감안하셔야 합니다.
1,162,LG-X600,Q6,5,인터파크,na******,18.05.30.,좋아요,이런요금제에 Q6 완납폰은 없는데 잘 구매한 것 같습니다. 액정보호 필름이나 저렴한 케이스도 같이 판매하거나 보내주시면 더 좋을 것 같습니다
2,162,LG-X600,Q6,5,인터파크,gip*****,17.11.10.,감사,택배사 문제로 하루 더 걸렸지만  빠른개통 감사합니다
1,164,LM-V500,V50 ThinQ,5,SSG닷컴,sj******,20.03.05.,이제야 V50이를 만나게 되었습니,"이제야 V50이를 만나게 되었습니다.저번에 쓱닷컴에서 g8이랑 v40대란이 있었죠...그때 폰을 기변하고 싶었지만...기존 공시 18개월이 넘지 않아 위약금 만 약20만이상...어쩔수없이 구입 못하고 기다리의 시간이 흐르고...까페에서 중고로 알아도보고 신도림성지도 알아보고 하던중...쓱닷컴에 가끔씩 검색하는 버릇이 생겨 보았는데...두둥탁!V50 스크 기변이 이가격?이건 무조건해야겠다 생각하고 와이프한테 급전화했죠!같이 바로 바꾸자고ㅋㅋ어제 주문하고 오늘 받아 바로 개통~~세계최고의 빠름민족의 결실이죠!ㅎㅎㅎ성능은 뭐 이루 말하것 없고요.체감이 엄청나네요.기존에 g6,g7쓰고있었는데 급이 다르다는 말이 이럴때 쓰는거구나~했습니다!직원분들 피드백도 빠릅니다~신청서 요청하고 해피콜까지 일사처리~금액 저렴하고 새휴대폰 생각하시는 분들은 주저하지마시고 바로 결제하세요~무이자도 되니까 더 부담없습니다~~그리고 하나 더!아직 V50 듀얼스크린 무상증정 이벤트진행중입니다~ㅋㅋ마지막으로 살짝 단점은...특가이긴하지만...정말 간단한 필름 한장,기본투명 케이스하나사은품으로 함께 왔으면 좀 더 좋지 않을까 생각합니다~^^무튼 고민하지 마시고 구매하세요.있을때 사야하는겁니다.기회는 가끔씩만 오는법...대한민국 코로나 이겨냅시다! 이상 끝!"
2,164,LM-V500,V50 ThinQ,5,옥션,v*o*****,21.02.18.,좀 늦게 받았지만 좋아요! 전화기도 좋고 판매자 분도 ...,좀 늦게 받았지만 좋아요! 전화기도 좋고 판매자 분도 빠르게 응댑해 주셨습니다.
3,164,LM-V500,V50 ThinQ,5,인터파크,g*e*****,20.07.15.,lgv50,좋아요 친절상담 좋아요빠른배송 감사합니다
4,164,LM-V500,V50 ThinQ,5,11번가,ca******,20.06.05.,최고예요,잘쓰고 있어요
5,164,LM-V500,V50 ThinQ,4,G마켓,g*w*****,20.05.12.,일단 상품이 저렴하고 좋아요. 요금제가 비싸지만,일단 상품이 저렴하고 좋아요. 요금제가 비싸지만
6,164,LM-V500,V50 ThinQ,5,G마켓,s*h*****,20.04.29.,좋아요,우체국택배라서 배송 빠르고 폰받고 전화하니 30분만에 개통되고 아주 만족합니다사은품도 제대로 왔네요
7,164,LM-V500,V50 ThinQ,5,인터파크,e*d*****,19.10.10.,너무 좋습니다,솔직히 v30을 쓰다가 이번에 좋은가격으로 v50으로 넘어왔는데요 베터리 성능이 가격대비 우수하고 디스플레이 밝기도 선명합니다 무엇보다도 직원분이 친절하셔서 잘 구매를 할 수 있었던거 같아요! 잘쓰겠습니다!
8,164,LM-V500,V50 ThinQ,5,G마켓,ryou****,19.05.23.,좋아요,온라인 구매가 처음이라 좀 의심스럽기도 했는데 해피콜 받고 당일 개통 후 발송이 바로 진행되었고 빠른 업무처리 매우 만족합니다.너무 저렴하게 좋은상품 감사합니다.
9,164,LM-V500,V50 ThinQ,4,,kby*****,19.06.21.,비교적 저렴한 가격에 구매하게 되어서 만족함. 사은...,"비교적 저렴한 가격에 구매하게 되어서 만족함. 사은품이 5거지 배송되었는데 사진하고는 다른 저렴한 사은품이 와서 사은품이 실망이며, 재고가 없다하여 1~2일 늦게 제품이 배송됨."
10,164,LM-V500,V50 ThinQ,5,G마켓,kar1****,19.05.23.,기다리던 V50,듀얼스크린도 언넝 신청해야지ㅎㅎ저렴하게 잘 샀습니다판매자님 번창하세용 ~~
11,164,LM-V500,V50 ThinQ,5,옥션,mini****,19.05.23.,너무 좋습니다!!,처음 구매 하는거라서 잘 몰라 이것저것 물어 봤는데 너무 친절했습니다.배송도 엄청 빨라서 놀랐습니다.사진은 v50으로 찍어 봤는데 화질도 좋은거 같습니다.만존 만족 대만족 입니다!!
12,164,LM-V500,V50 ThinQ,5,옥션,audg****,19.05.23.,정말 좋습니다.,정말 좋습니다.빠른 배송과 친절한 안내까지지금 휴대폰 만지작 거리고 있는데 기분 좋네요!
13,164,LM-V500,V50 ThinQ,5,G마켓,tndu****,19.05.29.,젤리케이스라도 좀  주시지 ㅜ,잘받앗습니다아침에 전화 안되 깜놀...일해야하는데  택배 찾으러갓네요
14,164,LM-V500,V50 ThinQ,5,G마켓,you*****,19.05.28.,가격대비성능이너무좋다,배송은 보통  성능이너무좋다 ㅎ ㅎ
15,164,LM-V500,V50 ThinQ,5,옥션,mint****,19.05.23.,드디어 받았습니당,ㅎㅎ  회사에서 받아서 바로 후기올려요듀얼스크린은 따로 신청해야하니 후기보시는 분은 참고해주셍?배송도 빠르고 친절한 상담 감사합니다~
16,164,LM-V500,V50 ThinQ,5,G마켓,alsw****,19.05.23.,잘 받았습니다!,배송이 짱 빠르네여회사에서 사진 한방 찍고 올립니다.친절한 상담과 빠른 배송 너무 만족 합니다.번창하세요
17,164,LM-V500,V50 ThinQ,5,G마켓,lees****,19.05.29.,핸드폰 이쁘고 좋아요,이제 듀얼스크린 기다려야되는데 설레네요 ㅋㅋㅋㅋ ㅎㅎㅎ
18,164,LM-V500,V50 ThinQ,2,옥션,bboo****,19.08.06.,핸드폰 상품 자체는 좋은데.. 당일배송도 아니었고 개통...,핸드폰 상품 자체는 좋은데.. 당일배송도 아니었고 개통이나 배송처리과정에서 직원들 일처리가 굉장히 미흡함
19,164,LM-V500,V50 ThinQ,5,롯데홈쇼핑,lar*****,19.07.24.,잘 받고 안내도 친절하였습니다.,잘 받고 안내도 친절하였습니다.
20,164,LM-V500,V50 ThinQ,5,,jhj*****,19.07.01.,v50 좋은가격에 구매해서 좋아요. 상담원 분들...,"v50 좋은가격에 구매해서 좋아요. 상담원 분들도 친절하게 안내해주셨구요, 오프라인 구매만 하다가 온라인으로 구매를 했는데,잘 개통되서 더욱 더 좋은거 같아요."
21,164,LM-V500,V50 ThinQ,5,인터파크,c*o*****,21.03.09.,LG사의 휴대폰사업 끝자락에 기념품처럼 휴대폰 소장~,"1. 유심 예전에 휴대폰을 바꿀 때 유심을 이미 재사용했는데 그러는 사이 세월이 흘러 몇 년 전부터 출시되는 휴대폰은 유심이 마이크로 유심에서 나노유심으로 바뀌었네요. 그걸 모르고 이번에도 유심 재사용을 신청했는데 끼우려고 보니 크기가 맞지 않아 근처에 있는 휴대폰 매장에 방문하여 나노유심사이즈로 잘라서 사용했습니다.2. 듀얼스크린듀얼스크린 무상지원이 2021년 3월까지 연장되어 휴대폰 본체와 함께 배송되어 받을 수 있었습니다.듀얼스크린이라 특히 좋은 점은 앱사용시 동시에 2개 이상을 사용할 때가 종종 있는데 그럴 때 창을 닫고 왔다갔다 하지 않고 동시에 두 화면을 비교해서 볼 수 있다는 것이 가장 큰 장점인 것 같습니다. 그리고 네이버웨일, 크롬, 지도 등을 검색할 때 확장모드로 변경하여 2개의 화면을 하나의 화면처럼 넓게 크게 볼 수 있다는 점도 또 하나의 장점입니다.3. 메모리이 모델은 2019년 10월 출시되었지만 RAM 8GB, 내장메모리가 256GB로 빠르고 현재 출시되는 휴대폰 모델 중 메모리면에서는 가장 높은 사양인 것 같습니다.  4. 카메라  화소가 최근에 출시되는 다른 휴대폰과 비교하여 높은 것은 아니지만 전문가처럼 카메라를 사용하는 것이 아니기 때문에 아웃포커스(주변환경을 다소 흐리게 표현하여 주 대상물에 집중하여 사진이 찍힘) 등 여러가지 기능이 있어 단순 개인소장용 사진으로 이쁘게 찍을 수 있어 좋습니다.  5. 단점 듀얼스크린이라 배터리 소모가 빠르고 다소 무거움. 하지만 본인이 원하면 듀얼스크린은 필요할 때만 장착하고 그렇지 않은 경우에는 본체만 따로 사용가능하기 때문에 일종의 선택적 단점입니다."
