,pl_id,pl_model_code,pl_name,star,market,write_id,upload_day,title,text
1,223,LM-F100,윙,4,삼성공식파트너 디지털마트,bbvf****,20.11.06.,선택약정 중인 유심 그대로 사용하려고 자급제로 구매했어요. 플래그십 성능까지는 필요없는데 막상 적당히 괜찮은 폰을 찾으려니 쉽지 않더라구요. 갤럭시S20FE랑 노트20이랑 세개를 ,선택약정 중인 유심 그대로 사용하려고 자급제로 구매했어요. 플래그십 성능까지는 필요없는데 막상 적당히 괜찮은 폰을 찾으려니 쉽지 않더라구요. 갤럭시S20FE랑 노트20이랑 세개를 마지막까지 비교했는데 FE는 터치불량 문제도 있고 디스플레이가 구형이라 주사율은 높게 나오지만 색감이나 번인이 신경쓰였고 노트20은 이번에 노트20울트라랑 너무 급차이를 두고 나왔다고해서 가성비가 아쉬웠어요. 윙도 중국업체의 디스플레이를 사용하고 AP도 중급기 수준이라 좀 걱정이 되긴했지만 새로운 폼팩터가 궁금하기도하고 앞에도 얘기했듯이 AP성능은 중급기 정도만해도 제 사용패턴에는 충분할꺼 같아 구매하기로 결정했습니다. 개봉하고 이틀밖에 사용하지 않았지만 느낀점을 말씀드리자면 우선 일루젼스카이 색상이 참 마음에 드네요. 하늘색 흰색 분홍색이 빛의 각도에 따라 변하는데 너무 영롱합니다. 그래서 케이스를 끼우면 매력이 너무 반감되는 느낌이에요. 두께가 좀 두꺼운데 그래서 사용할때는 오히려 그립감이 좋아요. 다만 무거운 무게와 더해져 주머니에 넣고 다니면 부담스럽긴합니다. 디스플레이는 중국산이라해서 걱정했던것과 달리 색감이나 밝기 모두 만족스러운데 듀얼스크린은 해상도가 조금 더 높았으면 하는 생각도 드네요. 그외에 듀얼모드로 사용하는것은 생각보다 금방 적응이 되었고 어느정도 익숙해지니 멀티테스킹에 확실히 유용하긴하네요. 향후에 두 스크린 간에 앱 전환이 바로 이루어질수 있게 업데이트만 된다면 진짜 편할꺼 같아요. 카메라도 나름 잘 나오는것 같고 화각이나 모드를 바꿔가며 써보는 재미가 있네요. 그외에는 유튜브 리뷰들을 보면서 모노스피커라거나 아무래도 폼팩터 특성상 유격이 좀 있다는 점 등 미리 알 수 있었던 이런저런 장단점이 있었구요. 어느 스마트폰이건 장단점이 없을순 없겠지만 실제 써보니 스위블 되는 듀얼스크린과 팝업 셀피카메라만으로도 이미 직장에서는 인싸템 대접을 받고있는 폰이 되었답니다. 높은 사양을 요구하는 게임을 하신다거나 작고 가벼운 폰을 선호하시는게 아니라면 추천할만한 폰이라고 결론을 내리고 싶어요. 아 그리고 또 한가지 아쉬운 부분이 기본으로 동봉된 액정보호필름이 품질이 그리 좋지않고 특히 전면 보호필름은 엣지 부분이 잘 붙지않아서 강화유리필름을 구매하려고 알아보는 중이에요 ㅠㅠ 그래도 한동안 만족하며 잘 사용할수 있을것 같습니다. 구매를 고려중이신 분들께 작은 도움이 되었으면 좋겠네요 :)
2,223,LM-F100,윙,5,LG전자인증점 CDS유통,subi****,20.10.10.,스윙블폰 어떨지 궁금했는데 정말 신기하고 재밌는 폰이네요ㅎ 셀카 찍을때는 폰 상단에서 슝 소리가 나면서 카메라가 튀어 나오는데 정말 신기합니다.짐벌카메라 기능이 있어서 폰을 움직이,"스윙블폰 어떨지 궁금했는데 정말 신기하고 재밌는 폰이네요ㅎ 셀카 찍을때는 폰 상단에서 슝 소리가 나면서 카메라가 튀어 나오는데 정말 신기합니다.짐벌카메라 기능이 있어서 폰을 움직이지 않고 가상 조이스틱만으로 흔들림 없이 전문가처럼 찍을수도 있어서 좋고 듀얼레코딩 기능이 있어서 전,후면을 한번에 찍을수도 있는데 저장도 같이 할수 있어서 인스타나 페북에 올릴때 정말 좋습니다ㅎ 역시 아이디어의 엘지네요ㅎㅎ  그리고 색상은 일루전스카이인데 색깔이 정말 예쁘고 고급스럽습니다. 기능뿐만 아니라 디자인도 최고에요ㅎ 필름이랑 케이스도 들어 있습니다. 배송도 엄청 빠르고 강추 합니다ㅎ"
3,223,LM-F100,윙,4,삼성공식파트너 디지털마트,bbvf****,20.12.09.,사용하다보니 처음의 신선한 느낌은 많이 사라졌네요. 당장 폰이 너무 무겁다는 느낌이 강합니다. 뒤에 그립톡을 부착하니 사용하기엔 많이 괜찮아졌지만 무선충전을 사용할수없고 엘지페이를,사용하다보니 처음의 신선한 느낌은 많이 사라졌네요. 당장 폰이 너무 무겁다는 느낌이 강합니다. 뒤에 그립톡을 부착하니 사용하기엔 많이 괜찮아졌지만 무선충전을 사용할수없고 엘지페이를 사용할때 신경써서 갖다대야하는 불편함이 있네요. 업데이트가 되면서 속도도 좀더 빨라졌고 두개의 앱을 쓰는중에 화면간의 전환도 가능해져서 사용성은 보완이 되었습니다. 그래도 여전히 스위블이란 폼팩터에 대한 확실한 구매요인을 제공해주지 못하고 부차적인 단점이 공존하는지라 다른 사람들에게 쉽게 추천해주진 못할꺼 같아요. 케이스가 후면에 부착이 되어야하는 방식이라 아직까지도 선택의 폭이 좁고 곡면 디스플레이라 필름이나 강화유리 고르기도 까다롭네요. 그래도 엘지에서 꾸준히 업데이트를 해주려고 하는것 같아 아직까진 다행이라 생각하고 사용중입니다. 엘지에서 사후관리를 꾸준히해주고 소프트웨어적인 활용성을 더 높여 좀더 대중적인 폰 또는 폼팩터로 자리매김할수 있기를 바라요.
4,223,LM-F100,윙,2,삼성공식파트너 디지털마트,fost****,20.12.03.,"택배운송장에 내용물란에 휴대폰이라고 그대로 적는건 좀 아니라고 생각이 드는데 일단은 잘받았으니 넘어가고, 휴대폰은 나름 만족스러운데 윙 돌렸다가 닫을때 긁히는소리가 좀 많이나네요매","택배운송장에 내용물란에 휴대폰이라고 그대로 적는건 좀 아니라고 생각이 드는데 일단은 잘받았으니 넘어가고, 휴대폰은 나름 만족스러운데 윙 돌렸다가 닫을때 긁히는소리가 좀 많이나네요매장에서 전시제품 만져봤을땐 긁히는소리를 못들은거같았는데..  은근 거슬리네요모서리부분에 살짝찍혀있는것도 그렇고.."
5,223,LM-F100,윙,5,SSG닷컴,id******,20.11.07.,실제 사용해보니 너무 마음에 듭,실제 사용해보니 너무 마음에 듭니다...사진 화질도 무지 좋구요...가로화면 강의 동영상 시청하면서 아래화면으로 통화 뉴스검색 모든게 다 되요..지금까지 이런 폰 처음이네요..완전 신세계입니다첫번째폰은 아내용으로 샀는데 딸이 엄마 사용하는거보고 자기도 사달라고 난리네요..ㅎㅎ  그래서 1대 더 추가 구매할려고 합니다...지난번엔.ㄴ 카드 할인이 있어 싸게 샀는데 이번에도 가능한지 좀 찾아봐야 할듯요...여유가 되면 한대 더 해서 자동차 네비게이션으로 사영하면 좋을거 같아요...특히 영업하시는분들은 최강추인거 같읍니다.자동차 운전 많으신 분들에게는 가장 좋을거 같읍니다..가족여행중에 사진찍으니 화질 끝내주고요...사진찍기도 너무 편하고 좋은거 같읍니다위에화면은 강의 동영상 틀어놓고 밑에화면은 카톡이나 인터넷검색  정말 색다른 경험입니다주변동료들도 신기하다고 만져보면서 바꾸고 싶다는 얘기들을 많이들하네요.사진 짐벌모드 듀얼레코딩  등등 아주 신기한 기능도 많답니다오래오래 사용했으면 좋겠어요..그래서 아주 조심조심 사용한답니다..ㅎㅎ
6,223,LM-F100,윙,5,하이마트쇼핑몰,x*d*****,21.03.12.,고민끝에 구매했는데 생각보다 더,"고민끝에 구매했는데 생각보다 더 만족스럽네요.깨끗한 새 제품으로 빠르게 배송되었으며, 무이자24개월 할부지원도 좋네요."
7,223,LM-F100,윙,5,삼성공식파트너 디지털마트,jang****,20.11.14.,잘 받았습니다. 배송 빨라요. 동봉된 필름이 엣지 부분 붙지를 않네요. LG에서 더 신경 써야 되지 않나 생각이 듭니다. 제품은 적응시간이 좀 걸리겠네요.,잘 받았습니다. 배송 빨라요. 동봉된 필름이 엣지 부분 붙지를 않네요. LG에서 더 신경 써야 되지 않나 생각이 듭니다. 제품은 적응시간이 좀 걸리겠네요.
8,223,LM-F100,윙,4,삼성공식파트너 디지털마트,sjkt****,20.12.05.,현재까지 잘사용중이예요 영상편집용으로 카메라가 너무 맘에 들어요 스크린이 두개니 두가지일을 한번에 할 수 있어 편합니다 다만 무게가 좀 많이 나가는거 빼고는 만족입니다,현재까지 잘사용중이예요 영상편집용으로 카메라가 너무 맘에 들어요 스크린이 두개니 두가지일을 한번에 할 수 있어 편합니다 다만 무게가 좀 많이 나가는거 빼고는 만족입니다
9,223,LM-F100,윙,5,삼성공식파트너 디지털마트,fate****,20.12.04.,총알배송~~제품 넘 좋아요^^,총알배송~~제품 넘 좋아요^^
10,223,LM-F100,윙,5,삼성공식파트너 디지털마트,navy****,20.10.28.,빠른배송에 역시 엘지네요 유투브 방송이나 촬영할때 요긴하게 쓸것 같아요!,빠른배송에 역시 엘지네요 유투브 방송이나 촬영할때 요긴하게 쓸것 같아요!
