,pl_id,pl_model_code,pl_name,star,market,write_id,upload_day,title,text,Target,URL
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,dja*****,2017-10-20,,"
물건은 잘 받았습니다. 근데 사은품은 안왔네요~~
",X5 2018 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13666962&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 4개,11번가,hon*****,2017-10-20,,"
가계통 공기계임.... 주문하고 다음날 바로 받음
",X5 2018 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13666962&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,kkp*****,2018-08-06,,"
잘 샀어요
",X5 2018 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13666962&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,z34*****,2017-04-23,,"

",X5 2018 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13666962&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 4개,11번가,lim******,2017-11-28,,"
가성비 좋아요!~~
",X5 2018 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13666962&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,hoh***,2018-02-14,,"
빠른배송 만족합니다.
",X5 2018 32GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13666962&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,tv9****,2018-06-18,,"
완전 새거에요 눈 크게 뜨고 찾아봐도 기스는 볼 수가 없네요 ㅋㅋㅋ 제꺼보고 가족들도 구매하고 싶다고 했어요 또 구매할게요 감사합니다^^
",X5 16GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246715&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,tae***,2020-08-22,,"
B급으로 구입을 했는데 기대이상으로 상태가좋아요. 그리고 문의 사항이 있어서 전화를 했었는데 전화받는 분이 굉장히 친절하십니다.
",X5 16GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246715&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,tjc*****,2019-05-23,,"
다행이 제가 원하는 색상인 화이트 로 왔네여~^^ 
 상태도 좋고 거의 새것이나 마찬가지네여
",X5 16GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246715&trTypeCd=PW08&trCtgrNo=585021
0,184,LG-F770,X5,판매자 평점 별5개 중 5개,11번가,jen*******,2019-05-09,,"
저렴한 가격에 상품품질도 대만족이고 
가성비최고입니다
",X5 16GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246715&trTypeCd=PW08&trCtgrNo=585021
