,pl_id,text1,text2,text3
0,126,갑자기 가격이 내려가서 이 가격이 맞나 싶을 때 샀는데 정말 기기값은 없다고 생각될 정도로 싸게 구매했습니다. 유심신청을 안했는데  엄마 핸드폰이라서 유심 구매하는 게 까다로워서 하루 정도 엄마가 핸드폰을 못 썼네요ㅜㅠ 다음에는 꼭 유심 같이 구매할게요! 다른 색깔은 다 써봐서 안써본 색깔로 샀는데 좋네요.,"주문은 3월 3일인데, 폰 받은 날은 3월 7일임..  도중에 물량 없어서 물량 입고후 보내준다는 연락 받아서 그런가보다 함.   바로 대리점 가서 기변하고, 이것저것 확인 중...   하단 빛샘 발견, 게다가 이어폰 극갈림까지... 검색해보니 9월인가 새제품에 개선됐다고 하는데,  제조년월은 2018년 5월... 오래되도 한참 오래됐다. 아마 물량 없어서 구한다는 말이 어디 짱박힌거 구하다보니 그런듯...  그나마 a/s는 친절하다는데 낼 바로 찾아가야겠다.   새제품 바로 확인해보고 이래 저래 실망만... ","나름 합리적인 가격으로 잘 구입한것 같아요.. 구입 과정에서 휴대폰 컬러 문의 했었는데,직원분 전화 응대가 빠르게 이뤄지지 않은 점, 서비스로 오는 글라스필름?이 와장창 깨져 있고, 사이즈 또한 g7에 많이 작았다는 점... 정도 아쉽네요. 참고로 대한통운 하루면 거의 받는데 3일째 인가 수령한 것 같습니다. 배송 기다리다가 중간에 핸드폰 안 되서 알려주신 대로 기존폰 전원을 대여섯번 껏다 켰다..아이고야...같은 날 발급신청한 롯데카드보다 더 늦게 오다니..충격 좀 받았네요.. 믿음의 배송 우체국택배 이용하시기를 정중히 권해드립니다. 그리고 엘지폰 6년 만인데.. 많이 발전했네요. G7 몹시 만족합니다!  "
0,127,너무나도 저렴하게 구입해서 기분좋고 부산인데 하루만에와서 또 기분좋고 휴대폰오면 케이스사러 가야지 하고 생각하고있었는데  너무나 고급진 케이스2개에 고급진방탄필름까지 챙겨주시고 너무너무 감사합니다 음질도 성능도 아주마음에들어요 사업번창하세요 오래오래 잘사용하겠습니다 감사합니다,"주문 후 개통, 배송까지 빠르게 처리되어 불편함 없이 바꿨습니다생각보다색 너무 예쁨감사합니다~~~~ ",1마넌의 행복은 바로 이런것이죠.껄껄껄 할원 제로. 육구욕 6개월 심플코스로 유지후  변경가능. 스펙은 갤9 보다 좋은것같습니다.
0,130,"정말 이번 구매 너무 너무 만족스러워요 집앞에 대리점에서 하면 바로 받을수는 있지만어차피 배송이 하루밖에 안걸려서 빨리 받았어요 그리구 우체국택배라 그런지 저는 아침일찍 기사님이 오셨더라구요 총알 배송 ~ 너무 맘에 들어요 ~~~ GOOD~ 사은품도 이렇게나 많이줬어요 솔직히 프리미엄만 봐서나머지는 별 신경안썼는데 꽤 쓸만한게 있더라구요 하나하나 깨알이예요 스마트링이 아주 맘에들어요!!잘쓸께요 ~~ 저는 무난하게 티탄색으로 구매했어요 역시 깔끔하고 곡선형태로 디자인도 마음에 들어요 !!그리고 상담원 직원분도 제가 궁금한거 물어볼때마다 다 상냥하게 대답해 주셨어요 감사합니다. 그분~이름은 모르겠지만 감사드려요 덕분에 좋은구매 했습니다 인터넷으로 폰을 구매하는걸 좀 믿지못했었는데 이번 계기로 편견이 없어졌네요~ 너무 기분좋은 구매였습니다!!후기 작성시 별도로 기프티도 주신다고 되어있더라구요~저도 주실꺼죠? ㅋ,ㅋ 감사드려요 정말 바꿈 고맙네요 ","구매한지 꽤 오래되었는데 이제 후기를 올리네요..우연한 기회에 최고의 특가로 구매를 하였습니다. 전부터 사용하고 싶던 핸드폰이었는데 어머님께 선물하게 되었네요.LG G5 출시가 좀 된거라 그런지 받은 제품 제조년월일이 1년도 더 된거더라구요.핸드폰 성능에는 문제가 없어 보이는데 밧데리 성능은 걱정이 됩니다. 밧데리가 한개이고 추가 사은품이 하나도 없던 것이 아쉽지만,구매 당시 구입특가로는 대만족입니다. ",LG L5 구매는 만족 스럽습니다.핸드폰은 잘 만든듯 하고좀 부족한 부분도 없지않아 있지만기존 지프로투보다는 확실히 좋습니다. 단점은 케이스가 문제 입니다. 한번 떨군적이 있는데 측면에 찍히니깐 페인트가 벗겨?다고 해야 되나? 암튼 약합니다. 생각보다파손이나 그런건 아니지만 찍힘이 좀 남는다는게 그렇네요두번째 굉장히 미끄럽습니다. 핸드폰이손에 감기는 맛보다는 메끈한 느낌인지라 손에서 잘 미끄러 집니다. 케이스 무조건 하는게 오래 쓸듯 싶습니다. 3번째는 충전중 온도가 약간 올라 갑니다.이건 크게 문제가 안될수도 저만 그럴수도 있는거라기존에 지프로투 보다는 굉장히 낮은 온도지만 충전중에 약간 따듯 합니다. 장점은 터지가 편합니다. 전 손가락이 커서 기존 지프로투도 잘못 터치 되는 경우가 많았는데 요번건 확실히 덜해요 크기는 더 작아졌고 자판도 더 작아 졌는데터치가 정확합니다. 보안방법이 참 많아 ?습니다. 지프로투에 비해안면인식 지문인식 여러방법으로 핸드폰 잠금을 할수 있고 해제 할수 있습니다.요즘 나오는 폰엔 다 있는 기능이지만 제꺼에는 없던 기능이라 매우 좋고 편리하게 사용하고 있습니다. 동영상이나 게임을 장시간 돌려도 발열이 낮습니다.그래픽도 게임최적화 모드를 지원해서 발열이 낮습니다.이젠 겜 하면서도 크게 걱정 안합니다. 지프로투 발열 무지 심했었습니다. ㅠㅠ 외부스피커 무지 괜찮습니다. 소리나 크기나 널리 퍼지는 정도도 괘 맘에 듭니다. 카메라를 지원하는 기능이 대폭 개선 됐습니다.카메라가 2가지 모드를 지원하는데 기존처럼 찍는 방법과 135도 광각으로 찍는 방법을 지원합니다.확실히 보다 넓은 시야각으로 많은양을 한장에 담을수 있습니다.그외 한장에 여러 사진을 답는컷도 있고 여러가지가 있어서 찍는 재미가 있습니다. 이정도까지만 적을께요 더써보고 더 좋아진게 있나 찾아 봐야 겠네요암튼 엘지 만족합니다. 통신사는 좀 . 그랬네요 가입을 목요일에 했는데 물건은 화요일날 받아서물건이 없어서 오래 걸렸다고 하는데 미리 전화 준것도 아니고 제가 일일이 전화해서 물어보고 확인 하고 그랬습니다.그렇게 친절하다고는 할수 없었네요 배송기간도 당연 오래 걸렸구요요번에 사은품 관련해도 오늘 
0,131,예전엣사용하던폰이 기능이저하되어 이번에 스펙이 엄청좋은 G4연금가로 구매했습니다 배송받고 며칠간 사용해보니  모든기능잘되고  특히 카메라 후면1600만 전면800만화소 라 서 사진 아주잘찍혀요[G마켓 안드로이드 앱에서 작성],"스카이블루 색잘 사용할께요~~스카이블루 색상 받았는데, 예쁘네요~ 와인색을 받았으면 하는 아쉬움이 있었지만.... 갤럭시만 써오다가 이번에 엘지폰으로 넘어와봤는데 아직은 낯설지만,, 곧 적응하겠죠~^^아쉬운건~~ 투명 케이스라도 같이 있었으면....^^",가격만족도/성능/사용편의성 등 :가격만족  성능만족 사용편의송만족 상태/배송 : 상태만족 재송만족 그 외 도움이 될 만한 사용후기 : 매우만족  옥션 안드로이드 앱으로 작성
0,132,"배송이 하루지연되어서, 통화불통으로 힘들었네요.그래도, 가격이 정말좋았습니다.제조일자가 좀오래 되긴했어도, 성능에 전혀 지장이 없었습니다. ",배송 빠르고 사장님 친절하시고 폰도 마음에 듭니다 요새 나오는 5~60만원대 폰의 성능인데 싸게 잘 샀네요원하던 칼라는 아니지만 흰색도 괜찮네요,"할부를 싫어해서 현금주고 샀는데. 싸게 잘 샀네요. LG 스맛폰은 처음인데, 버튼이 뒤에 있어 좀 낮서네요 "
0,133,"배송이 하루지연되어서, 통화불통으로 힘들었네요.그래도, 가격이 정말좋았습니다.제조일자가 좀오래 되긴했어도, 성능에 전혀 지장이 없었습니다. ",배송 빠르고 사장님 친절하시고 폰도 마음에 듭니다 요새 나오는 5~60만원대 폰의 성능인데 싸게 잘 샀네요원하던 칼라는 아니지만 흰색도 괜찮네요,"할부를 싫어해서 현금주고 샀는데. 싸게 잘 샀네요. LG 스맛폰은 처음인데, 버튼이 뒤에 있어 좀 낮서네요 "
0,134,,,
0,136,"배송이 하루지연되어서, 통화불통으로 힘들었네요.그래도, 가격이 정말좋았습니다.제조일자가 좀오래 되긴했어도, 성능에 전혀 지장이 없었습니다. ",배송 빠르고 사장님 친절하시고 폰도 마음에 듭니다 요새 나오는 5~60만원대 폰의 성능인데 싸게 잘 샀네요원하던 칼라는 아니지만 흰색도 괜찮네요,"할부를 싫어해서 현금주고 샀는데. 싸게 잘 샀네요. LG 스맛폰은 처음인데, 버튼이 뒤에 있어 좀 낮서네요 "
0,137,이거는 옵티머스2x의 해외 출시 모델입니다. ,이건왜 노바디스플레이 안쓰죠??,
0,138,"매일 컴 켤때마다 최신뉴스,각종검색 통해 정보를 구하는데,아직 미니프로 국내에 신제품이 출시된다는 말은 없네요,이상하게 쿼티폰이 실제 엄청 편리하고,화면은 작아도 콤팩트한게 딱 원하는 제품인데아~ 아~ 나오긴 나오려나...",만약에 듀얼코어에다가 dmb 되고 화면이 아주 약간더 큰 3.2인치 였다면아주 대박 날꺼 같은데 하지만 난 배터리만 오래간다면 대 만족일꺼 같음,가격 좀 떨어지면 익스팬시스같은데서 사야겠어요레알 내가 원하는 스펙인뎅태블릿+이거 쓰는게 짱일듯
0,140,출시되기만을기다리고있어요 엑스페리아S 무산되서 후속작나오기만을기다렸네요 이번에는꼭출시하시길!!!!!,,
0,152,이거 싱글코어 입니다. 누가 듀얼이래요...그리고 이건 글로벌모델이라 스펙 상승 없을 겁니다...,"2.3진져 브래드탑재..1.2GHz 듀얼코어 탑재,전면카메라 500메가.이건데 당신뭔데 그따위로 막올림? 삼성이 손썼나 .기술력엔  htc에 딸린데...괴물이 나타나서 ?",아직 출시예정입니다두고두고 지켜봐야지
0,154,친절하게 하나하나 카톡으로도 답변주시고 좋았습니다.빠른배송도 마음에 듭니다.단 사은품은 하루차이로 옵니다.^^ 크게 불편하지는 않습니다.폰은 아버지가 쓰시는건데 마음에 들어 하십니다.q9 이폰 은근히 중급기종중에 가장 좋은거 같습니다.가볍고 발열도 거의 없고 대만족,기대반 설렘반으로 기다렸는데 배송후 하루만에 받았어요..기대했던거 만큼 핸드폰 좋습니다.색상도 예쁘고 아이가 얼굴인식도 된다고 신나했네요..아직 케이스랑 필름을 하지않은상태라 아끼고 또 아끼는 아이 모습 보면서 정말 좋아 하니... 저도 좋습니다.,"포장/배송 : 오전 8시경에 주문하니, 다음날 오후에 도착.색상 : 검은색. 사진 및 상품 상세설명 참조디자인 : 사진 및 상품 상세설명 참조품질 : 만족함재구매 의향 : 있음그 밖의 제품 특징 : 가성비가 아주 좋아보입니다.만족합니다.많이 파세요!"
0,155,"
스마트폰은 아주 쌔거인데, 구성품은 기대 안해야겠어요. 충전기도 고속충전 지원 안하는정품아닌 싸구려이고 케이스는 어시스트 버튼을 계속 눌러대네요.
",,
0,156,너무 저렴하게 구입했어요그리고 쓰던요금제 그대로 사용할수 있어서 좋아요화면도 크고 지문인식에.. 거기다 펜까지 ㅎㅎ아이가 너무 맘에 들어해요 ^^투명케이스도 테두리가 좀 더 튀어나와서 휴대폰을 잘 보호해줄것같고 무엇보다 방탄필름 기대이상이네요잘 쓸께요~ 감사해요~ ^^,아들폰 액정이 파손되어 아들에게 LG Q8(색상:블랙)제품 사주니 매우 좋아하네요 크기도 색상도 마음에 들어하네요.사은품도 다음날 바로 배송되어 아들폰 액정 스크래치 안나게 액정보호필름도 부착해주니 기뻐하네요~~,아이꺼 기변 해 줬는데 맘에 들어 하네요.노트에 비해 펜이 부실한게 아쉽긴 한데 가격도 착하고 가볍고 성능도 무난한것 같아요.신청서 작성해서 보내자 마자 빠른 처리로 폰도 빠르게 받았어요.사은품도 다음 날 바로 왔네요.
0,157,너무 저렴하게 구입했어요그리고 쓰던요금제 그대로 사용할수 있어서 좋아요화면도 크고 지문인식에.. 거기다 펜까지 ㅎㅎ아이가 너무 맘에 들어해요 ^^투명케이스도 테두리가 좀 더 튀어나와서 휴대폰을 잘 보호해줄것같고 무엇보다 방탄필름 기대이상이네요잘 쓸께요~ 감사해요~ ^^,아들폰 액정이 파손되어 아들에게 LG Q8(색상:블랙)제품 사주니 매우 좋아하네요 크기도 색상도 마음에 들어하네요.사은품도 다음날 바로 배송되어 아들폰 액정 스크래치 안나게 액정보호필름도 부착해주니 기뻐하네요~~,아이꺼 기변 해 줬는데 맘에 들어 하네요.노트에 비해 펜이 부실한게 아쉽긴 한데 가격도 착하고 가볍고 성능도 무난한것 같아요.신청서 작성해서 보내자 마자 빠른 처리로 폰도 빠르게 받았어요.사은품도 다음 날 바로 왔네요.
0,158,너무 저렴하게 구입했어요그리고 쓰던요금제 그대로 사용할수 있어서 좋아요화면도 크고 지문인식에.. 거기다 펜까지 ㅎㅎ아이가 너무 맘에 들어해요 ^^투명케이스도 테두리가 좀 더 튀어나와서 휴대폰을 잘 보호해줄것같고 무엇보다 방탄필름 기대이상이네요잘 쓸께요~ 감사해요~ ^^,아들폰 액정이 파손되어 아들에게 LG Q8(색상:블랙)제품 사주니 매우 좋아하네요 크기도 색상도 마음에 들어하네요.사은품도 다음날 바로 배송되어 아들폰 액정 스크래치 안나게 액정보호필름도 부착해주니 기뻐하네요~~,아이꺼 기변 해 줬는데 맘에 들어 하네요.노트에 비해 펜이 부실한게 아쉽긴 한데 가격도 착하고 가볍고 성능도 무난한것 같아요.신청서 작성해서 보내자 마자 빠른 처리로 폰도 빠르게 받았어요.사은품도 다음 날 바로 왔네요.
0,160,,,
0,161,,,
0,162,,,
0,164,"1. 유심 예전에 휴대폰을 바꿀 때 유심을 이미 재사용했는데 그러는 사이 세월이 흘러 몇 년 전부터 출시되는 휴대폰은 유심이 마이크로 유심에서 나노유심으로 바뀌었네요. 그걸 모르고 이번에도 유심 재사용을 신청했는데 끼우려고 보니 크기가 맞지 않아 근처에 있는 휴대폰 매장에 방문하여 나노유심사이즈로 잘라서 사용했습니다.2. 듀얼스크린듀얼스크린 무상지원이 2021년 3월까지 연장되어 휴대폰 본체와 함께 배송되어 받을 수 있었습니다.듀얼스크린이라 특히 좋은 점은 앱사용시 동시에 2개 이상을 사용할 때가 종종 있는데 그럴 때 창을 닫고 왔다갔다 하지 않고 동시에 두 화면을 비교해서 볼 수 있다는 것이 가장 큰 장점인 것 같습니다. 그리고 네이버웨일, 크롬, 지도 등을 검색할 때 확장모드로 변경하여 2개의 화면을 하나의 화면처럼 넓게 크게 볼 수 있다는 점도 또 하나의 장점입니다.3. 메모리이 모델은 2019년 10월 출시되었지만 RAM 8GB, 내장메모리가 256GB로 빠르고 현재 출시되는 휴대폰 모델 중 메모리면에서는 가장 높은 사양인 것 같습니다.  4. 카메라  화소가 최근에 출시되는 다른 휴대폰과 비교하여 높은 것은 아니지만 전문가처럼 카메라를 사용하는 것이 아니기 때문에 아웃포커스(주변환경을 다소 흐리게 표현하여 주 대상물에 집중하여 사진이 찍힘) 등 여러가지 기능이 있어 단순 개인소장용 사진으로 이쁘게 찍을 수 있어 좋습니다.  5. 단점 듀얼스크린이라 배터리 소모가 빠르고 다소 무거움. 하지만 본인이 원하면 듀얼스크린은 필요할 때만 장착하고 그렇지 않은 경우에는 본체만 따로 사용가능하기 때문에 일종의 선택적 단점입니다.",재고가 없다고 하셔서 오래 기다렸다 받았습니다.흠...일단 몇가지만 말한다면 2019년 10월 제조 휴대폰입니다.그러다 보니 완전히 방전되서 충전부터 해야했죠.그리고 가장 큰 문제는 기존에는 잘 사용하던 sd카드 규격이 미묘하게 맞지 않아요. 유심은 쏙 들어가는데 sd카드는 어떻게 해도 들어가지가 않네요ㅜㅜ트레이가 불량인지 요새 나오는 sd카드의 사이즈가 미묘하게 달라진건지...일단 다른 sd카드를 주문했으니 받아서 끼어봐야겠어요. 저장 공간이 256이나 되니 당장은 필요할것 같지는 않지만 그래도 sd카드를 껴놔야 맘놓고 사용 할 것 같아요.그 외에는 일단 큰 문제는 없어 보이네요.,"LG V30S를 2년 넘게 사용하고 있다가 기변을 할까말까 하던 와중에 LG V50S를 좋은 조건에 구매하게 되었습니다 어제 전화로 상담해주시고   발송해주셔서 오늘 바로 받았네요듀얼 디스플레이까지 지원되니 좋아요 5G폰은 고가 요금제가 필수인 경우가 많은데 이번에 구매할때 제한이 없어서 좋았어요여기 판매자분께 스마트폰 세개째 구입중입니다 딸은 LG G8, 아들은 작년 11월에 갤럭시 A31로 이번에 LG V50S까지 매번 저렴한 요금제로 특별한 조건없이 구입할수 있어서 좋았습니다앞으로 올연말쯤 약정 끝나는 가족 있는데 또 구입할 계획입니다 앞으로도 계속 이용하게 될것 같네요~~"
0,165,"1. 유심 예전에 휴대폰을 바꿀 때 유심을 이미 재사용했는데 그러는 사이 세월이 흘러 몇 년 전부터 출시되는 휴대폰은 유심이 마이크로 유심에서 나노유심으로 바뀌었네요. 그걸 모르고 이번에도 유심 재사용을 신청했는데 끼우려고 보니 크기가 맞지 않아 근처에 있는 휴대폰 매장에 방문하여 나노유심사이즈로 잘라서 사용했습니다.2. 듀얼스크린듀얼스크린 무상지원이 2021년 3월까지 연장되어 휴대폰 본체와 함께 배송되어 받을 수 있었습니다.듀얼스크린이라 특히 좋은 점은 앱사용시 동시에 2개 이상을 사용할 때가 종종 있는데 그럴 때 창을 닫고 왔다갔다 하지 않고 동시에 두 화면을 비교해서 볼 수 있다는 것이 가장 큰 장점인 것 같습니다. 그리고 네이버웨일, 크롬, 지도 등을 검색할 때 확장모드로 변경하여 2개의 화면을 하나의 화면처럼 넓게 크게 볼 수 있다는 점도 또 하나의 장점입니다.3. 메모리이 모델은 2019년 10월 출시되었지만 RAM 8GB, 내장메모리가 256GB로 빠르고 현재 출시되는 휴대폰 모델 중 메모리면에서는 가장 높은 사양인 것 같습니다.  4. 카메라  화소가 최근에 출시되는 다른 휴대폰과 비교하여 높은 것은 아니지만 전문가처럼 카메라를 사용하는 것이 아니기 때문에 아웃포커스(주변환경을 다소 흐리게 표현하여 주 대상물에 집중하여 사진이 찍힘) 등 여러가지 기능이 있어 단순 개인소장용 사진으로 이쁘게 찍을 수 있어 좋습니다.  5. 단점 듀얼스크린이라 배터리 소모가 빠르고 다소 무거움. 하지만 본인이 원하면 듀얼스크린은 필요할 때만 장착하고 그렇지 않은 경우에는 본체만 따로 사용가능하기 때문에 일종의 선택적 단점입니다.",재고가 없다고 하셔서 오래 기다렸다 받았습니다.흠...일단 몇가지만 말한다면 2019년 10월 제조 휴대폰입니다.그러다 보니 완전히 방전되서 충전부터 해야했죠.그리고 가장 큰 문제는 기존에는 잘 사용하던 sd카드 규격이 미묘하게 맞지 않아요. 유심은 쏙 들어가는데 sd카드는 어떻게 해도 들어가지가 않네요ㅜㅜ트레이가 불량인지 요새 나오는 sd카드의 사이즈가 미묘하게 달라진건지...일단 다른 sd카드를 주문했으니 받아서 끼어봐야겠어요. 저장 공간이 256이나 되니 당장은 필요할것 같지는 않지만 그래도 sd카드를 껴놔야 맘놓고 사용 할 것 같아요.그 외에는 일단 큰 문제는 없어 보이네요.,"LG V30S를 2년 넘게 사용하고 있다가 기변을 할까말까 하던 와중에 LG V50S를 좋은 조건에 구매하게 되었습니다 어제 전화로 상담해주시고   발송해주셔서 오늘 바로 받았네요듀얼 디스플레이까지 지원되니 좋아요 5G폰은 고가 요금제가 필수인 경우가 많은데 이번에 구매할때 제한이 없어서 좋았어요여기 판매자분께 스마트폰 세개째 구입중입니다 딸은 LG G8, 아들은 작년 11월에 갤럭시 A31로 이번에 LG V50S까지 매번 저렴한 요금제로 특별한 조건없이 구입할수 있어서 좋았습니다앞으로 올연말쯤 약정 끝나는 가족 있는데 또 구입할 계획입니다 앞으로도 계속 이용하게 될것 같네요~~"
0,166,다른 곳들이랑 비교해봤을 때 할부원금도 더 저렴하고 구매시 완납이라 이자도 따로 안나가서 편해요. 요금제도 다른 곳들은 더 비싼거 해야만 지원금 최대로 받는데 돈 더 내고 딱히 필요하지 않은 사은품 왕창 받는 것보다 사은품 안받고 가격 깎는 게 더 좋아서 여기서 했어요. 대신 진짜로 케이스나 액정필름 하나 붙어오는 거 없으니까 폰 흠집나는거 걱정되시는 분들은 케이스랑 필름 미리 준비하시는 게. 저는 미리 준비해서 처음부터 직접 고른 케이스랑 튼튼한 필름 붙여 쓰니까 더 좋네요. 케바케인진 모르겠는데 전 메일이 주문 넣은 다음 날 오전에 왔더라구요. 메일로 받은 신청서 작성하고 그 날 오후에 해피콜 받고 바로 다음날 폰 받았어요. 해피콜 친절하고 간결해서 좋았습니다. 배송 빠른 것도 좋고 원하는 색상이 그레이였는데 다행히 재고가 있어서 잘 받았어요.,재고가 2018년 8월이네요... 작년에 산 g7 이 2018년 9월인데  말이죠^^ 덕분에 밧데리 일찍 닳고 소프트웨어 업데이트 하다가 꼬여서 서비스센터가서 3일은 고생했습니다  소프트웨어 업데이트 도중 오레오에서 렉먹어서 한참 걸렸네요 찝찝하신 분 통신사 가서 직접 개통이 좋을 듯 합니다^^,진짜 할부원금 0원 맞네요6개월 후에 요금제 바꾸면 되구요상담하시는 분들 친절하시고 배송도 빨라요폰 기능도 좋고 가볍고 화면 크고요여러모로 마음에 듭니다
0,167,디스플레이는 갤럭시보다 좋습니다배송에 문제가 있어 하루 늦게 받아 전화기 마비되었는건 빼고 좋은거 같습니다사은품 빨리보내주세요,"LG V20 을 2년 5개월 사용하고 어쩌다가 이번에 V35 로 기기변경을 하게 되었습니다.V40 의 노치 디자인과, V50 이 맘에 안들어서, 어쩔 수 없는 선택이었지요.얼마 전에 요금제에 따라 할부원금이 10만원 미만이었다는 이야기도 있던데, 기기변경이라 현금 완납 조건으로 가장 좋은 조건에 구입하고자 했습니다.한 3~4일 사용해본 결과,1. 매우 가볍습니다 - 손으로 들때마다 느껴집니다 - V20 의 2/3 정도 느낌2. 상당히 빠르고 가볍게 구동되네요 - 인터넷/앱구동 등등 깜짝 놀랄 정도로 매우 빠릅니다.   버스 앱 / 유튜브 / 웹서핑 / ... 상당히 빨라졌음이 느껴졌습니다. 너무 빠른 것 아닌가 싶을 정도.3. 배터리가 매우 오래갑니다 - 화면 켜짐 6시간 포함해서 30시간 정도는 버텨주는 것 같네요.   완전방전~완전충전까지는 약 1시간 40분~2시간 정도 걸리는 듯 합니다.4. 라디오 수신 기능 - WiFi 라디오가 아닌 진짜 라디오 전파 수신됩니다.   라디오 음질 너무 좋습니다.5. Quad-DAC 음질은 V20 과 다른 듯 - V20 은 맛깔나는 음악을 들려준다면, V35는 좀 평범한 듯 약간 수수한 듯, 하지만 해상도 높은 음악을 들려줍니다 같은 음원, 같은 이어폰으로 들었을 때, V20 이 살짝 더 박력이 있다고 해야 할지 다이나믹한 듯 들리네요. 해상도는 V35가 조금 더 나은 듯도 합니다만..6. OLED 화면 좋네요 - 누가 그랬는지는 모르지만 모래알이 자글거린다는 이상한 이야기를 하는 사람들이 있던데, 힐링쉴드 올레포빅 액정보호 필름 착용하고 사용중에, 액정 전혀 이상 없습니다. 아주 균일합니다. OLED 색감도 괜찮네요. 본인이 R/G/B 를 조정할 수 있구요.7. 4G LTE 데이터 통신 속도가 V20 대비 약 2배 정도까지 빨라진 듯 합니다 - 오늘 테스트해봤는데, 같은 상황에 V20 은 다운로드 90~100 MB/sec. V35는 180~200 MB/sec. 나오네요.8. 진동이 고급스럽습니다 - V20 같이 투박하고 많이 흔들리는 방식과 조금 다르네요.9. 카메라도 V20 보다 좀더 좋은 것 같습니다 - 약간 저조도에서 촬영해도 상당히 깨끗하게 잘 찍히네요. 실사용시에 전혀 문제되지 않을 것 같습니다. 전문가 모드 촬영도 좋구요.10. 스피커 음질은 저음이 조금 깎인 상태인 듯 - 큰 불만은 없네요. V20 소리가 조금 더 크고 시원한 듯.11. 발열 - 전혀 못 느꼈습니다.가볍고, 빠르고, 배터리 오래가고 소리 좋고, 라디오, TV 만족합니다.",해피콜이랑 문의전화도 친절하게 잘 대해주셨고 좋은 가격에 잘 구매한 것 같습니다. 성능도 매우 만족해요 앞으로는 여기에서 가족들 폰 마련해야겠어요
0,169,저렴하긴 하나 인터넷으로 폰 구매하기가  찝찝하여 망설이다 구매하였습니다 그런데 설명도 친절하게 잘 해 주시고 물건도 빠르게 배송 개통도 빠르게 진행되었습니다 아쉬운건 운이 없는지 v30액정이 많이 노랗네요 집에 다른v30이 있어서 비교를 해봤는데도 노랗습니다.. 이 부분은 판매자분이 일부러 그러신 것도 아니고 v30 종특과 뽑기운 인지라 원망은 없습니다 다만 다른 분들이 기종 고르실 때 유의하시면 좋겠네요 발품팔아 돌아다니면 v30단종되었다는 소리 많이 들으실텐데 색상 선택을 포기하신다면 여기서 구입하는 것 추천드립니다 배송빠르고 설명 친절히 다 해 주십니다,이쁩니다. 배터리도 짱짱하구요~ v20 쓰다 넘어왔는데 좋네요,배송 속도며 포장 상태도 너무 좋네요 저렴한 가격에 사서 사은품은 따로 오지 않았지만 너무 만족스럽습니다!!
0,170,"배송 및 개통 빠름니다..베가를 쓰다가 V20으로 바꿔서 아직 익숙치가 않아서 불편하긴하지만,화질선명하고, 음량 좋습니다.. 통화나 음악 등 노이즈 없이 상당히 깨끗합니다..카메라는 전문가 모드가 있어서 좋고 화질도 좋습니다..배터리는 교체형인데.. 1개 밖에 안들어 있네요..",사촌동생에게 간거라 실물은 못봤지만 좋아하네요 핑크색상이 없어서 기다리겠다고 했었습니다. 기약없는 기다림에 지쳤는지 동생이 다른색으로  주문해달 라고해서 실버로 보내달라고 했는데  그 다음날 핑크들어올꺼라고 친절하게 전화까지 해주셨네요. 감사합니다.,핸드폰 만족해요 세컨드스크린이 참 유용하네용
0,171,,,
0,172,할부원금없이 공짜폰으로 싸게 잘샀어요. 배터리 용량이 젤 큰거라서 좋네요. 마니 파세요.,"
감사합니다 잘 쓸게요 그런데 색상이 조금 이상하네요 블루로 보내주신다고 했는데, 블루라기보다는 진한보라색같은 느낌이? 뭐 별로 상관은 없지만 ^^ 담에 또 폰 바꿀때 되면 다시 주문할께요 번창하세요 ^^
","
그냥 새제품이네요^^; 가격대비 메리트 충분히 있네요. 기본적으로 갖출건 다 갖추고 있는 폰이라 보시면 됩니다. 
특히 배터리 오래가는거 찾으시는 분들 강추 ㅋ
"
