,통신사,모델명,모델코드,가격
0,SKT,V20 ,/ LG-F800S  ,"1,098,900원 "
0,SKT,LG액션캠 ,/ LG-R200S  ,"1,098,900원 "
0,SKT,엑스5 ,/ LG-F770S  ,"1,098,900원 "
0,SKT,X캠 ,/ LG-F690S  ,"1,098,900원 "
0,SKT,넥서스 5x (16G),/ LG-H791  ,"1,098,900원 "
0,SKT,엘지G5 ,/ LG-F700S  ,"1,098,900원 "
0,SKT,넥서스 5x (32G),/ LG-H791  ,"1,098,900원 "
0,SKT,X스크린 ,/ LG-F650S  ,"1,098,900원 "
0,SKT,스타일러스2 ,/ LG-F720S  ,"1,098,900원 "
0,SKT,엘지 K10 ,/ LG-F670S  ,"1,098,900원 "
0,SKT,엘지 V10 ,/ LG-F600S  ,"1,098,900원 "
0,SKT,와인스마트 재즈 ,/ LG-F610S  ,"1,098,900원 "
0,SKT,엘지 클래스 ,/ LG-F620S  ,"1,098,900원 "
0,SKT,엘지 밴드플레이 ,/ LG-F570S  ,"1,098,900원 "
0,SKT,볼트폰 ,/ LG-F540S  ,"1,098,900원 "
0,SKT,엘지 G4 ,/ LG-F500S  ,"1,098,900원 "
0,SKT,엘지 지플렉스2 ,/ LG-F510S  ,"1,098,900원 "
0,SKT,페르소나폰 아카 ,/ LG-F520S  ,"1,098,900원 "
0,SKT,와인 스마트 ,/ LG-F480S  ,"1,098,900원 "
0,SKT,G3A ,/ LG-F410S  ,"1,098,900원 "
0,SKT,엘지 G3 Cat.6 ,/ LG-F460S  ,"1,098,900원 "
0,SKT,G3 비트 ,/ LG-F470S  ,"1,098,900원 "
0,SKT,LG 키즈온 SKT용 ,/ LG-W105S  ,"1,098,900원 "
0,SKT,엘지 G3 ,/ LG-F400S  ,"1,098,900원 "
0,SKT,엘지 F70 ,/ LG-F370S  ,"1,098,900원 "
0,SKT,LG 지프로2 ,/ LG-F350S  ,"1,098,900원 "
0,SKT,넥서스5 (SKT),/ LG-D821-32  ,"1,098,900원 "
0,SKT,G 플렉스 ,/ LG-F340S  ,"1,098,900원 "
0,SKT,엘지 뷰3 ,/ LG-F300S  ,"1,098,900원 "
0,SKT,엘지 G2 ,/ LG-F320S  ,"1,098,900원 "
0,SKT,옵티머스 LTE3 ,/ LG-F260S  ,"1,098,900원 "
0,SKT,옵티머스G 프로 ,/ LG-F240S  ,"1,098,900원 "
0,SKT,옵티머스 G ,/ LG-F180S  ,"1,098,900원 "
0,SKT,옵티머스뷰2 ,/ LG-F200S  ,"1,098,900원 "
0,SKT,와인 샤벳 ,/ LG-SH840  ,"1,098,900원 "
0,SKT,와인 ,/ LG-SV850  ,"1,098,900원 "
0,SKT,워치스포츠 ,/ LG-W281  ,"1,098,900원 "
0,SKT,어베인 세컨드 에디션 ,/ LG-W200S  ,"1,098,900원 "
