,모델명,모델코드,제조회사,출시일,운영체제,판매방식,화면크기(센치),화면크기(인치),패널종류,화면해상도,ppi,최대주사율,화면비,화면면적,화면폭,화면높이,HDR규격,AP종류,코어갯수,코어클럭,그래픽코어,NPU & DSP,Sensor Hub,시스템램,내장메모리,저장장치,외장메모리,5G,4G,WI-FI주파수,블루투스,위성항법,유심타입,듀얼유심,카메라타입,후면카메라,전면카메라,동영상촬영,Flash,사진촬영 해상도,전면 해상도,전면 동영상 해상도,조리개 값,카메라 특징,손떨림보정,손떨림방지,카메라플래시,HDR촬영지원,오토HDR,광학줌,지오태그,레이저 오토포커스,오토 포커스,아웃 포커스,터치 포커스,파노라마,TOF센서,야간모드 촬영,이어폰단자,스피커,고음질재생,사운드 기술,지문인식,얼굴인식,홍채인식,음성잠금해제,AI/인공지능,전자결제,터치펜,방수/방진,기타,충전단자,배터리용량,배터리타입,배터리특징,배터리장착방식,충전지원,고속충전기술,무선충전,색상,가로,세로,두께,무게
0,갤럭시 S,SHW-M110,삼성전자,2010. 06,Android,,,4.0,AMOLED,480 x 800,233 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,512MB,,,Micro SDHC,,,802.11b/g/n,,,마이크로 USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 S,,,,,,,,64.2 x 122.4 x 9.9,,,1500 mAh
0,갤럭시 S 호핀,SHW-M190,삼성전자,2011. 03,Android,,,4.0,AMOLED,480 x 800,233 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,512MB,,,Micro SDHC,,,802.11b/g/n,,,삼성 30핀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 S 호핀,,,,,,,,64 x 122.4 x 10.9,,,1500 mAh
0,갤럭시 그랜드 맥스,SM-G720,삼성전자,2015. 01,안드로이드 4.4.4 KitKat,,,,TFT,720 x 1280 픽셀,-,,,,65.38 mm,116.22 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,1.5 GB,16 GB,,미확인,,,미확인,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 그랜드 맥스,,,,,,,,74.8 x 146 x 7.95,,,2500 mAh
0,갤럭시 그랜드2,SM-G710,삼성전자,2014. 03,안드로이드 4.3 Jelly Bean | 안드로이드 4.4.2 KitKat,,,5.25,TFT,720 x 1280 픽셀,280 ppi,,,,65.38 mm,116.22 mm,,Qualcomm Snapdragon 400 MSM8226,4개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,1.5 GB,8 GB,,Micro SD,,,802.11a/b/g/n,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 그랜드2,,,,,,,,75.3 x 146.8 x 8.95,,,2600 mAh
0,갤럭시 그랜드,SHV-E270,삼성전자,2013. 01,Android,,,5.0,TFT,480 x 800,187 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,1GB,,,Micro SDHC,,,802.11a/b/g/n,,,마이크로 USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 그랜드,,,,,,,,76.9 x 143.5 x 9.6,,,-
0,갤럭시 노트10 5G,SM-N971,삼성전자,2019. 08,안드로이드 9.0 Pie,,,6.3,Dynamic AMOLED,1080 x 2280 픽셀,400 ppi,,,,68.5 mm,144.62 mm,,Samsung Exynos 9 9825,8개 (64 비트),MHz,ARM Mali-G76 MP12,,,8 | 12 GB,256 GB,,미확인,5G,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트10 5G,,,,,,,,71.8 x 151 x 7.9,,,3500 mAh
0,갤럭시 노트10+ 5G,SM-N976,삼성전자,2019. 08,안드로이드 9.0 Pie,,,6.8,Dynamic AMOLED,1440 x 3040 픽셀,495 ppi,,,,73.94 mm,156.09 mm,,Samsung Exynos 9 9825,8개 (64 비트),MHz,ARM Mali-G76 MP12,,,12 GB,256 GB / 512 GB,,미확인,5G,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트10+ 5G,,,,,,,,77.2 x 162.33 x 7.9,,,4300 mAh
0,갤럭시 노트9,SM-N960,삼성전자,2018. 08,안드로이드 8.1 Oreo | 안드로이드 9.0 Pie,,,6.4,Super AMOLED,1440 x 2960 픽셀,514 ppi,,,,71.11 mm,146.18 mm,,Samsung Exynos 9 9810,8개 (64 비트),2700 MHz,ARM Mali-G72 MP18,,,6 | 8 GB,128 GB / 512 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트9,,,,,,,,76.4 x 161.9 x 8.8,,,4000 mAh
0,갤럭시 노트8 올림픽에디션,SM-N950,삼성전자,2018. 02,안드로이드 7.1.1 누가 | 안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6.3,Super AMOLED,1440 x 2960 픽셀,522 ppi,,,,70 mm,143.9 mm,,Samsung Exynos 9 Octa 8895,8개 (64 비트),2300 MHz,ARM Mali-G71 MP20,,,6 GB,64 GB / 128 GB / 256 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트8 올림픽에디션,,,,,,,,74.8 x 162.5 x 8.6,,,3300 mAh
0,갤럭시 노트FE,SM-N935,삼성전자,2017. 07,안드로이드 6.0.1 marshmallow | 안드로이드 7.1 누가 | 안드로이드 8.0 Oreo,,,5.7,Super AMOLED,1440 x 2560 픽셀,515 ppi,,,,70.98 mm,126.19 mm,,Samsung Exynos 8 Octa 8890,8개 (64 비트),2300 MHz,ARM Mali-T880 MP12,,,4 GB,64 GB,,Micro SD,,,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트FE,,,,,,,,73.9 x 153.5 x 7.9,,,3200 mAh
0,갤럭시 노트7,SM-N930,삼성전자,2016. 08,안드로이드 6.0.1 marshmallow,,,5.7,Super AMOLED,1440 x 2560 픽셀,515 ppi,,,,70.98 mm,126.19 mm,,Samsung Exynos 8 Octa 8890,8개 (64 비트),2300 MHz,ARM Mali-T880 MP12,,,4 GB,64 GB,,Micro SD,,,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트7,,,,,,,,73.9 x 153.5 x 7.9,,,3500 mAh
0,갤럭시 노트5,SM-N920,삼성전자,2015. 08,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0.1 마시멜로우 | 안드로이드 7.0 누가,,,5.7,Super AMOLED,1440 x 2560 픽셀,515 ppi,,,,70.98 mm,126.19 mm,,Samsung Exynos 7 Octa 7420,8개 (64 비트),2100 MHz,ARM Mali-T760 MP8,,,4 GB,32 GB / 64 GB,,미확인,,,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트5,,,,,,,,76.1 x 153.2 x 7.6,,,3000 mAh
0,갤럭시 노트 4,SM-N910,삼성전자,2014. 09,안드로이드 4.4.4 KitKat | 안드로이드 5.0 롤리팝 | 안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.7,Super AMOLED,1440 x 2560 픽셀,515 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 805 APQ8084,4개 (32 비트),2700 MHz,Qualcomm Adreno 420,,,3 GB,32 GB,,Micro SD,,,802.11a/b/g/n/ac,4.1,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트 4,,,,,,,,78.6 x 153.5 x 8.5,,,3220 mAh
0,갤럭시 노트4 S-LTE,SM-N916,삼성전자,2014. 12,안드로이드 4.4.4 KitKat | 안드로이드 5.0.1 롤리팝 | 안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.7,Super AMOLED,1440 x 2560 픽셀,515 ppi,,,,70.98 mm,126.19 mm,,Samsung Exynos 5 Octa 5433,8개 (64 비트),1900 MHz,ARM Mali-T760 MP6,,,3 GB,32 GB,,Micro SD,,,802.11a/b/g/n,4.1,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트4 S-LTE,,,,,,,,78.6 x 153.5 x 8.5,,,3220 mAh
0,갤럭시 노트 엣지,SM-N915,삼성전자,2014. 10,안드로이드 4.4.4 KitKat | 안드로이드 5.1.1 롤리팝 | 안드로이드 6.0.1 마시멜로우,,,5.6,Super AMOLED,1600 x 2560 픽셀,539 ppi,,,,75.39 mm,120.62 mm,,Qualcomm Snapdragon 805 APQ8084,4개 (32 비트),2700 MHz,Qualcomm Adreno 420,,,3 GB,32 GB / 64 GB,,Micro SD,,,802.11a/b/g/n/ac,4.1,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트 엣지,,,,,,,,82.4 x 151.3 x 8.3,,,3000 mAh
0,갤럭시 노트3,SM-N900,삼성전자,2013. 09,안드로이드 4.3 Jelly Bean | 안드로이드 4.4.4 KitKat | 안드로이드 5.0 롤리팝,,,5.7,Super AMOLED,1080 x 1920 픽셀,386 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 800 MSM8974,4개 (32 비트),2300 MHz,Qualcomm Adreno 330,,,3 GB,16 GB / 32 GB / 64 GB,,Micro SD,,,802.11a/b/g/n/ac,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트3,,,,,,,,79.2 x 151.2 x 8.3,,,3200 mAh
0,갤럭시 노트3 네오,SM-N750,삼성전자,2014. 03,안드로이드 4.3 Jelly Bean | 안드로이드 4.4 KitKat | 안드로이드 5.1.1 롤리팝,,,5.5,Super AMOLED,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,Samsung Exynos 5 Hexa 5260,6개 (32 비트),1700 MHz,ARM Mali-T624,,,2 GB,16 GB,,Micro SD,,,802.11a/b/g/n/ac,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트3 네오,,,,,,,,77.4 x 148.4 x 8.6,,,3100 mAh
0,갤럭시 노트2,SHV-E250,삼성전자,2012. 09,안드로이드 4.1.1 Jelly Bean | 안드로이드 4.1.2 Jelly Bean | 안드로이드 4.3 Jelly Bean | 안드로이드 4.4 KitKat,,,5.5,Super AMOLED,720 x 1280 픽셀,267 ppi,,,,69.11 mm,122.87 mm,,Samsung Exynos 4 Quad 4412,4개 (32 비트),1600 MHz,ARM Mali-400 MP4,,,2 GB,16 GB / 32 GB / 64 GB,,Micro SD,,,802.11a/b/g/n,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트2,,,,,,,,80.5 x 151.1 x 9.4,,,3100 mAh
0,갤럭시 노트 32GB,SHV-E160,삼성전자,2011. 11,안드로이드 2.3.5 Gingerbread | 안드로이드 4.0.x Ice Cream Sandwich | 안드로이드 4.1.2 Jelly Bean,,,5.3,Super AMOLED,800 x 1280 픽셀,285 ppi,,,,71.35 mm,114.16 mm,,Samsung Exynos 4 Dual 4210,2개 (32 비트),1400 MHz,ARM Mali-400 MP4,,,1 GB,16 GB / 32 GB,,Micro SDHC,,,802.11a/b/g/n,3.0,,미니유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 노트 32GB,,,,,,,,83 x 146.9 x 9.7,,,2500 mAh
0,갤럭시 폴더2,SM-G160,삼성전자,2017. 06,안드로이드 6.0 마시멜로우,,,3.8,TFT,480 x 800 픽셀,246 ppi,,,,49.66 mm,82.77 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400 MHz,Qualcomm Adreno 308,,,2 GB,16 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 폴더2,,,,,,,,60.2 x 122 x 15.4,,,1950 mAh
0,갤럭시 온7 2016,SM-G610,삼성전자,2016. 11,안드로이드 6.0.1 마시멜로우,,,5.5,TFT,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 625 MSM8953,8개 (64 비트),2000 MHz,Qualcomm Adreno 506,,,3 GB,32 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 온7 2016,,,,,,,,75 x 151.7 x 8,,,3300 mAh
0,갤럭시 와이드,SM-G600,삼성전자,2016. 07,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.5,TFT,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,1.5 GB,8 GB,,Micro SD,,,802.11b/g/n,4.1,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 와이드,,,,,,,,77.5 x 151.8 x 8.2,,,3000 mAh
0,갤럭시 와이드3,SM-J737,삼성전자,2018. 05,안드로이드 8.0 Oreo,,,5.5,LCD,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,Samsung Exynos 7 Octa 7870,8개 (64 비트),1600 MHz,ARM Mali-T830 MP2,,,2 GB,32 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 와이드3,,,,,,,,76.2 x 153.3 x 8.7,,,3300 mAh
0,갤럭시 알파,SM-G850,삼성전자,2014. 09,안드로이드 4.4.4 KitKat | 안드로이드 5.0.1 롤리팝,,,4.7,Super AMOLED,720 x 1280 픽셀,312 ppi,,,,58.53 mm,104.05 mm,,Samsung Exynos 5 Octa 5430,8개 (32 비트),1800 MHz,ARM Mali-T628 MP6,,,2 GB,32 GB,,미확인,,,802.11a/b/g/n/ac,4.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 알파,,,,,,,,65.5 x 132.4 x 6.7,,,1860 mAh
0,갤럭시 코어,SHW-M585,삼성전자,2014. 71,안드로이드 4.1.2 Jelly Bean,,,,TFT,480 x 800 픽셀,-,,,,56.19 mm,93.66 mm,,Qualcomm Snapdragon S4 Play MSM8225,2개 (32 비트),1200 MHz,Qualcomm Adreno 203,,,1 GB,8 GB,,미확인,,,미확인,3.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 코어,,,,,,,,67.6 x 129.3 x 8.95,,,1800 mAh
0,코어세이프,SHW-M580,삼성전자,2014. 03,미확인,,,4.3,미확인,480 x 800,217 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,,,미확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,코어세이프,,,,,,,,129.3 x 67.6 x 8.95,,,1800 mAh
0,갤럭시 코어 어드밴스,SHW-M570,삼성전자,2014. 02,안드로이드 4.2.2 Jelly Bean,,,4.7,TFT,480 x 800 픽셀,199 ppi,,,,61.42 mm,102.37 mm,,Qualcomm Snapdragon 400 MSM8230,2개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,1 GB,8 GB,,미확인,,,미확인,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 코어 어드밴스,,,,,,,,70.5 x 133.3 x 9.7,,,2000 mAh
0,갤럭시 W,SM-T255,삼성전자,2014. 06,안드로이드 4.3 Jelly Bean,,,7,TFT,720 x 1280 픽셀,210 ppi,,,,87.17 mm,154.97 mm,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,1.5 GB,16 GB,,미확인,,,미확인,4.0,,마이크로 USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 W,,,,,,,,99.6 x 191.8 x 8.8,,,3200 mAh
0,갤럭시 줌2,SM-C115,삼성전자,2014. 05,안드로이드 4.4.2 KitKat,,,4.8,Super AMOLED,720 x 1280 픽셀,306 ppi,,,,59.77 mm,106.26 mm,,Samsung Exynos 5 Hexa 5260,6개 (32 비트),1700 MHz,ARM Mali-T624,,,2 GB,8 GB / 16 GB,,미확인,,,미확인,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 줌2,,,,,,,,70.8 x 137.5 x 16.6,,,2430 mAh
0,갤럭시 윈,SHV-E500,삼성전자,2013. 11,안드로이드 4.1.2 Jelly Bean,,,4.7,TFT,480 x 800 픽셀,199 ppi,,,,61.42 mm,102.37 mm,,Qualcomm Snapdragon 200 MSM8225Q,4개 (32 비트),1200 MHz,Qualcomm Adreno 203,,,1 GB,8 GB,,Micro SD,,,802.11b/g/n,3.0,,미니유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 윈,,,,,,,,70.7 x 133.3 x 9.7,,,2000 mAh
0,갤럭시 라운드,SM-G910,삼성전자,2013. 10,안드로이드 4.3 Jelly Bean,,,5.7,Super AMOLED,1080 x 1920 픽셀,386 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 800 MSM8974AB,4개 (32 비트),2300 MHz,Qualcomm Adreno 330,,,3 GB,32 GB,,Micro SD,,,802.11a/b/g/n/ac,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 라운드,,,,,,,,79.6 x 151.1 x 7.9,,,2800 mAh
0,갤럭시 골든,SHV-E400,삼성전자,2013. 08,안드로이드 4.2.2 Jelly Bean,,,3.7,Super AMOLED,480 x 800 픽셀,252 ppi,,,,48.35 mm,80.59 mm,,Qualcomm Snapdragon 400 MSM8930AB,2개 (32 비트),1700 MHz,Qualcomm Adreno 305,,,1.5 GB,16 GB,,Micro SD,,,802.11a/b/g/n,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 골든,,,,,,,,59.5 x 118 x 15.8,,,1820 mAh
0,갤럭시 메가 6.3,SHV-E310,삼성전자,2013. 06,안드로이드 4.2.2 Jelly Bean | 안드로이드 4.3 Jelly Bean | 안드로이드 4.4.2 KitKat,,,6.3,Super Clear LCD,720 x 1280 픽셀,233 ppi,,,,78.45 mm,139.47 mm,,Qualcomm Snapdragon 400 MSM8930AB,2개 (32 비트),1700 MHz,Qualcomm Adreno 305,,,1.5 GB,8 GB / 16 GB,,Micro SD,,,802.11a/b/g/n,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 메가 6.3,,,,,,,,88 x 167.6 x 8,,,3200 mAh
0,갤럭시 팝,SHV-E220,삼성전자,2013. 01,안드로이드 4.1.2 Jelly Bean,,,4.65,Super AMOLED,720 x 1280 픽셀,316 ppi,,,,57.9 mm,102.94 mm,,Samsung Exynos 4 Quad 4412,4개 (32 비트),1400 MHz,ARM Mali-400 MP4,,,1 GB,8 GB / 16 GB,,Micro SD,,,802.11a/b/g/n,4.0,,미니유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 팝,,,,,,,,68.1 x 134.2 x 9.05,,,2100 mAh
0,갤럭시 R 스타일,SHV-E170,삼성전자,2012. 06,안드로이드 2.3.3 Gingerbread | 안드로이드 4.0.x Ice Cream Sandwich,,,4.3,Super Clear LCD,480 x 800 픽셀,256 ppi,,,,54.89 mm,91.48 mm,,Nvidia Tegra 2 250 AP20H,2개 (32 비트),1000 MHz,ULP GeForce,,,1 GB,8 GB,,Micro SDHC,,,802.11b/g/n,3.0,,미니유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 R 스타일,,,,,,,,66 x 125 x 9.5,,,1650 mAh
0,갤럭시 M style,SHW-M340,삼성전자,2012. 01,Android,,,4.0,AMOLED,480 x 800,233 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,512MB,,,Micro SDHC,,,802.11b/g/n,,,마이크로 USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 M style,,,,,,,,63 x 122.5 x 9.99,,,1650 mAh
0,갤럭시에이스,SHW-M240,삼성전자,2011. 01,안드로이드 2.2.x Froyo | 안드로이드 2.3.x Gingerbread,,,3.5,TFT,320 x 480 픽셀,165 ppi,,,,49.31 mm,73.97 mm,,Qualcomm Snapdragon S1 MSM7227-1 Turbo,1개 (32 비트),832 MHz,Qualcomm Adreno 200,,,278.016 MB (megabytes) GB,157.696 MB (megabytes),,Micro SDHC,,,802.11b/g/n,2.1,,미니유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시에이스,,,,,,,,59.9 x 112.4 x 11.5,,,1350 mAh
0,갤럭시 U,SHW-M130,삼성전자,2010. 08,Android,,,3.7,AMOLED,480 x 800,252 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,512MB,,,Micro SDHC,,,802.11b/g/n,,,마이크로 USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 U,,,,,,,,59.6 x 119.5 x 12.4,,,1500 mAh
0,갤럭시 진2,SM-A202,삼성전자,2019. 06,안드로이드 9.0 Pie,,,5.8,PLS,720 x 1560 픽셀,296 ppi,,,,61.74 mm,133.76 mm,,Samsung Exynos 7 Octa 7884,8개 (64 비트),1600 MHz,ARM Mali-G71,,,3 GB,32 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 진2,,,,,,,,69.7 x 147.4 x 8.4,,,3000 mAh
0,갤럭시 온7 2018,SM-G611,삼성전자,2018. 02,안드로이드 7.1.1 누가,,,5.5,PLS,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Samsung Exynos 7 Octa 7870,8개 (64 비트),1600 MHz,ARM Mali-T830 MP2,,,3 | 4 GB,32 GB / 64 GB,,미확인,,,미확인,4.1,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갤럭시 온7 2018,,,,,,,,75 x 151.7 x 8.1,,,3300 mAh
0,삼성 마스터폰 (SKT 2G),SM-B510,삼성전자,2014. 05,미확인,,,3,TFT,240 x 320,133 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,Micro SD,,,미확인,,,마이크로 USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,삼성 마스터폰 (SKT 2G),,,,,,,,57.5 x 112.5 x 14.8,,,1000 mAh
0,삼성 마스터폰 (SKT 2G),SM-B510,삼성전자,2014. 05,미확인,,,3,TFT,240 x 320,133 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,Micro SD,,,미확인,,,마이크로 USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,삼성 마스터폰 (SKT 2G),,,,,,,,57.5 x 112.5 x 14.8,,,1000 mAh
0,삼성 마스터폰 (SKT 2G),SM-B510,삼성전자,2014. 05,미확인,,,3,TFT,240 x 320,133 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,Micro SD,,,미확인,,,마이크로 USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,삼성 마스터폰 (SKT 2G),,,,,,,,57.5 x 112.5 x 14.8,,,1000 mAh
0,엘지 F70,LG-F370,LG전자,2014. 05,안드로이드 4.4.2 KitKat,,,4.5,IPS,480 x 800 픽셀,207 ppi,,,,58.81 mm,98.01 mm,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,1 GB,4 GB,,Micro SD,,,802.11a/b/g/n,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지 F70,,,,,,,,66.4 x 127.5 x 9.95,,,2440 mAh
0,G8 ThinQ 자급제,LM-G820,LG전자,2019. 03,안드로이드 9.0 Pie,,,6.1,OLED,1440 x 3120 픽셀,563 ppi,,,,64.93 mm,140.68 mm,,Qualcomm Snapdragon 855,8개 (64 비트),2840 MHz,Qualcomm Adreno 640,,,6 GB,128 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G8 ThinQ 자급제,,,,,,,,71.8 x 151.9 x 8.4,,,3500 mAh
0,G7 ThinQ,LM-G710,LG전자,2018. 05,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6.1,RGBW IPS,1440 x 3120 픽셀,563 ppi,,,,64.93 mm,140.68 mm,,Qualcomm Snapdragon 845,8개 (64 비트),2800 MHz,Qualcomm Adreno 630,,,4 GB,64 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G7 ThinQ,,,,,,,,71.9 x 153.2 x 7.9,,,3000 mAh
0,LG G6 플러스,LGM-G600,LG전자,2017. 06,안드로이드 7.0 누가 | 안드로이드 8.0 Oreo,,,5.7,IPS,1440 x 2880 픽셀,565 ppi,,,,64.75 mm,129.5 mm,,Qualcomm Snapdragon 821 MSM8996 Pro,4개 (64 비트),2350 MHz,Qualcomm Adreno 530,,,4 GB,128 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LG G6 플러스,,,,,,,,71.9 x 148.9 x 7.9,,,3300 mAh
0,엘지G5,LG-F700,LG전자,2016. 03,안드로이드 6.0.1 마시멜로우 | 안드로이드 7.0 누가 | 안드로이드 8.0 Oreo,,,5.3,IPS,1440 x 2560 픽셀,554 ppi,,,,66 mm,117.33 mm,,Qualcomm Snapdragon 820 MSM8996,4개 (64 비트),2150 MHz,Qualcomm Adreno 530,,,4 GB,32 GB,,Micro SD,,,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지G5,,,,,,,,73.9 x 149.4 x 7.7,,,2800 mAh
0,엘지 G4,LG-F500,LG전자,2015. 04,안드로이드 5.1 롤리팝 | 안드로이드 6.0 마시멜로우 | 안드로이드 7.0 누가,,,5.5,IPS,1440 x 2560 픽셀,534 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 808 MSM8992,6개 (64 비트),1800 MHz,Qualcomm Adreno 418,,,3 GB,32 GB,,Micro SD,,,802.11a/b/g/n/ac,4.1,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지 G4,,,,,,,,76.1 x 148.9 x 6.3,,,3000 mAh
