,모델명,모델코드,제조회사,출시일,운영체제,판매방식,화면크기(센치),화면크기(인치),패널종류,화면해상도,ppi,최대주사율,화면비,화면면적,화면폭,화면높이,HDR규격,AP종류,코어갯수,코어클럭,그래픽코어,NPU & DSP,Sensor Hub,시스템램,내장메모리,저장장치,외장메모리,5G,4G,WI-FI주파수,블루투스,위성항법,유심타입,듀얼유심,카메라타입,후면카메라,전면카메라,동영상촬영,Flash,사진촬영 해상도,전면 해상도,전면 동영상 해상도,조리개 값,카메라 특징,손떨림보정,손떨림방지,카메라플래시,HDR촬영지원,오토HDR,광학줌,지오태그,레이저 오토포커스,오토 포커스,아웃 포커스,터치 포커스,파노라마,TOF센서,야간모드 촬영,이어폰단자,스피커,고음질재생,사운드 기술,지문인식,얼굴인식,홍채인식,음성잠금해제,AI/인공지능,전자결제,터치펜,방수/방진,기타,충전단자,배터리용량,배터리타입,배터리특징,배터리장착방식,충전지원,고속충전기술,무선충전,색상,가로,세로,두께,무게,통신 모뎀,패널정보,배터리,단자정보,생체인식
0,갤럭시S10e,SM-G970,samsung,NaN,안드로이드 9 (Pie) → 10 → 11 → 12(예정)Samsung One UI 1.1 → 2 → 2.1 → 2.5 → 3 → 3.1,NaN,NaN,5.8인치,NaN, 2280 x 1080 ,438 ppi,60 Hz,19:9,NaN,NaN,NaN,NaN,삼성 엑시노스 9 Series (9820) SoC.  ,NaN,Samsung Exynos M4 MP2 @ 2.73 GHz CPUARM Cortex-A75 MP2 @ 2.31 GHz CPUARM Cortex-A55 MP4 @ 1.95 GHz CPU,ARM Mali-G76 MP12 @ 702 MHz,Samsung 1st Design NPU Architecture 2-Core @ 933 MHz,NPU 대체,6 GB LPDDR4X SDRAM,, 128 UFS 2.1, micro SDXC (규격상 2 TB,NaN,4G,NaN,5.0,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",NaN,일부 모델 하이브리드 듀얼심 지원,NaN,"1,200만 화소+1,600만 화소","1,200만 화소",NaN,LED 플래시광학 0.5배줌 지원,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"IP68 등급 방수 방진 지원, AKG 튜닝 및 Dolby Atmos 기술 탑재, FM 라디오 지원,  [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",NaN,NaN,"삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W), USB Power Delivery 2.0 (15 W)",NaN,NaN,NaN,NaN,"프리즘 블랙, 프리즘 화이트, 프리즘 그린, 프리즘 블루, 카나리아 옐로우, 플라밍고 핑크, 카디널 레드, 프리즘 실버",69.9 , 142.2 , 7.9 mm, 150 g,Samsung Exynos Modem 5000,Dynamic AMOLED, 3100 mAh,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1일부 모델 하이브리드 듀얼심 지원",지문인식 - 에어리어 방식 별도 센서 탑재얼굴인식 - 전면 카메라 인식 방식
0,갤럭시S10,SM-G973,samsung,NaN,안드로이드 9 (Pie) → 10 → 11 → 12(예정)Samsung One UI 1.1 → 2 → 2.1 → 2.5 → 3 → 3.1,NaN,NaN,6.1인치,NaN, 3040 x 1440 ,550 ppi,60 Hz,19:9,NaN,NaN,NaN,NaN,삼성 엑시노스 9 Series (9820) SoC.  ,NaN,Samsung Exynos M4 Dual-Core 2.73 GHz CPUARM Cortex-A75 Dual-Core 2.31 GHz CPUARM Cortex-A55 Quad-Core 1.95 GHz CPU,ARM Mali-G76 12-Core 702 MHz GPU,Samsung 1st Design NPU Architecture Dual-Core NPU,NPU 대체,8 GB LPDDR4X SDRAM,, 128 / 512 UFS 2.1, micro SDXC (규격상 2 TB,NaN,4G,NaN,5.0,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",NaN,일부 모델 하이브리드 듀얼심 지원,NaN,"1,200만 화소+1,200만 화소+1,600만 화소","1,200만 화소",NaN,LED 플래시광학 0.5-2배줌 지원,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,국제,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",NaN,NaN,"삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W), USB Power Delivery 2.0 (15 W)",NaN,NaN,NaN,NaN,"프리즘 블랙, 프리즘 화이트, 프리즘 그린, 프리즘 블루, 플라밍고 핑크, 카디널 레드, 프리즘 실버",70.4 , 149.9 , 7.8 mm, 157 g,Samsung Exynos Modem 5000,Dynamic AMOLED (M9 썬플라워) Dual-Edge, 3400 mAh,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1일부 모델 하이브리드 듀얼심 지원",지문인식 - 디스플레이 내장형얼굴인식 - 전면 카메라 인식 방식
0,갤럭시S10 Plus,SM-G975,samsung,NaN,안드로이드 9 (Pie) → 10 → 11 → 12(예정)Samsung One UI 1.1 → 2 → 2.1 → 2.5 → 3 → 3.1,NaN,NaN,6.1인치,NaN, 3040 x 1440 ,550 ppi,60 Hz,19:9,NaN,NaN,NaN,NaN,삼성 엑시노스 9 Series (9820) SoC.  ,NaN,Samsung Exynos M4 Dual-Core 2.73 GHz CPUARM Cortex-A75 Dual-Core 2.31 GHz CPUARM Cortex-A55 Quad-Core 1.95 GHz CPU,ARM Mali-G76 12-Core 702 MHz GPU,Samsung 1st Design NPU Architecture Dual-Core NPU,NPU 대체,8 GB LPDDR4X SDRAM,, 128 / 512 UFS 2.1, micro SDXC (규격상 2 TB,NaN,4G,NaN,5.0,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",NaN,일부 모델 하이브리드 듀얼심 지원,NaN,"1,200만 화소+1,200만 화소+1,600만 화소","1,200만 화소",NaN,LED 플래시광학 0.5-2배줌 지원,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,국제,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",NaN,NaN,"삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W), USB Power Delivery 2.0 (15 W)",NaN,NaN,NaN,NaN,"프리즘 블랙, 프리즘 화이트, 프리즘 그린, 프리즘 블루, 플라밍고 핑크, 카디널 레드, 프리즘 실버",70.4 , 149.9 , 7.8 mm, 157 g,Samsung Exynos Modem 5000,Dynamic AMOLED (M9 썬플라워) Dual-Edge, 3400 mAh,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1일부 모델 하이브리드 듀얼심 지원",지문인식 - 디스플레이 내장형얼굴인식 - 전면 카메라 인식 방식
0,갤럭시S9,SM-G960,samsung,NaN,안드로이드 8.0 (Oreo) → 9 (Pie) → 10Samsung Experience 9.0 → Samsung One UI 1.0 → 2 → 2.1 → 2.5,NaN,NaN,5.8인치,NaN, 2960 x 1440 ,570 ppi,60 Hz,18.5:9,NaN,NaN,NaN,NaN,삼성 엑시노스 9 Series (9810) SoC.  ,NaN,Samsung Exynos M3 Quad-Core 2.7 GHz CPUARM Cortex-A55 Quad-Core 1.79 GHz CPU,ARM Mali-G72 18-Core 572 MHz GPU,미탑재,미탑재,4 GB LPDDR4X SDRAM,, 64 UFS 2.1, micro SDXC (규격상 2 TB,NaN,4G,NaN,5.0,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",NaN,일부 모델 하이브리드 듀얼심 지원,NaN,"후면 OIS 지원 1,200만 화소", 800만 화소,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,국제,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",NaN,NaN,"삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W), USB Power Delivery 2.0 (15 W)",NaN,NaN,NaN,NaN,"미드나잇 블랙, 티타늄 그레이, 코랄 블루, 라일락 퍼플, 버건디 레드, 선라이즈 골드, 아이스 블루",68.7 , 147.7 , 8.5 mm, 163 g,Samsung Exynos Modem 359,Super AMOLED Dual-Edge, 3000 mAh,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1일부 모델 하이브리드 듀얼심 지원",지문인식 - 에어리어 방식 별도 센서 탑재홍채인식 - 전면 상단 별도 센서 탑재얼굴인식 - 전면 카메라 인식 방식
0,갤럭시S9 Plus,SM-G965,samsung,NaN,안드로이드 8.0 (Oreo) → 9 (Pie) → 10Samsung Experience 9.0 → Samsung One UI 1.0 → 2 → 2.1 → 2.5,NaN,NaN,6.2인치,NaN, 2960 x 1440 ,529 ppi,60 Hz,18.5:9,NaN,NaN,NaN,NaN,삼성 엑시노스 9 Series (9810) SoC.  ,NaN,Samsung Exynos M3 Quad-Core 2.7 GHz CPUARM Cortex-A55 Quad-Core 1.79 GHz CPU,ARM Mali-G72 18-Core 572 MHz GPU,미탑재,미탑재,6 GB LPDDR4X SDRAM,, 64 / 256 UFS 2.1, micro SDXC (규격상 2 TB,NaN,4G,NaN,5.0,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",NaN,일부 모델 하이브리드 듀얼심 지원,NaN,"1,200만 화소+1,200만 화소","1,200만 화소",NaN,"LED 플래시, 광학 2배줌 지원",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,국제,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",NaN,NaN,"삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W), USB Power Delivery 2.0 (15 W)",NaN,NaN,NaN,NaN,"미드나잇 블랙, 티타늄 그레이, 코랄 블루, 라일락 퍼플, 버건디 레드, 선라이즈 골드, 아이스 블루",73.8 , 158.1 , 8.5 mm, 190 g,Samsung Exynos Modem 359,Super AMOLED Dual-Edge, 3500 mAh,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1일부 모델 하이브리드 듀얼심 지원",지문인식 - 에어리어 방식 별도 센서 탑재홍채인식 - 전면 상단 별도 센서 탑재얼굴인식 - 전면 카메라 인식 방식
0,갤럭시S8,SM-G950,samsung,NaN,안드로이드 7.0 (Nougat) → 8.0 (Oreo) → 9 (Pie)Samsung Experience 8.1 → 9.0 → Samsung One UI 1.0,NaN,NaN,5.8인치,NaN, 2960 x 1440 ,570 ppi,60 Hz,18.5:9,NaN,NaN,NaN,NaN,삼성 엑시노스 9 Series (8895) SoC.  ,NaN,Samsung Exynos M2 Quad-Core 2.3 GHz CPUARM Cortex-A53 Quad-Core 1.7 GHz CPU,ARM Mali-G71 20-Core 546 MHz GPU,미탑재,미탑재,4 GB LPDDR4X SDRAM,, 64 UFS 2.1, micro SDXC (규격상 2 TB,NaN,4G,NaN,5.0,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",NaN,일부 모델 하이브리드 듀얼심 지원,NaN,"후면 OIS 지원 1,200만 화소", 800만 화소,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,국제,"USB 3.1 Gen1 Type-C x 1 (DisplayPort 1.2 지원)[D], 3.5 mm 단자 x 1",NaN,NaN,삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W),NaN,NaN,NaN,NaN,"미드나잇 블랙, 오키드 그레이, 아크틱 실버, 코랄 블루, 메이플 골드, 로즈 핑크, 버건디 레드, 스타파우더 핑크",68.1 , 148.9 , 8.0 mm, 155 g,Samsung Exynos Modem 355,Super AMOLED Dual-Edge, 3000 mAh,"USB 3.1 Gen1 Type-C x 1 (DisplayPort 1.2 지원)[D], 3.5 mm 단자 x 1일부 모델 하이브리드 듀얼심 지원",지문인식 - 에어리어 방식 별도 센서 탑재홍채인식 - 전면 상단 별도 센서 탑재얼굴인식 - 전면 카메라 인식 방식
0,갤럭시S8 Plus,SM-G955,samsung,NaN,안드로이드 7.0 (Nougat) → 8.0 (Oreo) → 9 (Pie)Samsung Experience 8.1 → 9.0 → Samsung One UI 1.0,NaN,NaN,6.2인치,NaN, 2960 x 1440 ,529 ppi,60 Hz,18.5:9,NaN,NaN,NaN,NaN,삼성 엑시노스 9 Series (8895) SoC.  ,NaN,Samsung Exynos M2 Quad-Core 2.3 GHz CPUARM Cortex-A53 Quad-Core 1.7 GHz CPU,ARM Mali-G71 20-Core 546 MHz GPU,미탑재,미탑재,4 GB LPDDR4X SDRAM,, 64 UFS 2.1,NaN,NaN,4G,NaN,5.0,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",NaN,일부 모델 하이브리드 듀얼심 지원,NaN,"후면 OIS 지원 1,200만 화소", 800만 화소,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,국제,"USB 3.1 Gen1 Type-C x 1 (DisplayPort 1.2 지원)[D], 3.5 mm 단자 x 1",NaN,NaN,삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W),NaN,NaN,NaN,NaN,"미드나잇 블랙, 오키드 그레이, 아크틱 실버, 코랄 블루, 메이플 골드, 로즈 핑크, 버건디 레드, 스타파우더 핑크",73.4 , 159.5 , 8.1 mm, 173 g,Samsung Exynos Modem 355,Super AMOLED Dual-Edge, 3500 mAh,"USB 3.1 Gen1 Type-C x 1 (DisplayPort 1.2 지원)[D], 3.5 mm 단자 x 1일부 모델 하이브리드 듀얼심 지원",지문인식 - 에어리어 방식 별도 센서 탑재홍채인식 - 전면 상단 별도 센서 탑재얼굴인식 - 전면 카메라 인식 방식
0,갤럭시S7,SM-G930,samsung,NaN,안드로이드 6.0 (Marshmallow) → 7.0 (Nougat) → 8.0 (Oreo)삼성 터치위즈 네이쳐 UX 4.0 → Samsung Experience 8.0 → 9.0,NaN,NaN,5.1인치,NaN,2560 x 1440,577.4 ppi,60 Hz,16:9,NaN,NaN,NaN,NaN,삼성 엑시노스 8 Octa (8890) SoC.  ,NaN,Samsung Exynos M1 Quad-Core 2.3 GHz CPUARM Cortex-A53 Quad-Core 1.6 GHz CPU,ARM Mali-T880 12-Core 650 MHz GPU,미탑재,미탑재,4 GB LPDDR4 SDRAM,, 32 / 64 UFS 2.0, micro SDXC (규격상 2 TB,NaN,4G,NaN,4.2,"GPS & A-GPS, GLONASS, Beidou",NaN,일부 모델 하이브리드 듀얼심 지원,NaN,"후면 OIS 지원 1,200만 화소", 500만 화소,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"IP68 등급 방수 방진 지원, 심장 박동 인식 센서 내장, SoundAlive 기술 탑재, 일부 모델 FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",NaN,NaN,삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W),NaN,NaN,NaN,NaN,"블랙 오닉스, 화이트 펄, 골드 플래티넘, 실버 티타늄, 핑크 골드",69.6 , 142.4 , 7.9 mm, 152 g,Samsung Exynos Modem 335,Super AMOLED, 3000 mAh,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1일부 모델 하이브리드 듀얼심 지원",지문인식 - 에어리어 방식 별도 센서 탑재
0,갤럭시S7 Edge,SM-G935,samsung,NaN,안드로이드 6.0 (Marshmallow) → 7.0 (Nougat) → 8.0 (Oreo)삼성 터치위즈 네이쳐 UX 4.0 → Samsung Experience 8.0 → 9.0,NaN,NaN,5.1인치,NaN,2560 x 1440,577.4 ppi,60 Hz,16:9,NaN,NaN,NaN,NaN,삼성 엑시노스 8 Octa (8890) SoC.  ,NaN,Samsung Exynos M1 Quad-Core 2.3 GHz CPUARM Cortex-A53 Quad-Core 1.6 GHz CPU,ARM Mali-T880 12-Core 650 MHz GPU,미탑재,미탑재,4 GB LPDDR4 SDRAM,, 32 / 64 UFS 2.0, micro SDXC (규격상 2 TB,NaN,4G,NaN,4.2,"GPS & A-GPS, GLONASS, Beidou",NaN,일부 모델 하이브리드 듀얼심 지원,NaN,"후면 OIS 지원 1,200만 화소", 500만 화소,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"IP68 등급 방수 방진 지원, 심장 박동 인식 센서 내장, SoundAlive 기술 탑재, 일부 모델 FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",NaN,NaN,삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W),NaN,NaN,NaN,NaN,"블랙 오닉스, 화이트 펄, 골드 플래티넘, 실버 티타늄, 핑크 골드",69.6 , 142.4 , 7.9 mm, 152 g,Samsung Exynos Modem 335,Super AMOLED, 3000 mAh,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1일부 모델 하이브리드 듀얼심 지원",지문인식 - 에어리어 방식 별도 센서 탑재
0,갤럭시S6 Edge Plus,SM-G928,samsung,NaN,안드로이드 5.1 (Lollipop) → 6.0 (Marshmallow) → 7.0 (Nougat)삼성 터치위즈 네이쳐 UX 4.0 → Samsung Experience 8.0,NaN,NaN,5.7인치,NaN,2560 x 1440,518 ppi,NaN,16:9,NaN,NaN,NaN,NaN,삼성 엑시노스 7 Octa (7420) SoC.  ,NaN,ARM Cortex-A57 MP4 2.1 GHz CPUARM Cortex-A53 MP4 1.6 GHz CPU,ARM Mali-T760 MP8 772 MHz GPU,미탑재,미탑재,4 GB LPDDR4 SDRAM,, 32 / 64 UFS 2.0,NaN,NaN,4G,NaN,4.2,"GPS & A-GPS, GLONASS, Beidou",NaN,일부 모델 듀얼심 지원,NaN,"후면 OIS+VDIS 지원 1,600만 화소", 500만 화소,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"심장 박동 인식 센서 내장, SoundAlive 기술 탑재FM 라디오 지원,  [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, RGB 광, 근접","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",NaN,NaN,삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W),NaN,NaN,NaN,NaN,"블랙 사파이어, 화이트 펄, 골드 플래티넘, 실버 티타늄, 핑크 골드",75.8 , 154.4 , 6.9 mm, 153 g,미탑재,Super AMOLED Dual-Edge, 3000 mAh,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1일부 모델 듀얼심 지원",지문인식 - 에어리어 방식 별도 센서 탑재
0,갤럭시S6 Edge,SM-G925,samsung,NaN,안드로이드 5.0 → 5.1 (Lollipop) → 6.0 (Marshmallow) → 7.0 (Nougat)삼성 터치위즈 네이쳐 UX 4.0 → Samsung Experience 8.0,NaN,NaN,5.1인치,NaN,2560 x 1440,577 ppi,NaN,16:9,NaN,NaN,NaN,NaN,삼성 엑시노스 7 Octa (7420) SoC.  ,NaN,ARM Cortex-A57 MP4 2.1 GHz CPUARM Cortex-A53 MP4 1.6 GHz CPU,ARM Mali-T760 MP8 772 MHz GPU,미탑재,미탑재,3 GB LPDDR4 SDRAM,, 32 / 64 / 128 UFS 2.0,NaN,NaN,4G,NaN,4.1,"GPS & A-GPS, GLONASS, Beidou",NaN,NaN,NaN,"후면 OIS 지원 1,600만 화소", 500만 화소,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,국제,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",NaN,NaN,삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W),NaN,NaN,NaN,NaN,"블랙 사파이어, 화이트 펄, 골드 플래티넘, 그린 에메랄드, 아이언맨 레드, 로즈",70.1 , 142.1 , 7 mm, 132 g,미탑재,Super AMOLED Dual-Edge, 2600 mAh,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",지문인식 - 에어리어 방식 별도 센서 탑재
0,갤럭시S6,SM-G920,samsung,NaN,안드로이드 5.0 → 5.1 (Lollipop) → 6.0 (Marshmallow) → 7.0 (Nougat)삼성 터치위즈 네이쳐 UX 4.0 → Samsung Experience 8.0,NaN,NaN,5.1인치,NaN,2560 x 1440,577 ppi,NaN,16:9,NaN,NaN,NaN,NaN,삼성 엑시노스 7 Octa (7420) SoC.  ,NaN,ARM Cortex-A57 MP4 2.1 GHz CPUARM Cortex-A53 MP4 1.5 GHz CPU,ARM Mali-T760 MP8 772 MHz GPU,미탑재,미탑재,3 GB LPDDR4 SDRAM,, 32 / 64 UFS 2.0,NaN,NaN,4G,NaN,4.1,"GPS & A-GPS, GLONASS, Beidou",NaN,일부 모델 듀얼심 지원,NaN,"후면 OIS 지원 1,600만 화소", 500만 화소,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,국제,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",NaN,NaN,삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W),NaN,NaN,NaN,NaN,"블랙 사파이어, 화이트 펄, 골드 플래티넘, 블루 토파즈",70.5 , 143.4 , 6.8 mm, 138 g,미탑재,Super AMOLED, 2550 mAh,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1일부 모델 듀얼심 지원",지문인식 - 에어리어 방식 별도 센서 탑재
0,갤럭시S5,SM-G900,samsung,NaN,안드로이드 4.4 (KitKat) → 5.0 (Lollipop) → 6.0 (Marshmallow)삼성 터치위즈 네이쳐 UX 3.0,NaN,NaN,5.1인치,NaN,1920 x 1080,432 ppi,60 Hz,16:9,NaN,NaN,NaN,NaN,퀄컴 스냅드래곤 801 MSM8974AC SoC.  ,NaN,GPU,NaN,퀄컴 Hexagon QDSP6 V5 DSP,DSP 대체,2 GB LPDDR3 SDRAM,, 16 / 32 eMMC 5.0, micro SDXC (규격상 2 TB,NaN,4G,NaN,4.0,"GPS & A-GPS, GLONASS, Beidou",NaN,[A]일부 모델 듀얼심 지원,NaN,"후면 1,600만 화소", 200만 화소,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,국제,"USB 3.1 Gen1 micro Type-B x 1, 3.5 mm 단자 x 1, 도킹 단자 x 1",NaN,NaN,미지원,NaN,NaN,NaN,NaN,"챠콜 블랙, 시머리 화이트, 일렉트릭 블루, 코퍼 골드, 샴페인 핑크&스위트 핑크, 글램 레드",72.5 , 142 , 8.1 mm, 145 g,Qualcomm Gobi MDM9x25,Super AMOLED, 2800 mAh,"USB 3.1 Gen1 micro Type-B x 1, 3.5 mm 단자 x 1, 도킹 단자 x 1[A]일부 모델 듀얼심 지원",지문인식 - 스와이프 방식 별도 센서 탑재
0,갤럭시S5 LTE-A,SM-G906,samsung,NaN,안드로이드 4.4 (KitKat) → 5.0 (Lollipop) → 6.0 (Marshmallow)삼성 터치위즈 네이쳐 UX 3.0,NaN,NaN,5.1인치,NaN,1920 x 1080,432 ppi,60 Hz,16:9,NaN,NaN,NaN,NaN,퀄컴 스냅드래곤 801 MSM8974AC SoC.  ,NaN,GPU,NaN,퀄컴 Hexagon QDSP6 V5 DSP,DSP 대체,2 GB LPDDR3 SDRAM,, 16 / 32 eMMC 5.0, micro SDXC (규격상 2 TB,NaN,4G,NaN,4.0,"GPS & A-GPS, GLONASS, Beidou",NaN,[A]일부 모델 듀얼심 지원,NaN,"후면 1,600만 화소", 200만 화소,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,국제,"USB 3.1 Gen1 micro Type-B x 1, 3.5 mm 단자 x 1, 도킹 단자 x 1",NaN,NaN,미지원,NaN,NaN,NaN,NaN,"챠콜 블랙, 시머리 화이트, 일렉트릭 블루, 코퍼 골드, 샴페인 핑크&스위트 핑크, 글램 레드",72.5 , 142 , 8.1 mm, 145 g,Qualcomm Gobi MDM9x25,Super AMOLED, 2800 mAh,"USB 3.1 Gen1 micro Type-B x 1, 3.5 mm 단자 x 1, 도킹 단자 x 1[A]일부 모델 듀얼심 지원",지문인식 - 스와이프 방식 별도 센서 탑재
0,갤럭시S4 ,SHV-E300,samsung,NaN,안드로이드 4.2 → 4.3 (Jelly Bean) → 4.4 (KitKat) → 5.0 (Lollipop)삼성 터치위즈 네이쳐 UX 2.0 → UX 3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2 GB LPDDR3 SDRAM,, 16 / 32 eMMC 4.5 내장 메모리, micro SDXC (규격 상 2 TB,NaN,NaN,NaN,4.0,NaN,NaN,일부 모델 듀얼심 지원,NaN,"후면 1,300만 화소", 200만 화소,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,국제,"USB 2.0 micro Type-B x 1 (MHL 2.0 지원), 3.5 mm 단자 x 1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"블랙 미스트, 화이트 프로스트, 블루 아크틱, 레드 오로라, 핑크 트와일라잇, 로즈 골드 블랙&화이트브라운 어텀, 퍼플 미라지, 딥 블랙[19], LaFleur Edition",69.8 , 136.6 , 7.9 mm,131 g,NaN,NaN, 2600 mAh,"USB 2.0 micro Type-B x 1 (MHL 2.0 지원), 3.5 mm 단자 x 1일부 모델 듀얼심 지원",NaN
