,모델명,모델코드,제조회사,출시일,운영체제,판매방식,화면크기(센치),화면크기(인치),패널종류,화면해상도,ppi,최대주사율,화면비,화면면적,화면폭,화면높이,HDR규격,AP종류,코어갯수,코어클럭,그래픽코어,NPU & DSP,Sensor Hub,통신모뎀,시스템램,내장메모리,저장장치,외장메모리,5G,4G,WI-FI주파수,블루투스,위성항법,유심타입,듀얼유심,카메라타입,후면카메라,전면카메라,동영상촬영,Flash,사진촬영 해상도,전면 해상도,전면 동영상 해상도,조리개값,카메라 특징,손떨림보정,손떨림방지,카메라플래시,HDR촬영지원,오토HDR,광학줌,지오태그,레이저 오토포커스,오토 포커스,아웃 포커스,터치 포커스,파노라마,TOF센서,야간모드 촬영,이어폰단자,스피커,고음질재생,사운드 기술,지문인식,얼굴인식,홍채인식,음성잠금해제,AI/인공지능,전자결제,터치펜,방수/방진,기타,충전단자,배터리용량,배터리타입,배터리특징,배터리장착방식,충전지원,고속충전기술,무선충전,색상,가로,세로,두께,무게,타겟제품
0,X Screen,X스크린,"
비보 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드11,해외구매-새제품,,16.66cm(6.56인치),AMOLED,2376x1080,398ppi,120Hz,,89.8%,,,HDR10+,스냅드래곤888,옥타(8)코어,2.84GHz+2.42GHz+1.8GHz,Adreno 660,,,,램:8GB,내장:128GB,UFS3.1,MicroSD 미지원,5G NR,LTE-A,802.11 a/b/g/n/ac/ax,블루투스v5.2,,나노유심,듀얼유심지원,,"후면:5,000만화소+4,800만화소+3,200만화소+800만화소","전면:3,200만화소",동영상:8K@30fps,,,,,F1.6,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,,○,,○,○,,,○,,,,스피커:모노(1개),32비트 음원재생,,지문인식(온스크린),,,,,,,,,USB타입C,"4,200mAh",,,배터리일체형,최대55W,고속충전지원,,,가로:73.4mm,세로:158.6mm,두께:9.1mm,무게:190.6g,"비보 X60 프로 플러스 5G 128GB, 공기계 (램8GB,해외구매)"
0,Nexus 5x,넥서스 5x,"
Google (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드6.0 마쉬멜로우,가개통/중고,,13.22cm(5.2인치),,1920x1080,423ppi,,,,,,,,헥사(6)코어,1.8GHz,,,,,램:2GB,내장:32GB,eMMC,MicroSD 미지원,,LTE-A Cat.6,802.11 a/b/g/n/ac,블루투스v4.2,,나노유심,,,"후면:1,230만화소",전면:500만화소,"동영상:2160p(UHD),30fps",,,,,,,,,○,,,,,,○,,○,,,,3.5mm,,,,지문인식,,,,,,,,,마이크로5핀,"2,700mAh",,,배터리일체형,,퀵차지2.0,,,가로:72.6mm,세로:147mm,두께:7.9mm,무게:136g,"Google 넥서스 5X 32GB, 공기계 (가개통/중고)"
0,Optimus LTE3,옵티머스 LTE3,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드4.1 젤리빈,가개통/중고,,11.68cm(4.6인치),IPS-LCD,,400~500ppi,,,,,,,,쿼드(4)코어,1.5GHz,,,,,램:2GB,내장:32GB,eMMC,MicroSD,,LTE Cat.3,,블루투스v4.0,,마이크로유심,,,"후면:1,200~1,499만화소",전면:100~199만화소,"동영상:1080p(FHD),30fps",,,,,,,,,,○,,,,,○,,,,,,3.5mm,,,,,,,,,,,,,,"2,300~2,999mAh",,,배터리일체형,,,,,가로:50~80mm,세로:100~150mm,두께:7~10mm,무게:100~150g,"LG전자 옵티머스 G 32GB, 공기계 (가개통/중고)"
0,Wine Smart Jazz,와인 스마트 재즈,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드5.1 롤리팝,가개통/중고,,8.12cm(3.2인치),LCD,480x320,,,,,,,,,쿼드(4)코어,1.1GHz,,,,,램:1GB,내장:4GB,eMMC,MicroSD,,LTE,802.11 b/g/n,블루투스v4.0,,마이크로유심,,,후면:300만화소,전면:VGA,,,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,,,,,"1,700mAh",,,배터리탈착형,,,,,가로:58.7mm,세로:117.7mm,두께:16.6mm,,"LG전자 와인스마트 재즈, 공기계 (가개통/중고)"
0,Wine Smart,와인 스마트,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드4.4 킷캣,가개통/중고,,8.89cm(3.5인치),IPS-LCD,480x320,166ppi,,,,,,,,쿼드(4)코어,1.2GHz,,,,,램:1GB,내장:4GB,eMMC,MicroSD,,LTE,802.11 b/g/n,블루투스v4.0,,마이크로유심,,,후면:800만화소,전면:VGA,,,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,,,,,"1,700mAh",,,배터리탈착형,,,,,가로:59.4mm,세로:118.6mm,두께:16.9mm,,"LG전자 와인스마트, 공기계 (가개통/중고)"
0,Wine Smart 3G,와인 스마트 3G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,LG Folder,LG폴더,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드,가개통/중고,,7.11cm(2.8인치),IPS-LCD,320x240,143ppi,60Hz,4:3,40.9%,,,,스냅드래곤210,쿼드(4)코어,1.1GHz,Adreno 304,,,,램:1GB,내장:8GB,,MicroSD,,LTE Cat.4,802.11 b/g/n,블루투스,,나노유심,,,후면:200만화소,,,,,,,,,,,,,,,,,,,,,,,,스피커:모노(1개),,,,,,,,,,,,,"1,470mAh",,,배터리탈착형,,,,,가로:55mm,세로:107.9mm,두께:18mm,무게:127g,"LG전자 폴더2 8GB, 공기계 (가개통/중고)"
0,SmartFolder,스마트폴더,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드 7.1 누가,가개통/중고,,8.38cm(3.3인치),LCD,854x480,296ppi,,,63.8%,,,,스냅드래곤 212,쿼드(4)코어,1.3GHz,Adreno 304,,,,램:2GB,내장:16GB,eMMC,MicroSD,,LTE Cat.4,802.11 b/g/n,블루투스,,나노유심,,,후면:500만화소,전면:500만화소,,,,,,,,,,,,,,,,○,,,,,,3.5mm,스피커:모노(1개),,,,,,,,,,,,마이크로5핀,"1,940mAh",,,배터리탈착형,,,,,가로:58.7mm,세로:117.6mm,두께:16.9mm,무게:142g,"LG전자 스마트 폴더 16GB, 공기계 (가개통/중고)"
0,Galaxy Fold,갤럭시 폴드,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,19.30cm(7.6인치),D-AMOLED,2208x1768,373ppi,120Hz,5:4,88.6%,,,HDR10+,스냅드래곤865+,옥타(8)코어,3.09GHz+2.42GHz+1.8GHz,Adreno 650,,,,램:12GB,내장:256GB,UFS3.1,MicroSD 미지원,5G NR,LTE-A Cat.20,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소+1,200만화소","전면:1,000만화소",동영상:4K@60fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,,○,,,○,,,○,,,,스피커:스테레오(2개),32비트 음원재생,,지문인식(측면),,,,빅스비,삼성페이,,,,USB타입C,"4,500mAh",,,배터리일체형,최대25W,고속충전지원,Qi무선충전: 최대11W,,가로:128.2mm,세로:159.2mm,두께:6.9mm,무게:282g,"삼성전자 갤럭시Z 폴드2 5G 256GB, 공기계 (자급제 공기계)"
0,iphoneSE (2020),아이폰SE(2020),"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS13,공기계-새제품,,11.93cm(4.7인치),IPS-LCD,1334x750,326ppi,60Hz,16:9,65.4%,,,,애플A13,헥사(6)코어,2.65GHz+1.8GHz,APPLE G11P,,,,램:3GB,내장:128GB,NVMe,,,LTE-A Cat.19,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소",전면:700만화소,동영상:4K@60fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,,,,,○,,,○,,,,스피커:스테레오(2개),,,지문인식,,,,Siri,애플페이(국내미지원),,IP67,,라이트닝8핀,"1,821mAh",,,배터리일체형,최대18W,고속충전지원,Qi무선충전,,가로:67.3mm,세로:138.4mm,두께:7.3mm,무게:148g,"APPLE 아이폰SE 2세대 128GB, 공기계 (자급제 공기계)"
0,Galaxy A80,갤럭시 A80,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드9.0 파이,가개통/중고,,17.02cm(6.7인치),S-AMOLED,2400x1080,393ppi,60Hz,20:9,85.8%,,,,스냅드래곤730,옥타(8)코어,2.2GHz+1.8GHz,Adreno 618,,,,램:8GB,내장:128GB,,MicroSD 미지원,,LTE-A Cat.11,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:4,800만화소+800만화소+TOF 3D","전면:4,800만화소+800만화소+TOF 3D","동영상:2160p(UHD),30fps",,,,,F2.0,,전자식손떨림보정(EIS),○,○,○,,,,,○,,,,○,,,스피커:모노(1개),,,지문인식(온스크린),,,,,,,,,USB타입C,"3,700mAh",,,배터리일체형,최대25W,고속충전지원,,,가로:76.5mm,세로:165.2mm,두께:9.3mm,무게:220g,"삼성전자 갤럭시A80 2019 128GB, 공기계 (가개통/중고)"
0,Galaxy Z Flip,갤럭시 Z플립,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,17.02cm(6.7인치),D-AMOLED,2636x1080,425ppi,60Hz,22:9,82.5%,,,HDR10+,스냅드래곤865+,옥타(8)코어,3.09GHz+2.4GHz+1.8GHz,Adreno 650,,,,램:8GB,내장:256GB,UFS3.0,MicroSD 미지원,5G NR,LTE-A Cat.20,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소","전면:1,000만화소",동영상:4k@30fps,,,,,F1.8,,광학식손떨림보정(OIS),○,○,○,,,,,○,,,○,,,,스피커:모노(1개),32비트 음원재생,,지문인식(측면),,,,,삼성페이,,,,USB타입C,"3,300mAh",,,배터리일체형,최대15W,고속충전지원,Qi무선충전: 최대9W,,가로:73.6mm,세로:167.3mm,두께:7.2mm,무게:183g,"삼성전자 갤럭시Z 플립 5G 256GB, 공기계 (자급제 공기계)"
0,Galaxy S20,갤럭시 S20,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,16.51cm(6.5인치),S-AMOLED,2400x1080,407ppi,120Hz,20:9,84.8%,,,HDR10+,스냅드래곤865,옥타(8)코어,2.84GHz+2.42GHz+1.8GHz,Adreno 650,,,,램:6GB,내장:128GB,UFS3.1,microSD:최대1TB,5G NR,LTE-A Cat.19,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소+800만화소","전면:3,200만화소",동영상:4K@60fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,,○,○,,,○,,,○,,,,스피커:스테레오(2개),32비트 음원재생,,지문인식(온스크린),,,,빅스비,삼성페이,,IP68,,USB타입C,"4,500mAh",,,배터리일체형,최대25W,USB PD3.0,Qi무선충전: 최대15W,,가로:74.5mm,세로:159.8mm,두께:8.4mm,무게:190g,"삼성전자 갤럭시S20 FE 5G 128GB, 공기계 (자급제 공기계)"
0,Galaxy S20 Plus,갤럭시 S20 Plus,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,가개통/중고,,17.02cm(6.7인치),D-AMOLED,3200x1440,525ppi,120Hz,20:9,90.5%,,,HDR10+,스냅드래곤865,옥타(8)코어,2.84GHz+2.42GHz+1.8GHz,Adreno 650,,,,램:12GB,내장:256GB,UFS3.0,microSD:최대1TB,5G NR,LTE-A Cat.20,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:6,400만화소+1,200만화소+1,200만화소+30만화소","전면:1,000만화소",동영상:8K@24fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,,,○,○,,,○,,,○,○,○,,스피커:스테레오(2개),32비트 음원재생,,지문인식(온스크린),얼굴인식,,,빅스비,삼성페이,,IP68,,USB타입C,"4,500mAh",,,배터리일체형,최대25W,USB PD3.0,Qi무선충전: 최대15W,,가로:73.7mm,세로:161.9mm,두께:7.8mm,무게:188g,"삼성전자 갤럭시S20 플러스 5G 256GB, 공기계 (가개통/중고)"
0,Galaxy S20 Ultra,갤럭시 S20 울트라,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,가개통/중고,,17.53cm(6.9인치),D-AMOLED,3200x1440,511ppi,120Hz,20:9,89.9%,,,HDR10+,스냅드래곤865,옥타(8)코어,2.84GHz+2.42GHz+1.8GHz,Adreno 650,,,,램:12GB,내장:256GB,UFS3.0,microSD:최대1TB,5G NR,LTE-A Cat.20,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1억800만화소+4,800만화소+1,200만화소+30만화소","전면:4,000만화소",동영상:8K@24fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,,,○,○,,,○,,,○,○,○,,스피커:스테레오(2개),32비트 음원재생,,지문인식(온스크린),얼굴인식,,,빅스비,삼성페이,,IP68,,USB타입C,"5,000mAh",,,배터리일체형,최대45W,USB PD3.0,Qi무선충전: 최대15W,,가로:76.0mm,세로:166.9mm,두께:8.8mm,무게:222g,"삼성전자 갤럭시S20 울트라 5G 256GB, 공기계 (가개통/중고)"
0,VELVET,벨벳,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,17.20cm(6.8인치),OLED,2460x1080,395ppi,60Hz,20.5:9,88.6%,,,,스냅드래곤765,옥타(8)코어,2.3GHz+2.2GHz+1.8GHz,Adreno 620,,,,램:8GB,내장:128GB,UFS2.1,microSD:최대2TB,,LTE-A Cat.18,802.11 a/b/g/n/ac,블루투스v5.1,,나노유심,,,"후면:4,800만화소+800만화소+500만화소","전면:1,600만화소",동영상:2160p(UHD),,,,,F1.8,,전자식손떨림보정(EIS),○,○,○,,,,,○,,,○,,,3.5mm,스피커:스테레오(2개),,,지문인식(온스크린),,,,,LG페이,4096단계 필압(별매),IP68,,USB타입C,"4,300mAh",,,배터리일체형,최대30W,USB PD2.0/퀵차지4+,Qi무선충전: 최대10W,,가로:74.1mm,세로:167.2mm,두께:7.9mm,무게:180g,"LG전자 벨벳 128GB, 공기계 (자급제 공기계)"
0,Q51,Q51,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드9.0 파이,공기계-새제품,,16.51cm(6.5인치),IPS-LCD,1560x720,259ppi,60Hz,19:9,82.7%,,,,미디어텍MT6762,옥타(8)코어,2.0GHz,PowerVR GE8320,,,,램:3GB,내장:32GB,eMMC5.1,microSD:최대2TB,,LTE-A Cat.7,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:1,300만화소+500만화소+200만화소","전면:1,300만화소","동영상:1080p(FHD),30fps",,,,,,,,,○,○,,,,,○,,,○,,,3.5mm,스피커:스테레오(2개),,,지문인식(후면),,,,구글 어시스턴트,LG페이,,,,USB타입C,"4,000mAh",,,배터리일체형,,,,,가로:77.9mm,세로:166.9mm,두께:8.4mm,무게:204g,"LG전자 Q51 32GB, 공기계 (자급제 공기계)"
0,LG Folder 2,LG폴더2,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드,가개통/중고,,7.11cm(2.8인치),IPS-LCD,320x240,143ppi,60Hz,4:3,40.9%,,,,스냅드래곤210,쿼드(4)코어,1.1GHz,Adreno 304,,,,램:1GB,내장:8GB,,MicroSD,,LTE Cat.4,802.11 b/g/n,블루투스,,나노유심,,,후면:200만화소,,,,,,,,,,,,,,,,,,,,,,,,스피커:모노(1개),,,,,,,,,,,,,"1,470mAh",,,배터리탈착형,,,,,가로:55mm,세로:107.9mm,두께:18mm,무게:127g,"LG전자 폴더2 8GB, 공기계 (가개통/중고)"
0,Q61,Q61,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드9.0 파이,가개통/중고,,16.59cm(6.53인치),IPS-LCD,2340x1080,395ppi,60Hz,19.5:9,82.1%,,,,미디어텍MT6765,옥타(8)코어,2.3GHz+1.8GHz,PowerVR GE8320,,,,램:4GB,내장:64GB,eMMC,microSD:최대2TB,,LTE-A Cat.6,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:4,800만화소+800만화소+500만화소+200만화소","전면:1,600만화소","동영상:1080p(FHD),30fps",,,,,F1.8,,,,○,○,,,,,○,,,○,,,3.5mm,스피커:모노(1개),,,지문인식(후면),,,,구글 어시스턴트,LG페이,,,,USB타입C,"4,000mAh",,,배터리일체형,,,,,가로:77.5mm,세로:164.5mm,두께:8.3mm,무게:192g,"LG전자 Q61 64GB, 공기계 (가개통/중고)"
0,Galaxy A31,갤럭시 A31,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,16.25cm(6.4인치),S-AMOLED,2400x1080,411ppi,60Hz,20:9,84.9%,,,,미디어텍MT6768,옥타(8)코어,2.0GHz+1.7GHz,Mali G52,,,,램:4GB,내장:64GB,,microSD:최대512GB,,LTE-A Cat.6,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:4,800만화소+800만화소+500만화소+500만화소","전면:2,000만화소","동영상:1080p(FHD),30fps",,,,,F2.0,,,,○,○,,,,,○,,,○,,,3.5mm,스피커:모노(1개),,,지문인식(온스크린),,,,,삼성페이,,,,USB타입C,"5,000mAh",,,배터리일체형,최대15W,고속충전지원,,,가로:73.1mm,세로:159.3mm,두께:8.6mm,무게:186g,"삼성전자 갤럭시A31 2020 64GB, 공기계 (자급제 공기계)"
0,Galaxy A51,갤럭시 A51,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,16.51cm(6.5인치),S-AMOLED,2400x1080,405ppi,60Hz,20:9,87.2%,,,,엑시노스980,옥타(8)코어,2.2GHz+1.8GHz,Mali G76,,,,램:6GB,내장:128GB,UFS2.0,microSD:최대1TB,5G NR,LTE-A Cat.16,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:4,800만화소+1,200만화소+500만화소+500만화소","전면:3,200만화소",동영상:4k@30fps,,,,,F2.0,,전자식손떨림보정(EIS),○,○,○,,,,,○,,,○,,,3.5mm,스피커:모노(1개),,,지문인식(온스크린),,,,,삼성페이,,,,USB타입C,"4,500mAh",,,배터리일체형,최대15W,고속충전지원,,,가로:73.6mm,세로:158.9mm,두께:8.7mm,무게:187g,"삼성전자 갤럭시A51 5G 2020 128GB, 공기계 (자급제 공기계)"
0,Galaxy A Quantum,갤럭시 A퀀텀,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,통신사가입-SKT,,17.02cm(6.7인치),S-AMOLED,2400x1080,393ppi,60Hz,20:9,88.3%,,,,엑시노스980,옥타(8)코어,2.2GHz+1.8GHz,Mali G76,,,,램:8GB,내장:128GB,UFS2.1,MicroSD,5G NR,LTE-A Cat.16,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:6,400만화소+1,200만화소+500만화소+500만화소","전면:3,200만화소","동영상:2160p(UHD),30fps",,,,,F1.8,,전자식손떨림보정(EIS),,,,,,,,,,,,,,3.5mm,스피커:모노(1개),,,지문인식(온스크린),,,,,,,,,USB타입C,"4,500mAh",,,배터리일체형,최대25W,고속충전지원,,,가로:75.5mm,세로:162.5mm,두께:8.1mm,무게:185g,"삼성전자 갤럭시A 퀀텀 5G 128GB, SKT 완납 (기기변경, 선택약정)"
0,Galaxy S20 FE,갤럭시S20 FE,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,16.51cm(6.5인치),S-AMOLED,2400x1080,407ppi,120Hz,20:9,84.8%,,,HDR10+,스냅드래곤865,옥타(8)코어,2.84GHz+2.42GHz+1.8GHz,Adreno 650,,,,램:6GB,내장:128GB,UFS3.1,microSD:최대1TB,5G NR,LTE-A Cat.19,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소+800만화소","전면:3,200만화소",동영상:4K@60fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,,○,○,,,○,,,○,,,,스피커:스테레오(2개),32비트 음원재생,,지문인식(온스크린),,,,빅스비,삼성페이,,IP68,,USB타입C,"4,500mAh",,,배터리일체형,최대25W,USB PD3.0,Qi무선충전: 최대15W,,가로:74.5mm,세로:159.8mm,두께:8.4mm,무게:190g,"삼성전자 갤럭시S20 FE 5G 128GB, 공기계 (자급제 공기계)"
0,GalaxyNote20,갤럭시노트20,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,17.53cm(6.9인치),D-AMOLED,3088x1440,496ppi,120Hz,19.3:9,91.7%,,,HDR10+,스냅드래곤865+,옥타(8)코어,3.0GHz+2.42GHz+1.8GHz,Adreno 650,,,,램:12GB,내장:256GB,UFS3.1,microSD:최대1TB,5G NR,LTE-A Cat.20,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1억800만화소+1,200만화소+1,200만화소","전면:1,000만화소",동영상:8K@24fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,,○,○,,○,○,,,○,,,,스피커:스테레오(2개),32비트 음원재생,,지문인식(온스크린),,,,빅스비,삼성페이,4096단계 필압,IP68,,USB타입C,"4,500mAh",,,배터리일체형,최대25W,USB PD3.0,Qi무선충전,,가로:77.2mm,세로:164.8mm,두께:8.1mm,무게:208g,"삼성전자 갤럭시노트20 울트라 5G 256GB, 공기계 (자급제 공기계)"
0,GalaxyNote20 Ultra  ,갤럭시노트20 울트라,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,17.53cm(6.9인치),D-AMOLED,3088x1440,496ppi,120Hz,19.3:9,91.7%,,,HDR10+,스냅드래곤865+,옥타(8)코어,3.0GHz+2.42GHz+1.8GHz,Adreno 650,,,,램:12GB,내장:256GB,UFS3.1,microSD:최대1TB,5G NR,LTE-A Cat.20,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1억800만화소+1,200만화소+1,200만화소","전면:1,000만화소",동영상:8K@24fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,,○,○,,○,○,,,○,,,,스피커:스테레오(2개),32비트 음원재생,,지문인식(온스크린),,,,빅스비,삼성페이,4096단계 필압,IP68,,USB타입C,"4,500mAh",,,배터리일체형,최대25W,USB PD3.0,Qi무선충전,,가로:77.2mm,세로:164.8mm,두께:8.1mm,무게:208g,"삼성전자 갤럭시노트20 울트라 5G 256GB, 공기계 (자급제 공기계)"
0,LG Q31,Q31,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,14.47cm(5.7인치),IPS-LCD,1520x720,295ppi,60Hz,19:9,77.2%,,,,미디어텍MT6762,옥타(8)코어,2.0GHz,PowerVR GE8320,,,,램:3GB,내장:32GB,eMMC5.1,microSD:최대2TB,,LTE,802.11 b/g/n,블루투스v5.0,,나노유심,,,"후면:1,300만화소+500만화소",전면:500만화소,"동영상:1080p(FHD),30fps",,,,,F1.8,,,,○,○,,,,,○,,,○,,,3.5mm,스피커:모노(1개),,,,,,,,,,,,마이크로5핀,"3,000mAh",,,배터리일체형,,,,,가로:71mm,세로:147.9mm,두께:8.7mm,무게:145g,"LG전자 Q31 32GB, 공기계 (자급제 공기계)"
0,LG Q52,Q52,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,16.76cm(6.6인치),IPS-LCD,1600x720,266ppi,60Hz,20:9,83.1%,,,,미디어텍MT6765,옥타(8)코어,2.3GHz+1.8GHz,PowerVR GE8320,,,,램:4GB,내장:64GB,eMMC5.1,microSD:최대2TB,,LTE,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:4,800만화소+500만화소+200만화소+200만화소","전면:1,300만화소","동영상:1080p(FHD),30fps",,,,,F1.8,,,,○,○,,,,,○,,,○,,,3.5mm,스피커:모노(1개),,,지문인식(측면),,,,,LG페이,,,,USB타입C,"4,000mAh",,,배터리일체형,,,,,가로:76.7mm,세로:165mm,두께:8.4mm,무게:188g,"LG전자 Q52 64GB, 공기계 (자급제 공기계)"
0,LG Wing,윙,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,17.20cm(6.8인치),P-OLED,2460x1080,395ppi,60Hz,20.5:9,87.0%,,,,스냅드래곤765G,옥타(8)코어,2.4GHz+2.2GHz+1.8GHz,Adreno 620,,,,램:8GB,내장:128GB,UFS,microSD:최대2TB,5G NR,LTE-A,802.11 a/b/g/n/ac,블루투스v5.1,,나노유심,,,"후면:6,400만화소+1,300만화소+1,200만화소","전면:3,200만화소",동영상:4k@30fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,,,,,○,,,○,,,,스피커:모노(1개),,,지문인식(온스크린),,,,구글 어시스턴트,LG페이,,IP54,,USB타입C,"4,000mAh",,,배터리일체형,,퀵차지4+,Qi무선충전,,가로:74.5mm,세로:169.5mm,두께:10.9mm,무게:260g,"LG전자 윙 5G 128GB, 공기계 (자급제 공기계)"
0,Galaxy A10e,갤럭시 A10e,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드9.0 파이,공기계-새제품,,14.80cm(5.83인치),PLS-LCD,1560x720,295ppi,60Hz,19.5:9,81.4%,,,,엑시노스7884,옥타(8)코어,1.6GHz+1.35GHz,Mali G71,,,,램:2GB,내장:32GB,,microSD:최대512GB,,LTE-A Cat.12,802.11 b/g/n,블루투스v5.0,,나노유심,,,후면:800만화소,전면:800만화소,"동영상:1080p(FHD),30fps",,,,,F1.9,,,,○,○,,,,,○,,,○,,,3.5mm,스피커:모노(1개),,,,,,,,,,,,USB타입C,"3,000mAh",,,배터리일체형,,,,,가로:69.6mm,세로:147.3mm,두께:8.4mm,무게:141g,"삼성전자 갤럭시A10e 2019 32GB, 공기계 (자급제 공기계)"
0,iphone12,아이폰12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iphone12 Pro,아이폰12 Pro,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS14,공기계-새제품,,15.49cm(6.1인치),OLED,2532x1170,460ppi,60Hz,19.5:9,86.0%,,,돌비비젼+HDR10,애플 A14 Bionic,헥사(6)코어,,Apple U1,,,,램:6GB,내장:128GB,NVMe,MicroSD 미지원,5G NR,LTE-A Cat.22,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소+1,200만화소+TOF 3D","전면:1,200만화소",동영상:4K@60fps,,,,,F1.6,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,,○,,,○,,,○,○,○,,스피커:스테레오(2개),,,,FaceID,,,Siri,애플페이(국내미지원),,IP68,,라이트닝8핀,"2,815mAh",,,배터리일체형,최대18W,USB PD2.0,Qi무선충전: 최대7.5W,,가로:71.5mm,세로:146.7mm,두께:7.4mm,무게:187g,"APPLE 아이폰12 프로 5G 128GB, 공기계 (자급제 공기계)"
