,모델명,모델코드,제조회사,출시일,운영체제,판매방식,화면크기(센치),화면크기(인치),패널종류,화면해상도,ppi,최대주사율,화면비,화면면적,화면폭,화면높이,HDR규격,AP종류,코어갯수,코어클럭,그래픽코어,NPU & DSP,Sensor Hub,통신모뎀,시스템램,내장메모리,저장장치,외장메모리,5G,4G,WI-FI주파수,블루투스,위성항법,유심타입,듀얼유심,카메라타입,후면카메라,전면카메라,동영상촬영,Flash,사진촬영 해상도,전면 해상도,전면 동영상 해상도,조리개값,카메라 특징,손떨림보정,손떨림방지,카메라플래시,HDR촬영지원,오토HDR,광학줌,지오태그,레이저 오토포커스,오토 포커스,아웃 포커스,터치 포커스,파노라마,TOF센서,야간모드 촬영,이어폰단자,스피커,고음질재생,사운드 기술,지문인식,얼굴인식,홍채인식,음성잠금해제,AI/인공지능,전자결제,터치펜,방수/방진,기타,충전단자,배터리용량,배터리타입,배터리특징,배터리장착방식,충전지원,고속충전기술,무선충전,색상,가로,세로,두께,무게,타겟제품
0,iphone12 Pro Max,아이폰12 Pro Max,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS14,공기계-새제품,,17.02cm(6.7인치),OLED,2778x1284,458ppi,60Hz,19.5:9,87.4%,,,돌비비젼+HDR10,애플 A14 Bionic,헥사(6)코어,,Apple U1,,,,램:6GB,내장:128GB,NVMe,MicroSD 미지원,5G NR,LTE-A Cat.22,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소+1,200만화소+TOF 3D","전면:1,200만화소",동영상:4K@60fps,,,,,F1.6,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,,○,,,○,,,○,○,,,스피커:스테레오(2개),,,,FaceID,,,Siri,애플페이(국내미지원),,IP68,,라이트닝8핀,"3,687mAh",,,배터리일체형,최대18W,USB PD2.0,Qi무선충전: 최대7.5W,,가로:78.1mm,세로:160.8mm,두께:7.4mm,무게:226g,"APPLE 아이폰12 프로 맥스 5G 128GB, 공기계 (자급제 공기계)"
0,iphone12 Mini,아이폰12 Mini,"
APPLE (
							제조사 웹사이트 바로가기)
												",,출시OS: iOS14,공기계-새제품,,13.72cm(5.4인치),OLED,2340x1080,476ppi,60Hz,19.5:9,85.1%,,,돌비비젼+HDR10,애플 A14 Bionic,헥사(6)코어,,Apple U1,,,,램:4GB,내장:256GB,NVMe,MicroSD 미지원,5G NR,LTE-A Cat.22,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소","전면:1,200만화소",동영상:4K@60fps,,,,,F1.6,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,,○,,,○,,,○,,○,,스피커:스테레오(2개),,,,FaceID,,,Siri,애플페이(국내미지원),,IP68,,라이트닝8핀,"2,227mAh",,,배터리일체형,최대18W,USB PD2.0,Qi무선충전: 최대7.5W,,가로:64.2mm,세로:131.5mm,두께:7.4mm,무게:133g,"APPLE 아이폰12 미니 5G 256GB, 공기계 (자급제 공기계)"
0,Galaxy Fold2,갤럭시폴드2,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,19.30cm(7.6인치),D-AMOLED,2208x1768,373ppi,120Hz,5:4,88.6%,,,HDR10+,스냅드래곤865+,옥타(8)코어,3.09GHz+2.42GHz+1.8GHz,Adreno 650,,,,램:12GB,내장:256GB,UFS3.1,MicroSD 미지원,5G NR,LTE-A Cat.20,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:1,200만화소+1,200만화소+1,200만화소","전면:1,000만화소",동영상:4K@60fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,,○,,,○,,,○,,,,스피커:스테레오(2개),32비트 음원재생,,지문인식(측면),,,,빅스비,삼성페이,,,,USB타입C,"4,500mAh",,,배터리일체형,최대25W,고속충전지원,Qi무선충전: 최대11W,,가로:128.2mm,세로:159.2mm,두께:6.9mm,무게:282g,"삼성전자 갤럭시Z 폴드2 5G 256GB, 공기계 (자급제 공기계)"
0,Galaxy A12,갤럭시 A12,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,공기계-새제품,,16.51cm(6.5인치),TFT-LCD,1600x720,264ppi,60Hz,20:9,85.8%,,,,미디어텍MT6765,옥타(8)코어,2.3GHz+1.8GHz,PowerVR GE8320,,,,램:3GB,내장:32GB,eMMC5.1,microSD:최대1TB,,LTE Cat.4,802.11 b/g/n,블루투스v5.0,,나노유심,,,"후면:4,800만화소+500만화소+200만화소+200만화소",전면:800만화소,"동영상:1080p(FHD),30fps",,,,,F2.0,,,,○,○,,,,,○,,,○,,,3.5mm,스피커:모노(1개),,,지문인식(측면),,,,,,,,,USB타입C,"5,000mAh",,,배터리일체형,최대15W,고속충전지원,,,가로:75.8mm,세로:164mm,두께:8.9mm,무게:205g,"삼성전자 갤럭시A12 2021 32GB, 공기계 (자급제 공기계)"
0,Galaxy S21 Ultra,갤럭시S21 Ultra,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드11,공기계-새제품,,17.20cm(6.8인치),D-AMOLED,3200x1440,515ppi,120Hz,20:9,89.8%,,,HDR10+,엑시노스2100,옥타(8)코어,2.9GHz+2.8GHz+2.2GHz,Mali G78,,,,램:12GB,내장:256GB,UFS3.1,MicroSD 미지원,5G NR,LTE-A,802.11 a/b/g/n/ac/ax,블루투스v5.2,,나노유심,,,"후면:1억800만화소+1,200만화소+1,000만화소+1,000만화소","전면:4,000만화소",동영상:8K@24fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,○,○,,○,○,,,○,,,,스피커:스테레오(2개),32비트 음원재생,,지문인식(온스크린),,,,빅스비,삼성페이,4096단계 필압(별매),IP68,,USB타입C,"5,000mAh",,,배터리일체형,최대25W,USB PD3.0,Qi무선충전: 최대15W,,가로:75.6mm,세로:165.1mm,두께:8.9mm,무게:227g,"삼성전자 갤럭시S21 울트라 5G 256GB, 공기계 (자급제 공기계)"
0,Galaxy S21 Plus,갤럭시S21 Plus,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드11,공기계-새제품,,17.02cm(6.7인치),D-AMOLED,2400x1080,394ppi,120Hz,20:9,88.3%,,,HDR10+,엑시노스2100,옥타(8)코어,2.9GHz+2.8GHz+2.2GHz,Mali G78,,,,램:8GB,내장:256GB,UFS3.1,MicroSD 미지원,5G NR,LTE-A,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:6,400만화소+1,200만화소+1,200만화소","전면:1,000만화소",동영상:8K@24fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,○,○,,,○,,,○,,,,스피커:스테레오(2개),32비트 음원재생,,지문인식(온스크린),,,,빅스비,삼성페이,,IP68,,USB타입C,"4,800mAh",,,배터리일체형,최대25W,USB PD3.0,Qi무선충전: 최대15W,,가로:75.6mm,세로:161.5mm,두께:7.8mm,무게:200g,"삼성전자 갤럭시S21 플러스 5G 256GB, 공기계 (자급제 공기계)"
0,Galaxy S21,갤럭시S21,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드11,공기계-새제품,,15.75cm(6.2인치),D-AMOLED,2400x1080,421ppi,120Hz,20:9,87.2%,,,HDR10+,엑시노스2100,옥타(8)코어,2.9GHz+2.8GHz+2.2GHz,Mali G78,,,,램:8GB,내장:256GB,UFS3.1,MicroSD 미지원,5G NR,LTE-A,802.11 a/b/g/n/ac/ax,블루투스v5.0,,나노유심,,,"후면:6,400만화소+1,200만화소+1,200만화소","전면:1,000만화소",동영상:8K@24fps,,,,,F1.8,,광학식손떨림보정(OIS)+전자식손떨림보정(EIS),○,○,○,○,○,,,○,,,○,,,,스피커:스테레오(2개),32비트 음원재생,,지문인식(온스크린),,,,빅스비,삼성페이,,IP68,,USB타입C,"4,000mAh",,,배터리일체형,최대25W,USB PD3.0,Qi무선충전: 최대15W,,가로:71.2mm,세로:151.7mm,두께:7.9mm,무게:169g,"삼성전자 갤럭시S21 5G 256GB, 공기계 (자급제 공기계)"
0,LG Q92,Q92,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,가개통/중고,,16.94cm(6.67인치),IPS-LCD,2400x1080,395ppi,60Hz,20:9,83.5%,,,,스냅드래곤765G,옥타(8)코어,2.4GHz+2.2GHz+1.8GHz,Adreno 620,,,,램:6GB,내장:128GB,,microSD:최대2TB,5G NR,LTE-A Cat.18,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:4,800만화소+800만화소+500만화소+200만화소","전면:3,200만화소",동영상:4k@30fps,,,,,F1.8,,,,○,○,,,,,○,,,○,,,3.5mm,스피커:스테레오(2개),,,지문인식(측면),,,,,LG페이,,,,USB타입C,"4,000mAh",,,배터리일체형,최대15W,고속충전지원,,,가로:77.3mm,세로:166.5mm,두께:8.5mm,무게:193g,"LG전자 Q92 5G 128GB, 공기계 (가개통/중고)"
0,Google Nexus5 16G  ,넥서스5,"
Google (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드6.0 마쉬멜로우,가개통/중고,,13.22cm(5.2인치),,1920x1080,423ppi,,,,,,,,헥사(6)코어,1.8GHz,,,,,램:2GB,내장:32GB,eMMC,MicroSD 미지원,,LTE-A Cat.6,802.11 a/b/g/n/ac,블루투스v4.2,,나노유심,,,"후면:1,230만화소",전면:500만화소,"동영상:2160p(UHD),30fps",,,,,,,,,○,,,,,,○,,○,,,,3.5mm,,,,지문인식,,,,,,,,,마이크로5핀,"2,700mAh",,,배터리일체형,,퀵차지2.0,,,가로:72.6mm,세로:147mm,두께:7.9mm,무게:136g,"Google 넥서스 5X 32GB, 공기계 (가개통/중고)"
0,Optimus VU  ,옵티머스 뷰,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,,가개통/중고,,,,,,,,,,,,,,,,,,,,,,,,,,,,마이크로유심,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,"LG전자 옵티머스 뷰, 공기계 (가개통/중고)"
0,Optimus G  ,옵티머스 G,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드4.1 젤리빈,가개통/중고,,11.68cm(4.6인치),IPS-LCD,,400~500ppi,,,,,,,,쿼드(4)코어,1.5GHz,,,,,램:2GB,내장:32GB,eMMC,MicroSD,,LTE Cat.3,,블루투스v4.0,,마이크로유심,,,"후면:1,200~1,499만화소",전면:100~199만화소,"동영상:1080p(FHD),30fps",,,,,,,,,,○,,,,,○,,,,,,3.5mm,,,,,,,,,,,,,,"2,300~2,999mAh",,,배터리일체형,,,,,가로:50~80mm,세로:100~150mm,두께:7~10mm,무게:100~150g,"LG전자 옵티머스 G 32GB, 공기계 (가개통/중고)"
0,Optimus VU2,옵티머스 뷰2,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,,가개통/중고,,,,,,,,,,,,,,,,,,,,,,,,,,,,마이크로유심,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,러버듐 펜 방식,,,,,,,,,,,,,,,,"LG전자 옵티머스 뷰2, 공기계 (가개통/중고)"
0,LG Optimus GK  ,옵티머스 GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Optimus G Pro  ,옵티머스G 프로,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드4.1 젤리빈,가개통/중고,,13.97cm(5.5인치),,1920x1080,400ppi,,,,,,,,쿼드(4)코어,1.7GHz,,,,,램:2GB,내장:32GB,,MicroSD,,LTE Cat.3,,블루투스v4.0,,마이크로유심,,,후면:1300만화소,전면:210만화소,,,,,,,,,,,,,,,,○,,,,,,3.5mm,,,,,,,,,,,,,,"3,140mAh",,,배터리탈착형,,,,,가로:76.1mm,세로:150.2mm,두께:9.4mm,무게:172g,"LG전자 옵티머스 G 프로, 공기계 (가개통/중고)"
0,LG Vu3  ,엘지 뷰3,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드4.4 킷캣,가개통/중고,,13.22cm(5.2인치),IPS-LCD,1280x960,,,,,,,,,쿼드(4)코어,2.3GHz,Adreno 330,,,,램:2GB,내장:16GB,,MicroSD,,LTE Cat.4,802.11 a/b/g/n,블루투스v4.0,,,,,,,"동영상:1080p(FHD),30fps",,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,,,,,,,,배터리탈착형,,,,,,,,,"LG전자 Vu3 16GB, 공기계 (가개통/중고)"
0,LG 밴드플레이  ,엘지 밴드플레이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,PRADA 3.0  ,프라다폰 3.0,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,,가개통/중고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,"LG전자 싸이언 PRADA 3.0, 공기계 (가개통/중고)"
0,OPTIMUS Q2  ,옵티머스Q2,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,,가개통/중고,,,,,,,,,,,,,,,,,,,,,eMMC,,,,,,,마이크로유심,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,"LG전자 옵티머스 Q2, 공기계 (가개통/중고)"
0,LG Q70  ,Q70,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드9.0 파이,가개통/중고,,16.25cm(6.4인치),IPS-LCD,2310x1080,398ppi,60Hz,,81.4%,,,,스냅드래곤675,옥타(8)코어,2.0GHz+1.7GHz,Adreno 612,,,,램:4GB,내장:64GB,eMMC,microSD:최대2TB,,LTE-A Cat.12,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:3,200만화소+1,300만화소+500만화소","전면:1,600만화소","동영상:1080p(FHD),30fps",,,,,F1.8,,,,○,○,,,,,○,,,,,,3.5mm,스피커:모노(1개),32비트 음원재생,,지문인식(후면),,,,구글 어시스턴트,LG페이,,IP68,,USB타입C,"4,000mAh",,,배터리일체형,최대15W,고속충전지원,,,가로:76.8mm,세로:162.1mm,두께:8.3mm,무게:198g,"LG전자 Q70 64GB, 공기계 (가개통/중고)"
0,LG Q92  ,Q92,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,가개통/중고,,16.94cm(6.67인치),IPS-LCD,2400x1080,395ppi,60Hz,20:9,83.5%,,,,스냅드래곤765G,옥타(8)코어,2.4GHz+2.2GHz+1.8GHz,Adreno 620,,,,램:6GB,내장:128GB,,microSD:최대2TB,5G NR,LTE-A Cat.18,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,,,"후면:4,800만화소+800만화소+500만화소+200만화소","전면:3,200만화소",동영상:4k@30fps,,,,,F1.8,,,,○,○,,,,,○,,,○,,,3.5mm,스피커:스테레오(2개),,,지문인식(측면),,,,,LG페이,,,,USB타입C,"4,000mAh",,,배터리일체형,최대15W,고속충전지원,,,가로:77.3mm,세로:166.5mm,두께:8.5mm,무게:193g,"LG전자 Q92 5G 128GB, 공기계 (가개통/중고)"
0,Optimus Z  ,옵티머스 Z,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,,가개통/중고,,,,,,,,,,,,,,,,,,,,,,,,,,,,마이크로유심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LG전자 옵티머스Z, 공기계 (가개통/중고)"
0,GALAXY GRAND  ,갤럭시 그랜드,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드4.3 젤리빈,가개통/중고,,13.33cm(5.25인치),,1280x720,280ppi,,,,,,,,쿼드(4)코어,1.2GHz,,,,,램:1.5GB,내장:8GB,eMMC,MicroSD,,LTE,,블루투스v4.0,,마이크로유심,,,후면:800만화소,전면:190만화소,"동영상:1080p(FHD),30fps",,,,,,,,,,○,,,,,○,,,,,,3.5mm,,,,,,,,,,,,,마이크로5핀,"2,600mAh",,,배터리탈착형,,,,,가로:75.3mm,세로:146.8mm,두께:8.9mm,무게:166g,"삼성전자 갤럭시 그랜드2 8GB, 공기계 (가개통/중고)"
0,GALAXY Gio  ,갤럭시 지오,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드2.3 진저브레드,가개통/중고,,7.87cm(3.1인치),LCD,480x320,,,,,,,,,싱글(1)코어,0.8GHz,,,,,,,eMMC,MicroSD,,3G,,블루투스v3.0,,,,,후면:300~499만화소,,,,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,,,,,"1,000~1,999mAh",,,배터리탈착형,,,,,,,두께:10mm~,무게:100~150g,"삼성전자 갤럭시지오, 공기계 (가개통/중고)"
0,Samsung Galaxy A10  ,갤럭시 A10,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드9.0 파이,가개통/중고,,15.75cm(6.2인치),IPS-LCD,1520x720,271ppi,60Hz,19:9,81.6%,,,,엑시노스7884,옥타(8)코어,1.6GHz+1.35GHz,Mali G71,,,,램:2GB,내장:32GB,,microSD:최대512GB,,LTE-A Cat.12,802.11 b/g/n,블루투스v5.0,,나노유심,,,"후면:1,300만화소",전면:500만화소,"동영상:1080p(FHD),30fps",,,,,F1.9,,,,○,○,,,,,○,,,,,,3.5mm,스피커:모노(1개),,,,얼굴인식,,,,,,,,마이크로5핀,"3,400mAh",,,배터리일체형,,,,,가로:75.8mm,세로:155.6mm,두께:8.1mm,무게:168g,"삼성전자 갤럭시A10 2019 32GB, 공기계 (가개통/중고)"
0,Samsung Galaxy A21s  ,갤럭시 A21s,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드10,해외구매-새제품,,16.51cm(6.5인치),TFT-LCD,1600x720,270ppi,60Hz,20:9,82.8%,,,,엑시노스850,옥타(8)코어,2.0GHz+2.0GHz,Mali G52,,,,램:4GB,내장:64GB,eMMC5.1,MicroSD,,LTE-A,802.11 a/b/g/n/ac,블루투스v5.0,,나노유심,듀얼유심지원,,"후면:4,800만화소+800만화소+200만화소+200만화소","전면:1,300만화소","동영상:1080p(FHD),30fps",,,,,F2.0,,,,○,○,,,,,○,,,○,,,3.5mm,스피커:모노(1개),,,지문인식(후면),,,,,,,,,USB타입C,"5,000mAh",,,배터리일체형,최대15W,고속충전지원,,,가로:75.3mm,세로:163.7mm,두께:8.9mm,무게:192g,"삼성전자 갤럭시A21s 2020 64GB, 공기계 (램4GB,해외구매)"
0,Samsung Galaxy A7 2017  ,갤럭시 A7 2017,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드6.0 마쉬멜로우,가개통/중고,,14.47cm(5.7인치),AMOLED,1920x1080,386ppi,,16:9,82.8%,,,,엑시노스7 7880,옥타(8)코어,1.9GHz,Mali T830,,,,램:3GB,내장:32GB,eMMC,microSD:최대256GB,,LTE-A Cat.6,802.11 a/b/g/n/ac,블루투스v4.2,,나노유심,,,"후면:1,600만화소","전면:1,600만화소","동영상:1080p(FHD),30fps",,,,,F1.9,,,,○,○,,,○,,○,,○,,,,3.5mm,스피커:모노(1개),,,지문인식,,,,,삼성페이,,IP68,,USB타입C,"3,600mAh",,,배터리일체형,,,,,가로:77.6mm,세로:156.8mm,두께:7.9mm,무게:186g,"삼성전자 갤럭시A7 2017 32GB, 공기계 (가개통/중고)"
0,Galaxy Folder  ,갤럭시 폴더,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드6.0 마쉬멜로우,공기계-새제품,,9.65cm(3.8인치),LCD,800x480,245ppi,,5:3,70.9%,,,,스냅드래곤425,쿼드(4)코어,1.4GHz,Adreno 308,,,,램:2GB,내장:32GB,eMMC,microSD:최대256GB,,LTE Cat.4,802.11 b/g/n,블루투스v4.2,,나노유심,,,후면:800만화소,전면:500만화소,"동영상:1080p(FHD),30fps",,,,,,,,,○,,,,,,○,,,,,,3.5mm,스피커:모노(1개),,,,,,,,,,,,마이크로5핀,"1,950mAh",,,배터리탈착형,,,,,가로:60.2mm,세로:122mm,두께:16.1mm,무게:164g,"삼성전자 갤럭시 폴더2 2021 32GB, 공기계 (자급제 공기계)"
0,Samsung Galaxy Folder2 LTE  ,갤럭시 폴더2,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드6.0 마쉬멜로우,공기계-새제품,,9.65cm(3.8인치),LCD,800x480,245ppi,,5:3,70.9%,,,,스냅드래곤425,쿼드(4)코어,1.4GHz,Adreno 308,,,,램:2GB,내장:32GB,eMMC,microSD:최대256GB,,LTE Cat.4,802.11 b/g/n,블루투스v4.2,,나노유심,,,후면:800만화소,전면:500만화소,"동영상:1080p(FHD),30fps",,,,,,,,,○,,,,,,○,,,,,,3.5mm,스피커:모노(1개),,,,,,,,,,,,마이크로5핀,"1,950mAh",,,배터리탈착형,,,,,가로:60.2mm,세로:122mm,두께:16.1mm,무게:164g,"삼성전자 갤럭시 폴더2 2021 32GB, 공기계 (자급제 공기계)"
0,Samsung Galaxy Wide 2  ,갤럭시 와이드2,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드8.0 오레오,가개통/중고,,13.97cm(5.5인치),TFT-LCD,1280x720,267ppi,,16:9,,,,,엑시노스7870 Octa,옥타(8)코어,1.6GHz,Mali T830,,,,램:2GB,내장:32GB,,MicroSD,,LTE-A Cat.6,802.11 b/g/n,블루투스v4.1,,나노유심,,,"후면:1,300만화소","전면:1,300만화소",,,,,,F1.7,,,,○,,,,,,○,,,,,,3.5mm,스피커:모노(1개),,,,,,,,,,,,마이크로5핀,"3,300mAh",,,배터리일체형,,,,,가로:76.4mm,세로:153.5mm,두께:8.6mm,무게:180g,"삼성전자 갤럭시 와이드3 32GB, 공기계 (가개통/중고)"
0,Samsung Galaxy M20  ,갤럭시 M20,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드9.0 파이,공기계-새제품,,16.00cm(6.3인치),PLS-LCD,2340x1080,409ppi,60Hz,19.5:9,83.6%,,,,엑시노스7904,옥타(8)코어,1.8GHz+1.8GHz,Mali G71,,,,램:3GB,내장:32GB,,MicroSD,,LTE-A Cat.12,802.11 b/g/n,블루투스v5.0,,나노유심,,,"후면:1,300만화소+500만화소",전면:800만화소,"동영상:1080p(FHD),30fps",,,,,F1.9,,,,○,○,,,,,○,,,,,,3.5mm,스피커:모노(1개),,,지문인식(후면),얼굴인식,,,,,,,,USB타입C,"5,000mAh",,,배터리일체형,최대15W,,,,가로:74.5mm,세로:156.4mm,두께:8.8mm,무게:186g,"삼성전자 갤럭시M20 32GB, 공기계 (자급제 공기계)"
0,L70,LG L70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,LG Optimus LTE Tag,옵티머스 LTE 태그,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,,가개통/중고,,,,,,,,,,,,,,,,,,,,,,,,,,,,마이크로유심,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,"LG전자 옵티머스 태그, 공기계 (가개통/중고)"
0,LG Optimus LTE2,옵티머스 LTE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ice cream Smart,아이스크림 스마트,"
삼성전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드4.2 젤리빈,가개통/중고,,12.19cm(4.8인치),AMOLED,1280x720,305ppi,,,,,,,,쿼드(4)코어,1.4GHz,,,,,램:1GB,내장:16GB,eMMC,MicroSD,,3G,802.11 a/b/g/n,블루투스v4.0,,마이크로유심,,,후면:800만화소,전면:190만화소,"동영상:1080p(FHD),30fps",,,,,,,,,,,,,,,○,,,,,,3.5mm,,,,,,,,,,,,,,"2,100mAh",,,배터리탈착형,,,,,가로:70.6mm,세로:136.6mm,두께:8.6mm,무게:133g,"삼성전자 갤럭시S3 16GB, 공기계 (가개통/중고)"
0,Gentle,LG 젠틀,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드5.1 롤리팝,가개통/중고,,8.12cm(3.2인치),IPS-LCD,480x320,180ppi,,,,,,,,쿼드(4)코어,1.1GHz,,,,,램:1GB,내장:4GB,eMMC,MicroSD,,LTE,802.11 b/g/n,블루투스,,마이크로유심,,,후면:300만화소,전면:VGA,,,,,,,,,,,,,,,,,,,,,,3.5mm,스피커:모노(1개),,,,,,,,,,,,,"1,700mAh",,,배터리탈착형,,,,,가로:58.7mm,세로:117.7mm,두께:16.6mm,무게:143g,"LG전자 젠틀 4GB, 공기계 (가개통/중고)"
0,Eve,안드로-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Optimus Black,옵티머스 블랙,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,,가개통/중고,,,,,,,,,,,,,,,,,,,,,,,,,,,,마이크로유심,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,"LG전자 옵티머스 마하, 공기계 (가개통/중고)"
0,Optimus Mach,옵티머스 마하,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,,가개통/중고,,,,,,,,,,,,,,,,,,,,,,,,,,,,마이크로유심,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,"LG전자 옵티머스 마하, 공기계 (가개통/중고)"
0,Optimus LTE,옵티머스 LTE,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,출시OS: 안드로이드4.2 젤리빈,가개통/중고,,13.22cm(5.2인치),,1920x1080,423ppi,,,,,,,,쿼드(4)코어,2.2GHz,,,,,램:2GB,내장:32GB,eMMC,MicroSD,,LTE-A,802.11 a/b/g/n/ac,블루투스v4.0,,마이크로유심,,,후면:1300만화소,전면:210만화소,"동영상:1080p(FHD),30fps",,,,,,,손떨림보정,○,,○,,,,,○,,,,,,3.5mm,,,,,,,,,,,,,,"2,610mAh",,,배터리탈착형,,,,,가로:70.9mm,세로:138.5mm,두께:8.9mm,무게:140g,"LG전자 G2 32GB, 공기계 (가개통/중고)"
0,Optimus Big,옵티머스 빅,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,,가개통/중고,,,,,,,,,,,,,,,,,,,,,,,,,,,,마이크로유심,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,"LG전자 옵티머스 빅, 공기계 (가개통/중고)"
0,LG Optimus L7,옵티머스 L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Optimus One,옵티머스 원,"
LG전자 (
							제조사 웹사이트 바로가기)
												",,,가개통/중고,,,,,,,,,,,,,,,,,,,,,,,,,,,,마이크로유심,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,"LG전자 옵티머스 원, 공기계 (가개통/중고)"
